UNITID,AWLEVELC,CSTOTLT,YEAR
482431,5,549,2019
482431,7,237,2019
482431,10,6,2019
482440,3,2,2019
482440,5,51,2019
482440,7,8,2019
482459,3,12,2019
482459,5,158,2019
482459,7,125,2019
482459,10,4,2019
482468,3,36,2019
482468,5,199,2019
482468,7,126,2019
482468,10,5,2019
482477,2,882,2019
482477,3,468,2019
482477,5,1686,2019
482477,7,1664,2019
482477,10,404,2019
482486,5,14,2019
482486,7,12,2019
482486,10,1,2019
482538,3,5,2019
482538,5,38,2019
482538,7,12,2019
482547,3,3,2019
482547,5,21,2019
482547,7,19,2019
482556,3,14,2019
482556,5,110,2019
482556,7,31,2019
482565,3,1,2019
482565,5,28,2019
482565,7,32,2019
482574,3,20,2019
482574,5,147,2019
482574,7,68,2019
482574,10,4,2019
482608,3,7,2019
482608,5,70,2019
482608,7,20,2019
482608,10,5,2019
482617,3,1,2019
482617,5,7,2019
482617,7,11,2019
482635,3,12,2019
482635,5,124,2019
482635,7,78,2019
482635,10,3,2019
482653,3,3,2019
482653,5,47,2019
482653,7,85,2019
482653,10,1,2019
482680,1,28,2019
482680,2,2,2019
482680,3,922,2019
482680,5,1943,2019
482680,7,204,2019
482680,9,30,2019
482680,10,39,2019
482699,3,296,2019
482699,5,65,2019
482705,5,581,2019
482705,7,2582,2019
482705,9,318,2019
482705,10,7,2019
482936,5,239,2019
482936,7,7,2019
482963,1,17,2019
482963,2,151,2019
482972,1,104,2019
482981,1,16,2019
482981,2,83,2019
482990,2,221,2019
482990,3,9,2019
483009,2,116,2019
483018,5,22,2019
483036,5,595,2019
483036,7,188,2019
483045,1,3597,2019
483045,2,704,2019
483045,3,591,2019
483054,2,61,2019
483106,1,55,2019
483106,2,56,2019
483124,1,50,2019
483124,5,4686,2019
483124,7,3247,2019
483124,9,87,2019
483124,10,151,2019
483212,1,787,2019
483212,2,315,2019
483212,3,176,2019
483230,1,156,2019
483258,2,28,2019
483276,2,28,2019
483328,1,1,2019
483328,2,91,2019
483337,2,77,2019
483346,1,21,2019
483346,2,14,2019
483355,1,101,2019
483355,2,44,2019
483364,1,80,2019
483364,2,35,2019
483373,1,6,2019
483373,2,22,2019
483382,1,226,2019
483425,1,11,2019
483425,2,12,2019
483443,1,279,2019
483443,2,148,2019
483470,1,27,2019
483470,2,20,2019
483504,2,197,2019
483513,1,2,2019
483513,2,33,2019
483559,2,20,2019
483577,1,10,2019
483577,2,12,2019
483586,5,3,2019
483586,7,4,2019
483595,7,28,2019
483638,1,35,2019
483638,2,2,2019
483647,1,15,2019
483647,2,50,2019
483665,2,5,2019
483708,1,446,2019
483708,2,36,2019
483717,1,6,2019
483717,2,15,2019
483726,2,9,2019
483735,1,8,2019
483735,2,8,2019
483744,2,25,2019
483753,2,13,2019
483780,5,24,2019
483780,7,177,2019
483799,1,6,2019
483814,2,170,2019
483814,3,39,2019
483823,2,385,2019
483841,1,161,2019
483841,2,46,2019
483850,2,20,2019
483869,1,54,2019
483878,1,13,2019
483878,2,83,2019
483887,1,45,2019
483896,1,161,2019
483896,2,12,2019
483911,2,9,2019
483920,2,63,2019
483939,1,1,2019
483939,2,5,2019
483948,2,16,2019
483957,1,12,2019
483957,2,21,2019
483975,9,159,2019
484002,1,129,2019
484002,2,186,2019
484002,3,31,2019
484011,1,44,2019
484011,2,69,2019
484020,2,19,2019
484039,1,41,2019
484039,2,26,2019
484048,2,6,2019
484057,1,316,2019
484057,2,12,2019
484066,1,198,2019
484066,2,114,2019
484066,3,5,2019
484075,2,30,2019
484084,1,21,2019
484084,2,22,2019
484093,1,2,2019
484093,2,64,2019
484109,2,44,2019
484127,2,66,2019
484136,1,9,2019
484136,2,18,2019
484163,1,221,2019
484172,1,66,2019
484190,1,1,2019
484190,2,21,2019
484206,1,59,2019
484206,2,44,2019
484233,2,142,2019
484321,1,26,2019
484321,2,28,2019
484330,2,52,2019
484349,2,60,2019
484358,2,76,2019
484367,1,82,2019
484367,2,23,2019
484376,1,117,2019
484376,2,54,2019
484385,2,122,2019
484394,2,86,2019
484473,3,10,2019
484473,5,593,2019
484604,1,185,2019
484604,2,99,2019
484613,1,5701,2019
484613,3,3950,2019
484613,5,12453,2019
484613,7,5885,2019
484613,9,345,2019
484613,10,848,2019
484631,1,502,2019
484631,5,1809,2019
484631,7,595,2019
484631,10,5,2019
484640,1,10,2019
484640,5,53,2019
484640,7,13,2019
484668,1,23,2019
484668,5,113,2019
484668,7,24,2019
484677,1,16,2019
484677,5,65,2019
484677,7,19,2019
484695,1,5,2019
484695,5,25,2019
484695,7,4,2019
484710,1,27,2019
484710,5,102,2019
484710,7,28,2019
484729,5,27,2019
484729,7,10,2019
484747,5,37,2019
484747,7,1,2019
484756,1,87,2019
484756,5,284,2019
484756,7,104,2019
484765,1,1,2019
484765,5,44,2019
484765,7,37,2019
484783,5,28,2019
484826,1,30,2019
484826,2,9,2019
484835,2,35,2019
484835,3,10,2019
484835,5,45,2019
484862,5,2,2019
484862,7,7,2019
484862,9,57,2019
484871,5,14,2019
484899,1,89,2019
484899,2,73,2019
484905,5,561,2019
484905,7,102,2019
484905,9,145,2019
484923,1,114,2019
484932,2,66,2019
484932,3,369,2019
484950,1,51,2019
484950,2,27,2019
484996,1,17,2019
484996,2,44,2019
485014,2,36,2019
485032,2,80,2019
485111,3,1872,2019
485111,5,27,2019
485120,1,53,2019
485120,2,4,2019
485139,2,10,2019
485139,3,77,2019
485166,1,41,2019
485166,2,22,2019
485236,1,14,2019
485236,2,10,2019
485263,3,167,2019
485263,5,61,2019
485272,5,131,2019
485290,7,189,2019
485290,9,24,2019
485306,1,8,2019
485306,2,17,2019
485342,1,34,2019
485342,2,3,2019
485360,2,9,2019
485379,1,116,2019
485379,2,80,2019
485388,1,162,2019
485388,2,84,2019
485397,2,51,2019
485403,7,14,2019
485412,1,29,2019
485412,2,21,2019
485458,1,1148,2019
485458,2,296,2019
485458,3,79,2019
485476,1,54,2019
485476,2,7,2019
485485,1,109,2019
485485,2,33,2019
485494,2,65,2019
485500,1,86,2019
485519,3,82,2019
485537,7,14,2019
485546,5,7,2019
485546,7,25,2019
485546,9,74,2019
485564,1,179,2019
485564,2,26,2019
485573,1,11,2019
485573,2,83,2019
485582,1,63,2019
485582,2,29,2019
485591,2,10,2019
485607,2,18,2019
485698,3,3,2019
485698,5,7,2019
485704,1,11,2019
485731,2,21,2019
485768,3,6,2019
485768,5,28,2019
485768,7,77,2019
485801,1,42,2019
485801,2,24,2019
485810,2,15,2019
485856,2,8,2019
485874,1,60,2019
485874,2,20,2019
485908,5,32,2019
485926,1,18,2019
485926,2,37,2019
485953,2,16,2019
485962,1,2,2019
485962,2,13,2019
485999,5,29,2019
486017,5,12,2019
486053,3,6,2019
486053,5,32,2019
486053,7,13,2019
486080,9,5,2019
486105,1,3,2019
486105,2,1,2019
486123,3,11,2019
486141,2,4,2019
486150,1,53,2019
486150,2,36,2019
486169,2,46,2019
486196,5,5,2019
486202,1,4,2019
486202,2,19,2019
486239,3,49,2019
486239,5,29,2019
486239,7,51,2019
486248,1,49,2019
486248,2,38,2019
486257,2,2,2019
486257,3,80,2019
486284,2,19,2019
486284,3,12,2019
486284,5,50,2019
486284,7,11,2019
486309,2,12,2019
486327,2,11,2019
486345,1,136,2019
486354,3,14,2019
486354,5,4,2019
486372,2,9,2019
486381,2,40,2019
486390,1,162,2019
486406,2,11,2019
486415,2,106,2019
486424,2,15,2019
486424,3,10,2019
486433,7,49,2019
486433,10,11,2019
486442,1,17,2019
486442,2,14,2019
486460,7,6,2019
486460,10,20,2019
486488,5,7,2019
486497,2,34,2019
486503,1,15,2019
486503,2,18,2019
486512,1,53,2019
486530,1,58,2019
486530,2,42,2019
486558,2,72,2019
486567,1,2,2019
486567,2,84,2019
486576,2,178,2019
486594,3,10,2019
486619,1,29,2019
486619,2,8,2019
486691,2,37,2019
486707,2,129,2019
486716,2,86,2019
486734,1,47,2019
486734,2,61,2019
486752,2,71,2019
486770,1,51,2019
486798,1,621,2019
486798,2,334,2019
486813,1,89,2019
486813,2,235,2019
486813,3,38,2019
486822,1,193,2019
486822,2,375,2019
486822,3,22,2019
486840,1,78,2019
486840,5,5322,2019
486840,7,998,2019
486840,9,55,2019
486840,10,357,2019
486859,2,31,2019
486868,1,9,2019
486868,2,6,2019
486877,2,16,2019
486886,2,15,2019
486901,5,202,2019
486901,7,114,2019
486901,9,11,2019
486901,10,2,2019
486938,5,98,2019
486947,5,129,2019
486956,5,199,2019
486965,5,27,2019
486983,2,31,2019
487010,5,228,2019
487010,7,199,2019
487010,9,620,2019
487010,10,20,2019
487047,1,37,2019
487047,2,100,2019
487065,1,1,2019
487065,2,23,2019
487083,1,1,2019
487083,2,23,2019
487092,3,462,2019
487162,1,1171,2019
487162,2,393,2019
487162,3,294,2019
487232,1,25,2019
487232,2,12,2019
487296,1,4,2019
487296,5,147,2019
487296,7,17,2019
487302,2,179,2019
487302,3,54,2019
487311,1,100,2019
487311,3,125,2019
487320,1,898,2019
487320,2,501,2019
487320,3,1886,2019
487348,1,40,2019
487348,2,55,2019
487375,5,35,2019
487384,2,402,2019
487384,3,20,2019
487393,2,449,2019
487393,3,1,2019
487409,2,381,2019
487409,3,10,2019
487418,2,345,2019
487418,3,23,2019
487427,2,309,2019
487436,2,195,2019
487445,2,239,2019
487445,3,15,2019
487454,2,246,2019
487454,3,4,2019
487472,2,506,2019
487481,2,182,2019
487490,2,192,2019
487490,3,3,2019
487506,1,44,2019
487506,2,42,2019
487524,1,49,2019
487524,3,18,2019
487524,5,491,2019
487524,7,288,2019
487524,9,78,2019
487524,10,1,2019
487533,1,21,2019
487533,2,36,2019
487588,1,242,2019
487588,3,2,2019
487597,2,297,2019
487597,3,155,2019
487603,2,6,2019
487603,3,37,2019
487603,5,111,2019
487603,7,50,2019
487621,2,4,2019
487649,7,10,2019
487658,2,3,2019
487676,2,77,2019
487746,5,7,2019
487773,1,64,2019
487773,2,17,2019
487791,1,67,2019
487791,2,352,2019
487807,2,7,2019
487816,2,12,2019
487852,1,20,2019
487861,2,72,2019
487861,3,3,2019
487889,1,226,2019
487898,2,10,2019
487904,2,22,2019
487913,2,13,2019
487922,2,32,2019
487959,1,3,2019
487959,2,23,2019
487968,2,16,2019
487977,1,767,2019
487977,2,8,2019
487977,3,8,2019
487995,7,25,2019
488004,5,6,2019
488013,1,64,2019
488022,2,15,2019
488031,1,1,2019
488031,2,3,2019
488031,3,4,2019
488031,5,4,2019
488031,7,11,2019
488031,9,16,2019
488040,2,18,2019
488059,2,15,2019
488059,3,25,2019
488068,1,8,2019
488068,3,9,2019
488068,5,6,2019
488068,7,3,2019
488068,9,1,2019
488077,1,71,2019
488077,2,205,2019
488077,3,570,2019
488086,1,41,2019
488101,5,29,2019
488110,1,1,2019
488110,2,24,2019
488129,2,3,2019
488138,1,135,2019
488147,2,27,2019
488174,2,10,2019
488183,2,12,2019
488192,1,45,2019
488192,2,27,2019
488217,1,31,2019
488217,2,34,2019
488226,2,7,2019
488235,2,7,2019
488253,1,99,2019
488262,1,1,2019
488262,2,25,2019
488271,1,56,2019
488271,2,42,2019
488280,1,98,2019
488299,1,9,2019
488299,2,9,2019
488305,2,36,2019
488305,3,35,2019
488314,5,4,2019
488332,3,7,2019
488350,5,7,2019
488369,1,29,2019
488369,2,2,2019
488378,1,18,2019
488378,2,5,2019
488387,7,120,2019
488396,1,1,2019
488396,2,29,2019
488411,1,40,2019
488411,2,15,2019
488420,1,71,2019
488439,2,38,2019
488448,2,13,2019
488448,5,17,2019
488448,7,17,2019
488572,9,59,2019
488651,1,44,2019
488651,2,31,2019
488679,2,173,2019
488679,3,652,2019
488679,5,1556,2019
488679,7,1646,2019
488679,9,34,2019
488679,10,169,2019
488730,3,374,2019
488749,2,83,2019
488776,5,19,2019
488776,7,24,2019
488785,5,23,2019
488800,1,197,2019
488800,2,65,2019
488800,7,54,2019
488828,2,9,2019
488837,1,567,2019
488846,3,59,2019
488846,5,99,2019
488846,7,133,2019
488891,1,92,2019
488891,2,23,2019
488907,7,5,2019
488916,2,15,2019
488925,1,141,2019
488934,1,1285,2019
488934,2,505,2019
488952,2,116,2019
488961,2,92,2019
488970,1,75,2019
488970,2,52,2019
488989,2,75,2019
488998,1,1,2019
488998,2,61,2019
489122,1,19,2019
489122,2,4,2019
489131,1,26,2019
489131,2,18,2019
489140,1,20,2019
489140,2,22,2019
489159,1,78,2019
489159,2,30,2019
489201,1,654,2019
489201,3,766,2019
489238,1,105,2019
489238,2,69,2019
489247,2,29,2019
489256,1,4,2019
489256,2,37,2019
489283,1,7,2019
489283,2,275,2019
489283,3,28,2019
489335,7,1,2019
489335,10,6,2019
489344,5,52,2019
489353,5,64,2019
489371,2,73,2019
489414,2,75,2019
489760,2,43,2019
489779,1,672,2019
489779,2,349,2019
489779,3,1671,2019
489779,5,3463,2019
489779,7,2330,2019
489779,9,112,2019
489779,10,213,2019
489812,2,31,2019
489812,3,19,2019
489830,2,22,2019
489858,7,53,2019
489858,9,86,2019
489937,2,3,2019
489937,3,5,2019
489937,5,61,2019
489937,7,53,2019
489937,9,27,2019
490018,1,37,2019
490045,5,1,2019
490045,7,29,2019
490054,1,81,2019
490054,2,44,2019
490054,3,162,2019
490054,5,2,2019
490063,5,7,2019
490063,7,113,2019
490063,10,14,2019
490072,1,465,2019
490081,5,6,2019
490081,7,9,2019
490081,9,5,2019
490090,1,6,2019
490090,2,12,2019
490106,7,45,2019
490115,2,37,2019
490124,5,5,2019
490133,5,99,2019
490133,7,238,2019
490133,9,1,2019
490133,10,2,2019
490142,1,1,2019
490142,2,15,2019
490151,1,121,2019
490160,2,25,2019
490160,3,11,2019
490197,2,19,2019
490203,1,29,2019
490203,2,24,2019
490203,3,31,2019
490230,5,3,2019
490249,1,48,2019
490258,1,2,2019
490258,2,21,2019
490267,2,13,2019
490276,3,32,2019
490276,5,12,2019
490285,1,77,2019
490285,3,113,2019
490294,1,32,2019
490294,2,44,2019
490300,1,15,2019
490300,2,31,2019
490319,5,2,2019
490328,5,6,2019
490337,1,26,2019
490337,2,7,2019
490346,2,2,2019
490346,3,47,2019
490373,7,11,2019
490373,9,57,2019
490382,2,48,2019
490391,1,32,2019
490391,2,16,2019
490407,1,3,2019
490407,2,37,2019
490416,2,23,2019
490425,1,111,2019
490434,1,3,2019
490434,2,20,2019
490443,1,137,2019
490461,1,122,2019
490470,1,16,2019
490489,2,11,2019
490498,2,17,2019
490504,3,4,2019
490504,5,2,2019
490513,5,11,2019
490531,2,8,2019
490540,2,2,2019
490559,2,58,2019
490559,3,54,2019
490568,1,8,2019
490568,2,115,2019
490568,3,18,2019
490674,2,5,2019
490692,2,24,2019
490717,1,77,2019
490735,2,49,2019
490744,2,19,2019
490753,2,2,2019
490753,7,5,2019
490805,1,23,2019
490805,3,2,2019
490805,5,2060,2019
490805,7,338,2019
490805,9,4,2019
490805,10,37,2019
490814,1,62,2019
490814,2,60,2019
490832,2,55,2019
490832,3,48,2019
490841,1,19,2019
490841,2,82,2019
490869,1,29,2019
490869,2,43,2019
490878,1,25,2019
490878,2,6,2019
490878,3,166,2019
490878,5,5,2019
490896,1,243,2019
490948,2,11,2019
490975,2,54,2019
490975,3,60,2019
491066,1,16,2019
491066,2,7,2019
491075,1,41,2019
491084,1,9,2019
491084,2,95,2019
491093,5,7,2019
491136,2,48,2019
491145,2,53,2019
491181,3,59,2019
491224,2,14,2019
491233,1,1,2019
491233,2,9,2019
491242,2,26,2019
491251,1,55,2019
491251,2,21,2019
491260,1,8,2019
491260,2,7,2019
491288,1,3,2019
491288,3,12,2019
491288,5,88,2019
491297,1,4,2019
491297,5,1,2019
491394,1,17,2019
491446,2,68,2019
491446,3,7,2019
491455,1,117,2019
491464,1,49,2019
491464,2,40,2019
491473,1,146,2019
491473,2,30,2019
491482,1,44,2019
491507,1,51,2019
491525,2,1,2019
491525,3,1,2019
491525,5,6,2019
491534,1,7,2019
491543,1,58,2019
491543,2,24,2019
491552,2,8,2019
491570,2,8,2019
491589,2,9,2019
491598,1,12,2019
491622,3,15,2019
491631,5,45,2019
491640,3,21,2019
491640,5,2,2019
491659,1,5,2019
491659,2,21,2019
491668,2,126,2019
491677,2,15,2019
491686,1,2,2019
491686,2,15,2019
491695,2,11,2019
491701,1,43,2019
491710,5,21,2019
491729,2,23,2019
491738,1,37,2019
491738,2,15,2019
491747,1,1,2019
491747,2,21,2019
491756,1,13,2019
491756,2,55,2019
491765,5,1,2019
491774,2,38,2019
491783,1,2,2019
491783,2,10,2019
491792,1,22,2019
491792,2,14,2019
491808,7,5,2019
491808,9,3,2019
491817,2,102,2019
491826,1,13,2019
491826,2,10,2019
491835,1,37,2019
491835,2,23,2019
491844,3,12,2019
491853,1,5,2019
491853,2,7,2019
491871,2,3,2019
491880,2,41,2019
491899,1,52,2019
491899,2,17,2019
491905,1,7,2019
491905,2,21,2019
491914,3,33,2019
491923,1,141,2019
491932,1,14,2019
491932,2,17,2019
491941,1,30,2019
491941,3,13,2019
491950,1,374,2019
491969,2,5,2019
491978,2,10,2019
491996,1,4,2019
491996,2,19,2019
492005,1,3,2019
492005,2,12,2019
492032,1,11,2019
492069,3,5,2019
492069,5,4,2019
492096,1,1,2019
492096,2,5,2019
492102,7,17,2019
492139,1,93,2019
492157,1,642,2019
492157,2,7,2019
492209,9,1,2019
492281,1,4,2019
492281,2,11,2019
492306,1,328,2019
492315,1,112,2019
492324,1,390,2019
492360,1,8,2019
492360,2,5,2019
492379,1,26,2019
492397,2,22,2019
492421,2,23,2019
492449,1,95,2019
492449,2,137,2019
492449,3,24,2019
492476,3,22,2019
492573,5,1,2019
492591,1,1,2019
492591,2,16,2019
492643,1,87,2019
492652,1,2,2019
492652,2,6,2019
492661,1,60,2019
492661,2,30,2019
492689,5,148,2019
492689,7,18,2019
492689,9,101,2019
492689,10,7,2019
492704,7,16,2019
492722,2,97,2019
492731,1,35,2019
492731,2,26,2019
492801,1,70,2019
492801,3,97,2019
492801,5,286,2019
492935,1,4,2019
492935,2,12,2019
492953,1,15,2019
492953,2,10,2019
492962,3,252,2019
492962,5,433,2019
493080,1,126,2019
493132,2,8,2019
493150,1,18,2019
493150,2,20,2019
493363,2,5,2019
493363,7,3,2019
493372,2,14,2019
493424,1,9,2019
493424,2,37,2019
493424,3,2,2019
493451,1,45,2019
493451,2,6,2019
493479,2,9,2019
493488,3,4,2019
493497,1,1,2019
493503,1,32,2019
493512,5,20,2019
493512,7,2,2019
493521,2,6,2019
493530,1,10,2019
493530,2,18,2019
493549,1,57,2019
493549,2,2,2019
493558,1,20,2019
493567,1,32,2019
493567,2,11,2019
493576,1,4,2019
493576,2,1,2019
493594,3,8,2019
493600,5,17,2019
493619,2,16,2019
493619,3,56,2019
493628,1,34,2019
493628,2,9,2019
493637,1,1,2019
493637,2,8,2019
493646,2,136,2019
493646,3,44,2019
493655,1,2,2019
493655,2,5,2019
493664,3,17,2019
493664,5,6,2019
493673,7,6,2019
493682,1,60,2019
493682,2,7,2019
493691,1,2,2019
493691,2,11,2019
493707,3,12,2019
493716,3,21,2019
493716,5,8,2019
493725,3,86,2019
493725,5,87,2019
493734,1,19,2019
493743,1,53,2019
493743,2,49,2019
493752,1,24,2019
493761,1,6,2019
493761,2,34,2019
493770,1,13,2019
493789,1,1,2019
493789,2,1,2019
493798,2,116,2019
493798,3,9,2019
493804,1,5,2019
493804,2,22,2019
493813,2,39,2019
493822,5,11,2019
493831,1,2,2019
493831,2,7,2019
493895,7,25,2019
493895,10,80,2019
494001,1,1,2019
494001,2,7,2019
494010,7,8,2019
494029,2,1,2019
494171,5,29,2019
494232,1,8,2019
494232,2,17,2019
494436,1,40,2019
494436,2,77,2019
494436,3,16,2019
494454,1,70,2019
494454,2,67,2019
494463,2,143,2019
494524,1,17,2019
494551,7,23,2019
494597,1,3,2019
494597,2,39,2019
494597,3,17,2019
494597,5,21,2019
494597,7,2,2019
494597,9,9,2019
494603,2,9,2019
494603,5,73,2019
494603,7,411,2019
494603,9,37,2019
494603,10,4,2019
494621,1,34,2019
494630,3,6,2019
494630,5,8,2019
494649,2,8,2019
494658,1,27,2019
494658,2,20,2019
494685,1,2,2019
494685,3,4,2019
494685,5,25,2019
494694,1,25,2019
494700,2,50,2019
494719,2,12,2019
494728,1,6,2019
494728,2,20,2019
494737,5,12,2019
494746,2,96,2019
494746,3,168,2019
494834,2,33,2019
494843,2,283,2019
494843,3,34,2019
494852,2,212,2019
494852,3,78,2019
494904,1,204,2019
100654,5,585,2020
100654,7,300,2020
100654,9,11,2020
100663,2,74,2020
100663,5,2639,2020
100663,7,2314,2020
100663,9,618,2020
100663,10,203,2020
100690,3,39,2020
100690,5,27,2020
100690,7,58,2020
100690,9,4,2020
100706,5,1451,2020
100706,7,645,2020
100706,9,91,2020
100706,10,47,2020
100706,12,14,2020
100724,5,558,2020
100724,7,109,2020
100724,9,40,2020
100724,10,1,2020
100751,5,7342,2020
100751,7,1811,2020
100751,9,383,2020
100751,10,25,2020
100760,2,59,2020
100760,3,195,2020
100760,12,349,2020
100812,5,684,2020
100812,7,48,2020
100812,12,30,2020
100830,5,724,2020
100830,7,202,2020
100830,10,33,2020
100830,12,1,2020
100858,5,5451,2020
100858,7,1279,2020
100858,9,538,2020
100858,10,263,2020
100858,12,3,2020
100937,5,241,2020
101028,2,47,2020
101028,3,241,2020
101028,12,94,2020
101116,3,32,2020
101116,5,39,2020
101116,7,21,2020
101116,9,2,2020
101143,2,1,2020
101143,3,166,2020
101143,12,124,2020
101161,2,143,2020
101161,3,792,2020
101161,11,7,2020
101161,12,140,2020
101189,3,18,2020
101189,5,441,2020
101189,7,330,2020
101189,9,55,2020
101240,2,221,2020
101240,3,689,2020
101240,12,182,2020
101277,2,40,2020
101277,12,3,2020
101286,2,181,2020
101286,3,550,2020
101286,12,544,2020
101295,2,348,2020
101295,3,975,2020
101295,12,731,2020
101301,2,108,2020
101301,3,210,2020
101301,12,5,2020
101365,2,83,2020
101365,3,128,2020
101365,5,12,2020
101365,7,9,2020
101365,10,1,2020
101365,12,27,2020
101435,5,233,2020
101453,5,9,2020
101453,7,10,2020
101462,2,18,2020
101462,3,65,2020
101462,12,54,2020
101471,2,114,2020
101471,12,312,2020
101480,5,1454,2020
101480,7,363,2020
101480,9,16,2020
101480,10,75,2020
101505,2,209,2020
101505,3,835,2020
101505,12,225,2020
101514,2,205,2020
101514,3,1198,2020
101514,12,983,2020
101541,3,2,2020
101541,5,61,2020
101569,2,162,2020
101569,3,418,2020
101569,12,177,2020
101587,3,29,2020
101587,5,312,2020
101587,7,889,2020
101587,10,163,2020
101602,2,57,2020
101602,3,288,2020
101602,12,170,2020
101648,3,92,2020
101675,5,198,2020
101693,3,5,2020
101693,5,278,2020
101693,7,57,2020
101709,5,451,2020
101709,7,116,2020
101709,10,12,2020
101736,2,156,2020
101736,3,387,2020
101736,11,1,2020
101736,12,271,2020
101879,5,1155,2020
101879,7,429,2020
101879,10,58,2020
101897,2,132,2020
101897,3,571,2020
101897,12,534,2020
101912,5,330,2020
101912,7,3,2020
101912,10,24,2020
101994,2,93,2020
101994,3,36,2020
101994,12,16,2020
102030,2,149,2020
102030,3,342,2020
102030,12,227,2020
102049,5,930,2020
102049,7,313,2020
102049,9,384,2020
102049,10,16,2020
102067,2,137,2020
102067,3,489,2020
102067,12,105,2020
102076,2,28,2020
102076,3,414,2020
102076,12,97,2020
102094,2,15,2020
102094,5,2100,2020
102094,7,1057,2020
102094,9,322,2020
102094,10,136,2020
102094,11,27,2020
102094,12,47,2020
102234,5,285,2020
102234,7,36,2020
102234,10,17,2020
102234,12,1,2020
102270,5,96,2020
102298,5,161,2020
102298,7,4,2020
102313,2,58,2020
102313,3,203,2020
102313,12,96,2020
102368,3,319,2020
102368,5,2260,2020
102368,7,1098,2020
102368,9,16,2020
102368,10,51,2020
102368,12,1,2020
102377,5,405,2020
102377,7,89,2020
102377,9,67,2020
102395,5,19,2020
102395,7,34,2020
102395,9,10,2020
102429,2,204,2020
102429,3,579,2020
102429,11,179,2020
102429,12,167,2020
102553,2,50,2020
102553,3,853,2020
102553,5,1108,2020
102553,7,202,2020
102553,9,8,2020
102553,10,43,2020
102553,12,63,2020
102580,3,2,2020
102580,5,6,2020
102614,2,145,2020
102614,3,257,2020
102614,5,609,2020
102614,7,198,2020
102614,9,49,2020
102614,10,35,2020
102614,12,65,2020
102632,2,33,2020
102632,3,93,2020
102632,5,139,2020
102632,7,115,2020
102632,10,35,2020
102632,12,130,2020
102669,3,7,2020
102669,5,47,2020
102669,7,35,2020
102669,9,2,2020
102669,10,19,2020
102711,2,73,2020
102711,12,31,2020
102845,2,1017,2020
102845,3,225,2020
102845,5,61,2020
103501,2,119,2020
103501,3,39,2020
103501,12,57,2020
103741,2,35,2020
103741,12,1,2020
103893,2,325,2020
103893,3,116,2020
103909,2,205,2020
103909,3,74,2020
103927,2,175,2020
103927,3,8,2020
103945,3,17,2020
103954,2,9,2020
103954,12,12,2020
103963,2,245,2020
103963,12,46,2020
104090,3,60,2020
104090,5,168,2020
104090,7,8,2020
104090,12,152,2020
104151,2,38,2020
104151,5,13867,2020
104151,7,3940,2020
104151,9,908,2020
104151,10,118,2020
104151,12,1163,2020
104160,2,648,2020
104160,3,909,2020
104160,11,56,2020
104160,12,448,2020
104179,5,7027,2020
104179,7,2002,2020
104179,9,948,2020
104179,10,197,2020
104179,12,123,2020
104188,5,13,2020
104346,2,407,2020
104346,3,510,2020
104346,11,47,2020
104346,12,334,2020
104391,2,17,2020
104425,2,269,2020
104425,3,1350,2020
104425,11,100,2020
104425,12,105,2020
104434,2,13,2020
104443,2,14,2020
104443,12,1,2020
104568,2,91,2020
104568,12,106,2020
104577,2,168,2020
104577,3,528,2020
104577,12,576,2020
104586,5,590,2020
104586,7,20,2020
104665,7,7,2020
104708,2,1493,2020
104708,3,1803,2020
104708,11,91,2020
104708,12,566,2020
104717,5,12335,2020
104717,7,12352,2020
104717,9,639,2020
104717,10,363,2020
104717,12,13,2020
105145,2,254,2020
105145,3,630,2020
105145,11,92,2020
105145,12,378,2020
105154,2,1442,2020
105154,3,1918,2020
105154,11,77,2020
105154,12,544,2020
105206,2,212,2020
105206,3,415,2020
105206,12,176,2020
105215,2,620,2020
105297,2,2,2020
105297,3,95,2020
105297,5,44,2020
105297,12,15,2020
105330,2,48,2020
105330,5,6128,2020
105330,7,1275,2020
105330,9,213,2020
105330,10,119,2020
105330,12,480,2020
105349,2,125,2020
105349,3,166,2020
105349,12,291,2020
105367,5,121,2020
105367,7,155,2020
105428,2,739,2020
105428,3,1057,2020
105428,11,16,2020
105428,12,229,2020
105525,2,1827,2020
105525,3,1997,2020
105525,11,54,2020
105525,12,938,2020
105534,2,296,2020
105534,3,466,2020
105534,5,285,2020
105534,12,146,2020
105543,2,238,2020
105543,3,107,2020
105543,12,79,2020
105589,5,122,2020
105589,7,123,2020
105589,9,6,2020
105589,10,18,2020
105659,2,323,2020
105659,3,46,2020
105659,12,262,2020
105668,2,991,2020
105668,3,734,2020
105668,11,450,2020
105668,12,3177,2020
105677,12,16,2020
105747,2,498,2020
105747,3,832,2020
105747,12,88,2020
105792,2,352,2020
105792,3,391,2020
105792,12,70,2020
105899,2,1,2020
105899,3,1,2020
105899,5,143,2020
106041,2,260,2020
106041,3,672,2020
106111,2,22,2020
106111,12,4,2020
106148,2,483,2020
106148,3,662,2020
106148,11,201,2020
106148,12,548,2020
106245,2,2,2020
106245,3,333,2020
106245,5,1218,2020
106245,7,486,2020
106245,9,145,2020
106245,10,114,2020
106245,12,31,2020
106263,3,9,2020
106263,5,246,2020
106263,7,228,2020
106263,9,360,2020
106263,10,32,2020
106306,3,23,2020
106306,5,17,2020
106315,2,9,2020
