UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN
131520,7,R,310,R,81,R,229,Z,0,R,4,R,246,R,18,Z,0,R,9,R,11,R,11,R,11,Z,0,R,110,R,145,R,55,Z,0
131520,9,R,491,R,173,R,318,Z,0,R,35,R,325,R,38,Z,0,R,28,R,24,R,2,R,39,Z,0,R,73,R,374,R,44,Z,0
131520,10,R,22,R,11,R,11,R,1,R,2,R,13,R,1,Z,0,R,1,Z,0,Z,0,R,4,Z,0,R,18,Z,0,R,4,Z,0
131803,2,R,2,R,1,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,1,R,0,R,0
131803,3,R,26,R,5,R,21,R,1,R,0,R,22,R,1,R,0,R,2,R,0,R,0,R,0,R,0,R,2,R,13,R,11,R,0
131803,5,R,54,R,16,R,38,R,1,R,0,R,43,R,7,R,0,R,1,R,0,R,2,R,0,R,0,R,0,R,30,R,24,R,0
131803,7,R,32,R,10,R,22,R,0,R,0,R,26,R,0,R,0,R,3,R,3,R,0,R,0,R,0,R,1,R,10,R,21,R,0
131803,10,R,4,R,2,R,2,R,0,R,0,R,1,R,0,R,0,R,0,R,3,R,0,R,0,R,0,Z,0,R,1,R,3,R,0
131830,2,R,10,R,6,R,4,R,1,R,2,R,4,R,1,R,0,R,0,R,2,R,0,R,0,R,0,R,4,R,5,R,1,R,0
131876,3,R,73,R,7,R,66,Z,0,Z,0,R,55,R,17,Z,0,Z,0,Z,0,R,1,Z,0,R,0,R,34,R,23,R,16,Z,0
131876,5,R,234,R,4,R,230,R,1,R,5,R,118,R,89,Z,0,R,6,R,4,R,10,R,1,Z,0,R,128,R,79,R,27,Z,0
131876,7,R,114,R,12,R,102,Z,0,R,3,R,57,R,14,Z,0,R,29,R,2,R,8,R,1,Z,0,R,2,R,76,R,36,Z,0
131876,10,R,11,R,1,R,10,Z,0,R,1,R,7,R,1,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,7,R,4,Z,0
131876,12,R,37,R,1,R,36,Z,0,R,1,R,23,R,12,Z,0,Z,0,R,1,Z,0,R,0,Z,0,R,27,R,3,R,7,Z,0
131973,7,R,73,R,32,R,41,R,0,R,2,R,28,R,4,R,0,R,30,R,1,R,1,R,7,R,0,R,1,R,28,R,44,R,0
131973,9,R,63,R,42,R,21,R,0,R,13,R,15,R,3,R,0,R,25,R,5,R,0,R,2,R,0,R,0,R,9,R,54,R,0
132374,2,R,504,R,286,R,218,R,0,R,13,R,248,R,133,R,1,R,73,R,15,R,0,R,21,R,160,R,199,R,108,R,37,R,0
132374,11,R,30,R,2,R,28,R,0,R,0,R,14,R,0,R,0,R,0,R,0,R,0,R,16,R,1,R,10,R,9,R,10,R,0
132374,12,R,132,R,57,R,75,R,0,R,1,R,81,R,25,R,0,R,16,R,3,R,0,R,6,R,29,R,63,R,27,R,13,R,0
132408,3,R,5,R,2,R,3,Z,0,R,1,R,1,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,3,R,2,Z,0,Z,0
132408,5,R,42,R,23,R,19,Z,0,R,1,R,4,Z,0,Z,0,R,35,R,2,Z,0,Z,0,Z,0,R,22,R,12,R,8,Z,0
132408,7,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,3,Z,0
132471,5,R,571,R,176,R,395,R,2,R,7,R,199,R,231,R,1,R,75,R,12,R,6,R,38,R,0,R,340,R,154,R,77,R,0
132471,7,R,878,R,205,R,673,R,1,R,54,R,233,R,276,R,1,R,205,R,23,R,27,R,58,R,0,R,107,R,590,R,181,R,0
132471,9,R,414,R,140,R,274,R,2,R,34,R,78,R,105,R,0,R,161,R,18,R,6,R,10,R,0,R,24,R,288,R,102,R,0
132471,10,R,18,R,2,R,16,R,0,R,0,R,7,R,4,R,0,R,6,R,0,R,1,R,0,R,0,R,0,R,14,R,4,R,0
132602,5,R,337,R,123,R,214,R,1,R,1,R,290,R,2,R,1,R,15,Z,0,R,27,Z,0,Z,0,R,300,R,30,R,7,Z,0
132602,7,R,35,R,14,R,21,Z,0,R,2,R,24,R,1,Z,0,R,2,Z,0,R,6,Z,0,Z,0,Z,0,R,35,Z,0,Z,0
132602,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
132657,3,R,8,R,4,R,4,R,0,R,0,R,0,R,3,R,0,R,2,R,0,R,3,R,0,R,0,R,8,R,0,R,0,R,0
132657,5,R,550,R,256,R,294,R,1,R,9,R,59,R,106,R,0,R,241,R,17,R,32,R,85,R,0,R,477,R,66,R,7,R,0
132657,7,R,312,R,138,R,174,R,0,R,7,R,40,R,44,R,0,R,91,R,3,R,66,R,61,R,0,R,105,R,153,R,54,R,0
132657,9,R,19,R,6,R,13,R,0,R,0,R,4,R,3,R,0,R,6,R,0,R,6,R,0,R,0,R,0,R,12,R,7,R,0
132657,10,R,13,R,6,R,7,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,1,R,10,R,0,R,3,R,8,R,2,R,0
132675,2,R,18,R,4,R,14,R,0,R,0,R,4,R,2,R,0,R,12,R,0,R,0,R,0,R,0,R,4,R,13,R,1,R,0
132675,11,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0
132675,12,R,55,R,47,R,8,R,0,R,1,R,31,R,3,R,0,R,20,R,0,R,0,R,0,R,0,R,12,R,20,R,23,R,0
132693,2,R,232,R,106,R,126,R,4,R,7,R,13,R,36,R,1,R,155,R,11,R,3,R,2,R,0,R,109,R,92,R,31,R,0
132693,3,R,2150,R,810,R,1340,R,10,R,65,R,177,R,359,R,3,R,1349,R,114,R,35,R,38,R,294,R,1177,R,524,R,155,R,0
132693,5,R,562,R,236,R,326,R,0,R,21,R,37,R,70,R,2,R,397,R,29,R,2,R,4,R,0,R,173,R,302,R,87,R,0
132693,11,R,77,R,10,R,67,R,0,R,3,R,16,R,14,R,0,R,38,R,4,R,2,R,0,R,34,R,26,R,13,R,4,R,0
132693,12,R,793,R,342,R,451,R,3,R,21,R,81,R,113,R,1,R,521,R,37,R,9,R,7,R,28,R,364,R,305,R,96,R,0
132709,2,R,315,R,161,R,154,R,1,R,5,R,63,R,114,R,0,R,80,R,20,R,18,R,14,R,0,R,156,R,136,R,23,R,0
132709,3,R,4928,R,1855,R,3073,R,6,R,196,R,1261,R,1791,R,12,R,681,R,348,R,167,R,466,R,52,R,3164,R,1385,R,327,R,0
132709,5,R,599,R,226,R,373,R,0,R,14,R,213,R,182,R,1,R,123,R,24,R,19,R,23,R,0,R,116,R,351,R,132,R,0
132709,11,R,58,R,31,R,27,R,0,R,1,R,17,R,19,R,0,R,15,R,3,R,3,R,0,R,0,R,20,R,29,R,9,R,0
132709,12,R,2921,R,1666,R,1255,R,5,R,66,R,848,R,1121,R,10,R,470,R,161,R,77,R,163,R,6,R,1533,R,1076,R,306,R,0
132842,5,R,33,R,9,R,24,Z,0,Z,0,Z,0,R,30,Z,0,R,2,Z,0,R,1,R,0,Z,0,R,4,R,24,R,5,Z,0
132842,7,R,171,R,21,R,150,Z,0,R,2,R,9,R,139,Z,0,R,18,Z,0,R,2,R,1,Z,0,R,13,R,128,R,30,Z,0
132842,9,R,31,R,6,R,25,Z,0,Z,0,R,2,R,24,Z,0,R,4,R,1,Z,0,Z,0,R,0,R,0,R,23,R,8,Z,0
132851,2,R,97,R,56,R,41,R,1,R,3,R,5,R,19,R,0,R,67,R,0,R,2,R,0,R,2,R,51,R,35,R,9,R,0
132851,3,R,877,R,317,R,560,R,4,R,26,R,91,R,155,R,2,R,525,R,36,R,16,R,22,R,60,R,566,R,185,R,66,R,0
132851,5,R,206,R,64,R,142,R,0,R,3,R,27,R,36,R,0,R,127,R,8,R,5,R,0,R,0,R,72,R,99,R,35,R,0
132851,11,R,1,R,1,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0
132851,12,R,637,R,309,R,328,R,1,R,9,R,74,R,115,R,3,R,398,R,23,R,9,R,5,R,7,R,335,R,217,R,78,R,0
132879,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0
132879,5,R,27,R,16,R,11,Z,0,R,1,R,6,R,5,Z,0,R,11,Z,0,Z,0,R,4,Z,0,R,20,R,7,Z,0,Z,0
132903,3,R,778,R,327,R,451,R,1,R,59,R,73,R,234,R,0,R,361,R,32,R,7,R,11,R,1,R,748,R,27,R,2,R,0
132903,5,R,14598,R,6109,R,8489,R,18,R,957,R,1453,R,4258,R,18,R,6794,R,547,R,111,R,442,R,1,R,10997,R,3231,R,369,R,0
132903,7,R,2813,R,1117,R,1696,R,2,R,167,R,283,R,578,R,5,R,1420,R,105,R,29,R,224,R,1,R,657,R,1773,R,382,R,0
132903,9,R,553,R,264,R,289,R,0,R,54,R,25,R,61,R,0,R,260,R,16,R,27,R,110,R,0,R,15,R,448,R,90,R,0
132903,10,R,353,R,88,R,265,R,2,R,15,R,34,R,74,R,2,R,206,R,8,R,5,R,7,R,0,R,67,R,194,R,92,R,0
132976,2,R,228,R,114,R,114,R,2,R,4,R,27,R,29,R,1,R,154,R,9,R,0,R,2,R,23,R,138,R,52,R,15,R,0
132976,12,R,111,R,71,R,40,R,0,R,2,R,13,R,16,R,2,R,73,R,5,R,0,R,0,R,24,R,72,R,12,R,3,R,0
133021,2,R,57,R,44,R,13,R,0,R,0,R,7,R,3,R,1,R,46,R,0,R,0,R,0,R,0,R,43,R,10,R,4,R,0
133021,3,R,257,R,75,R,182,R,2,R,5,R,31,R,15,R,1,R,175,R,11,R,13,R,4,R,7,R,202,R,37,R,11,R,0
133021,5,R,55,R,14,R,41,R,0,R,0,R,4,R,4,R,0,R,47,R,0,R,0,R,0,R,0,R,28,R,22,R,5,R,0
133021,11,R,24,R,1,R,23,R,0,R,0,R,11,R,1,R,0,R,11,R,0,R,1,R,0,R,16,R,6,R,1,R,1,R,0
133021,12,R,119,R,71,R,48,R,0,R,0,R,28,R,8,R,1,R,59,R,4,R,19,R,0,R,0,R,60,R,42,R,17,R,0
133155,2,R,371,R,179,R,192,R,2,R,4,R,75,R,181,R,0,R,90,R,6,R,0,R,13,R,94,R,225,R,46,R,6,R,0
133155,11,R,55,R,3,R,52,R,1,R,1,R,9,R,26,R,0,R,16,R,0,R,0,R,2,R,0,R,26,R,23,R,6,R,0
133155,12,R,16,R,2,R,14,R,0,R,0,R,2,R,7,R,0,R,6,R,1,R,0,R,0,R,6,R,9,R,1,R,0,R,0
133386,2,R,369,R,192,R,177,R,0,R,4,R,46,R,82,R,1,R,217,R,10,R,7,R,2,R,6,R,192,R,127,R,44,R,0
133386,3,R,1899,R,627,R,1272,R,1,R,65,R,185,R,389,R,1,R,1147,R,81,R,25,R,5,R,150,R,1123,R,491,R,135,R,0
133386,5,R,403,R,142,R,261,R,3,R,7,R,34,R,76,R,0,R,263,R,13,R,6,R,1,R,2,R,112,R,215,R,74,R,0
133386,11,R,63,R,9,R,54,R,0,R,4,R,9,R,12,R,0,R,35,R,1,R,2,R,0,R,0,R,27,R,21,R,15,R,0
133386,12,R,340,R,241,R,99,R,0,R,6,R,33,R,54,R,1,R,226,R,13,R,4,R,3,R,3,R,186,R,117,R,34,R,0
133465,3,R,17,R,7,R,10,Z,0,Z,0,R,7,R,3,Z,0,R,6,Z,0,R,1,Z,0,R,0,R,0,R,16,R,1,Z,0
133465,5,R,77,R,13,R,64,Z,0,Z,0,R,35,R,19,R,2,R,19,Z,0,R,2,Z,0,R,0,R,9,R,54,R,14,Z,0
133465,7,R,83,R,16,R,67,R,1,R,4,R,29,R,13,Z,0,R,31,R,2,R,1,R,2,Z,0,R,2,R,63,R,18,Z,0
133492,5,R,413,R,136,R,277,Z,0,R,9,R,9,R,34,Z,0,R,320,R,22,R,0,R,19,R,0,R,400,R,11,R,2,R,0
133508,2,R,29,R,13,R,16,R,0,R,0,R,3,R,4,R,0,R,20,R,0,R,2,R,0,R,0,R,9,R,18,R,2,R,0
133508,3,R,2026,R,664,R,1362,R,4,R,52,R,214,R,708,R,7,R,814,R,50,R,124,R,53,R,269,R,1212,R,440,R,105,R,0
133508,5,R,297,R,60,R,237,R,1,R,4,R,32,R,83,R,0,R,159,R,7,R,3,R,8,R,0,R,91,R,176,R,30,R,0
133508,12,R,149,R,108,R,41,R,0,R,1,R,9,R,42,R,0,R,75,R,6,R,11,R,5,R,0,R,88,R,52,R,9,R,0
133526,5,R,110,R,30,R,80,R,0,R,2,R,92,R,2,Z,0,R,8,R,1,R,5,R,0,R,0,R,68,R,22,R,16,R,4
133526,7,R,23,R,8,R,15,Z,0,Z,0,R,15,Z,0,Z,0,Z,0,R,1,R,7,Z,0,R,0,R,3,R,11,R,4,R,5
133553,3,R,24,R,22,R,2,R,0,R,1,R,2,R,3,R,0,R,11,R,1,R,0,R,6,R,0,R,17,R,7,R,0,R,0
133553,5,R,1386,R,1054,R,332,R,3,R,78,R,63,R,172,R,4,R,806,R,68,R,24,R,168,R,1,R,1172,R,206,R,7,R,0
133553,7,R,217,R,150,R,67,R,0,R,11,R,5,R,19,R,1,R,95,R,6,R,1,R,79,R,0,R,102,R,109,R,6,R,0
133553,9,R,29,R,20,R,9,R,0,R,1,R,0,R,1,R,0,R,15,R,1,R,0,R,11,R,0,R,1,R,20,R,8,R,0
133650,3,R,16,R,6,R,10,R,0,R,0,R,14,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,15,R,1,R,0,R,0
133650,5,R,1461,R,454,R,1007,R,2,R,5,R,1313,R,58,R,0,R,47,R,35,R,0,R,1,R,0,R,1139,R,288,R,34,R,0
133650,7,R,235,R,84,R,151,R,0,R,4,R,188,R,13,R,0,R,16,R,10,R,0,R,4,R,0,R,55,R,153,R,27,R,0
133650,9,R,266,R,82,R,184,R,0,R,10,R,177,R,28,R,0,R,42,R,8,R,0,R,1,R,0,R,29,R,213,R,24,R,0
133669,3,R,415,R,127,R,288,R,0,R,24,R,117,R,117,R,0,R,135,R,15,R,3,R,4,R,2,R,404,R,9,R,0,R,0
133669,5,R,5608,R,2192,R,3416,R,12,R,205,R,1185,R,1608,R,5,R,2182,R,203,R,35,R,173,R,4,R,3971,R,1405,R,228,R,0
133669,7,R,1619,R,612,R,1007,R,0,R,81,R,299,R,394,R,0,R,685,R,55,R,1,R,104,R,0,R,394,R,942,R,283,R,0
133669,9,R,232,R,90,R,142,R,1,R,19,R,32,R,25,R,0,R,108,R,4,R,3,R,40,R,0,R,9,R,179,R,44,R,0
133669,10,R,163,R,60,R,103,R,0,R,5,R,44,R,41,R,0,R,58,R,6,R,0,R,9,R,0,R,21,R,92,R,50,R,0
133669,12,R,394,R,194,R,200,R,0,R,25,R,54,R,122,R,1,R,157,R,14,R,5,R,16,R,0,R,303,R,78,R,13,R,0
133702,2,R,334,R,103,R,231,R,1,R,12,R,111,R,26,R,3,R,131,R,35,R,3,R,12,R,1,R,147,R,140,R,46,R,0
133702,3,R,2631,R,889,R,1742,R,7,R,115,R,540,R,341,R,10,R,1247,R,254,R,28,R,89,R,4,R,1442,R,962,R,223,R,0
133702,5,R,755,R,222,R,533,R,0,R,23,R,192,R,80,R,4,R,378,R,54,R,10,R,14,R,0,R,146,R,444,R,165,R,0
133702,11,R,633,R,167,R,466,R,2,R,5,R,340,R,32,R,1,R,175,R,44,R,10,R,24,R,0,R,130,R,307,R,196,R,0
133702,12,R,1210,R,707,R,503,R,4,R,35,R,280,R,129,R,8,R,591,R,115,R,13,R,35,R,1,R,462,R,541,R,206,R,0
133711,5,R,543,R,160,R,383,R,0,R,6,R,23,R,59,R,1,R,398,R,18,R,25,R,13,R,0,R,468,R,55,R,20,R,0
133711,7,R,7,R,0,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,1,Z,0,Z,0,R,2,R,4,R,1,Z,0
133809,3,R,109,R,51,R,58,R,1,R,2,R,1,R,9,R,0,R,94,R,1,R,0,R,1,R,0,R,109,R,0,R,0,R,0
133809,5,R,93,R,35,R,58,R,0,R,4,R,1,R,6,R,0,R,75,R,0,R,3,R,4,R,0,R,84,R,8,R,1,R,0
133845,2,R,32,R,1,R,31,R,0,R,0,R,19,R,0,R,0,R,6,R,1,R,6,R,0,Z,0,R,1,R,21,R,10,Z,0
133845,3,R,121,R,19,R,102,R,1,R,4,R,31,R,6,R,0,R,36,R,1,R,42,R,0,Z,0,R,25,R,72,R,24,Z,0
133845,12,R,156,R,7,R,149,R,1,R,0,R,55,R,13,R,0,R,15,R,1,R,71,R,0,Z,0,R,75,R,65,R,15,R,1
133854,3,R,83,R,26,R,57,R,1,R,0,R,23,R,19,R,0,R,5,R,0,R,35,R,0,Z,0,R,19,R,49,R,15,Z,0
133854,11,R,15,R,1,R,14,R,0,R,0,R,4,R,4,R,0,R,0,R,0,R,7,R,0,Z,0,R,8,R,6,R,1,Z,0
133854,12,R,111,R,8,R,103,R,1,R,3,R,53,R,8,R,0,R,1,R,1,R,44,R,0,Z,0,R,52,R,43,R,16,Z,0
133863,3,R,76,R,14,R,62,R,0,R,1,R,11,R,20,R,0,R,24,R,1,R,19,R,0,Z,0,R,22,R,43,R,11,Z,0
133863,12,R,167,R,19,R,148,R,0,R,0,R,29,R,70,R,0,R,22,R,0,R,46,R,0,Z,0,R,119,R,44,R,4,Z,0
133872,3,R,68,R,10,R,58,Z,0,R,3,R,9,R,21,R,1,R,29,R,5,Z,0,Z,0,Z,0,R,34,R,26,R,8,Z,0
133872,5,R,227,R,28,R,199,Z,0,R,14,R,36,R,57,R,2,R,87,R,9,R,8,R,14,Z,0,R,84,R,105,R,38,Z,0
133872,7,R,124,R,27,R,97,Z,0,R,11,R,16,R,25,Z,0,R,52,R,3,R,16,R,1,Z,0,R,10,R,87,R,27,Z,0
133872,9,R,48,R,20,R,28,Z,0,R,4,R,11,R,10,Z,0,R,22,Z,0,R,1,Z,0,Z,0,R,2,R,46,Z,0,Z,0
133872,10,R,3,R,1,R,2,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,2,Z,0
133872,12,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,2,Z,0,R,6,R,1,R,2,Z,0,Z,0,Z,0,R,8,R,3,Z,0
133881,2,R,7,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7,R,0,R,4,R,3,R,0,R,0
133881,3,R,36,R,32,R,4,R,0,R,1,R,1,R,5,R,0,R,6,R,2,R,0,R,21,R,0,R,27,R,9,R,0,R,0
133881,5,R,570,R,382,R,188,R,0,R,10,R,37,R,63,R,0,R,301,R,21,R,14,R,124,R,0,R,463,R,99,R,8,R,0
133881,7,R,1355,R,512,R,843,R,3,R,55,R,88,R,235,R,1,R,600,R,47,R,110,R,216,R,0,R,124,R,1065,R,166,R,0
133881,9,R,78,R,43,R,35,R,0,R,1,R,4,R,13,R,0,R,31,R,1,R,0,R,28,R,0,R,0,R,60,R,18,R,0
133881,10,R,446,R,63,R,383,R,1,R,10,R,26,R,62,R,0,R,219,R,10,R,43,R,75,R,0,R,13,R,325,R,108,R,0
133951,3,R,189,R,77,R,112,R,0,R,8,R,24,R,134,R,0,R,16,R,2,R,1,R,4,R,0,R,148,R,39,R,2,R,0
133951,5,R,11423,R,4562,R,6861,R,11,R,294,R,1340,R,7518,R,4,R,998,R,214,R,48,R,996,R,0,R,7415,R,3584,R,424,R,0
133951,7,R,3837,R,1464,R,2373,R,2,R,134,R,500,R,2015,R,2,R,519,R,69,R,21,R,575,R,0,R,743,R,2651,R,443,R,0
133951,9,R,694,R,308,R,386,R,0,R,40,R,61,R,263,R,1,R,175,R,24,R,10,R,120,R,0,R,15,R,579,R,100,R,0
133951,10,R,200,R,35,R,165,R,0,R,7,R,42,R,117,R,0,R,28,R,5,R,0,R,1,R,0,R,31,R,118,R,51,R,0
133960,2,R,4,R,3,R,1,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,0,R,0,R,0,R,3,R,1,R,0,R,0
133960,3,R,77,R,15,R,62,R,0,R,0,R,10,R,16,R,0,R,44,R,4,R,0,R,3,R,0,R,36,R,32,R,9,R,0
133960,5,R,4,R,1,R,3,R,0,R,0,R,0,R,3,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,3,R,0,R,0
133960,12,R,74,R,45,R,29,R,0,R,0,R,17,R,27,R,1,R,27,R,0,R,2,R,0,R,0,R,36,R,29,R,9,R,0
133979,5,R,134,R,51,R,83,R,0,R,0,R,77,R,8,R,0,R,1,R,0,R,0,R,48,R,0,R,96,R,32,R,6,R,0
133979,7,R,12,R,7,R,5,R,0,R,0,R,7,R,0,R,0,R,1,R,0,R,2,R,2,R,0,R,1,R,7,R,4,R,0
133997,2,R,172,R,57,R,115,R,0,R,0,R,21,R,76,R,0,R,5,R,2,R,68,R,0,R,0,R,70,R,72,R,30,R,0
133997,3,R,12,R,6,R,6,R,0,R,0,R,2,R,5,R,0,R,1,R,0,R,4,R,0,R,0,R,2,R,9,R,1,R,0
134024,12,R,27,R,6,R,21,R,0,R,1,R,6,R,0,R,0,R,20,R,0,R,0,R,0,R,0,R,8,R,14,R,5,R,0
134079,5,R,599,R,224,R,375,R,6,R,12,R,32,R,96,R,1,R,425,R,8,R,4,R,15,R,0,R,548,R,38,R,13,R,0
134079,7,R,167,R,49,R,118,R,1,R,5,R,16,R,23,R,0,R,110,R,2,R,4,R,6,R,0,R,61,R,64,R,42,R,0
134079,9,R,51,R,19,R,32,R,1,R,1,R,6,R,6,Z,0,R,36,Z,0,Z,0,R,1,Z,0,R,8,R,25,R,18,Z,0
134079,10,R,4,R,0,R,4,Z,0,Z,0,R,1,R,1,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0
134097,3,R,184,R,70,R,114,R,1,R,4,R,24,R,55,R,0,R,92,R,5,R,2,R,1,R,0,R,181,R,3,R,0,R,0
134097,5,R,8860,R,3624,R,5236,R,14,R,235,R,686,R,2015,R,10,R,5255,R,390,R,62,R,193,R,0,R,8167,R,629,R,64,R,0
134097,7,R,3511,R,1279,R,2232,R,8,R,99,R,465,R,542,R,5,R,1967,R,114,R,39,R,272,R,0,R,980,R,2013,R,518,R,0
134097,9,R,814,R,376,R,438,R,1,R,42,R,64,R,98,R,0,R,433,R,33,R,12,R,131,R,0,R,12,R,706,R,96,R,0
134097,10,R,73,R,12,R,61,R,0,R,3,R,21,R,9,R,0,R,35,R,4,R,0,R,1,R,0,R,8,R,47,R,18,R,0
134130,3,R,113,R,39,R,74,R,0,R,12,R,11,R,28,R,0,R,53,R,5,R,1,R,3,R,0,R,110,R,3,R,0,R,0
134130,5,R,9278,R,3762,R,5516,R,6,R,878,R,429,R,2308,R,4,R,4814,R,389,R,184,R,266,R,0,R,8790,R,462,R,26,R,0
134130,7,R,5700,R,2617,R,3083,R,5,R,284,R,348,R,859,R,1,R,2798,R,169,R,156,R,1080,R,0,R,1684,R,3552,R,464,R,0
134130,9,R,1873,R,815,R,1058,R,5,R,131,R,95,R,286,R,1,R,908,R,56,R,58,R,333,R,0,R,48,R,1657,R,168,R,0
134130,10,R,963,R,326,R,637,R,1,R,49,R,75,R,136,R,1,R,513,R,26,R,50,R,112,R,0,R,141,R,626,R,196,R,0
134130,11,R,299,R,119,R,180,R,0,R,21,R,15,R,77,R,1,R,153,R,20,R,4,R,8,R,0,R,268,R,26,R,5,R,0
134130,12,R,181,R,71,R,110,R,1,R,14,R,6,R,43,R,0,R,101,R,6,R,9,R,1,R,0,R,114,R,44,R,23,R,0
134228,2,R,14,R,5,R,9,Z,0,Z,0,R,8,R,2,Z,0,R,4,Z,0,Z,0,Z,0,R,1,R,5,R,6,R,2,Z,0
134237,3,R,612,R,429,R,183,R,2,R,11,R,149,R,105,R,1,R,268,R,33,R,43,R,0,R,0,R,160,R,392,R,60,R,0
134237,5,R,4320,R,3043,R,1277,R,25,R,110,R,801,R,896,R,9,R,1828,R,267,R,382,R,2,R,1,R,1731,R,2213,R,375,R,0
134237,7,R,808,R,431,R,377,R,3,R,43,R,255,R,138,R,1,R,247,R,44,R,74,R,3,R,1,R,110,R,535,R,162,R,0
134237,10,R,33,R,12,R,21,R,0,R,1,R,14,R,3,R,1,R,8,R,2,R,4,R,0,R,0,R,0,R,19,R,14,R,0
134237,11,R,111,R,52,R,59,R,3,R,10,R,21,R,0,R,2,R,58,R,0,R,17,R,0,R,0,R,48,R,62,R,1,R,0
134237,12,R,1598,R,1042,R,556,R,15,R,22,R,469,R,277,R,1,R,559,R,83,R,172,R,0,R,1,R,422,R,969,R,206,R,0
134291,2,R,135,R,115,R,20,R,0,R,3,R,27,R,9,R,1,R,87,R,8,R,0,R,0,R,4,R,77,R,43,R,11,R,0
134291,12,R,240,R,166,R,74,R,2,R,4,R,47,R,24,R,1,R,146,R,16,R,0,R,0,R,0,R,107,R,99,R,34,R,0
134307,2,R,223,R,214,R,9,R,1,R,0,R,21,R,169,R,1,R,24,R,1,R,0,R,6,R,0,R,132,R,84,R,7,R,0
134343,2,R,82,R,16,R,66,R,0,R,4,R,15,R,8,R,0,R,51,R,1,R,3,R,0,R,0,R,32,R,34,R,16,R,0
134343,3,R,617,R,202,R,415,R,7,R,27,R,48,R,43,R,0,R,448,R,30,R,10,R,4,R,15,R,378,R,174,R,50,R,0
134343,5,R,69,R,27,R,42,R,1,R,3,R,4,R,4,R,0,R,54,R,2,R,1,R,0,R,0,R,34,R,21,R,14,R,0
134343,11,R,2,R,0,R,2,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0
134343,12,R,166,R,95,R,71,R,1,R,3,R,9,R,13,R,0,R,124,R,8,R,8,R,0,R,0,R,80,R,64,R,22,R,0
134422,2,R,2,Z,0,R,2,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
134422,3,R,2,R,0,R,2,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
134495,2,R,311,R,235,R,76,R,1,R,14,R,33,R,97,R,0,R,148,R,7,R,10,R,1,R,0,R,127,R,161,R,23,R,0
134495,3,R,3445,R,1271,R,2174,R,5,R,156,R,492,R,1209,R,3,R,1272,R,155,R,91,R,62,R,198,R,2168,R,862,R,217,R,0
134495,11,R,164,R,48,R,116,R,1,R,2,R,58,R,18,R,0,R,77,R,3,R,5,R,0,R,0,R,15,R,72,R,77,R,0
134495,12,R,2329,R,836,R,1493,R,4,R,104,R,369,R,792,R,9,R,862,R,92,R,50,R,47,R,28,R,1371,R,734,R,196,R,0
134510,3,R,5,R,3,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,R,1,R,4
