UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN
100858,5,R,5552,R,2756,R,2796,R,16,R,135,R,203,R,173,R,3,R,4600,R,137,R,13,R,272,Z,0,R,5131,R,383,R,38,Z,0
100858,7,R,1416,R,679,R,737,R,3,R,31,R,83,R,63,R,1,R,1012,R,32,R,5,R,186,Z,0,R,418,R,826,R,172,Z,0
100858,9,R,590,R,232,R,358,R,3,R,28,R,38,R,17,R,1,R,351,R,8,R,3,R,141,Z,0,R,25,R,506,R,59,Z,0
100858,10,R,406,R,205,R,201,R,0,R,9,R,56,R,23,R,0,R,282,R,9,R,5,R,22,Z,0,R,45,R,241,R,120,Z,0
100858,12,R,9,R,3,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,1,Z,0,Z,0,Z,0,R,9,Z,0,Z,0,Z,0
100937,5,R,273,R,131,R,142,R,1,R,6,R,35,R,9,Z,0,R,217,R,1,Z,0,R,4,R,0,R,260,R,12,R,1,R,0
101028,2,R,75,R,26,R,49,Z,0,R,1,R,31,R,1,Z,0,R,34,R,6,R,2,Z,0,Z,0,R,27,R,35,R,13,Z,0
101028,3,R,216,R,84,R,132,Z,0,R,3,R,76,R,6,Z,0,R,95,R,24,R,12,Z,0,Z,0,R,113,R,69,R,34,Z,0
101028,12,R,246,R,97,R,149,Z,0,R,1,R,87,R,7,R,1,R,113,R,24,R,13,Z,0,R,2,R,130,R,75,R,39,Z,0
101116,3,R,32,R,6,R,26,Z,0,R,1,R,12,Z,0,Z,0,R,18,Z,0,R,1,Z,0,Z,0,R,10,R,18,R,4,Z,0
101116,5,R,42,R,8,R,34,Z,0,Z,0,R,31,R,1,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,R,2,R,30,R,10,Z,0
101116,7,R,22,R,2,R,20,Z,0,Z,0,R,13,R,1,Z,0,R,5,Z,0,R,3,Z,0,Z,0,R,1,R,15,R,6,Z,0
101143,2,R,115,R,89,R,26,R,0,R,2,R,24,R,4,R,0,R,77,R,3,R,3,R,2,R,0,R,71,R,40,R,4,R,0
101143,3,R,195,R,80,R,115,R,1,R,3,R,31,R,11,R,0,R,116,R,9,R,22,R,2,R,4,R,126,R,48,R,17,R,0
101143,12,R,36,R,21,R,15,R,0,R,2,R,11,R,0,R,0,R,20,R,1,R,2,R,0,R,6,R,8,R,16,R,6,R,0
101161,2,R,251,R,43,R,208,R,3,R,3,R,53,R,6,R,1,R,170,R,10,R,5,R,0,R,0,R,125,R,111,R,15,R,0
101161,3,R,869,R,270,R,599,R,12,R,9,R,169,R,26,R,1,R,607,R,30,R,15,R,0,R,0,R,573,R,240,R,56,R,0
101161,12,R,401,R,296,R,105,R,3,R,3,R,83,R,14,R,1,R,272,R,17,R,7,R,1,R,22,R,275,R,73,R,31,R,0
101189,3,R,10,R,4,R,6,Z,0,Z,0,R,3,R,1,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,R,1,R,4,R,5,Z,0
101189,5,R,436,R,161,R,275,R,1,R,3,R,173,R,13,R,1,R,218,R,9,R,7,R,11,Z,0,R,128,R,172,R,136,Z,0
101189,7,R,319,R,95,R,224,R,2,R,9,R,141,R,10,Z,0,R,145,R,6,R,5,R,1,Z,0,R,31,R,179,R,109,Z,0
101189,9,R,37,R,16,R,21,R,1,Z,0,R,4,R,1,Z,0,R,31,Z,0,Z,0,Z,0,Z,0,R,2,R,28,R,7,Z,0
101240,2,R,345,R,211,R,134,R,2,R,2,R,46,R,26,R,0,R,249,R,11,R,2,R,7,R,0,R,186,R,109,R,50,R,0
101240,3,R,714,R,258,R,456,R,1,R,3,R,112,R,38,R,2,R,508,R,28,R,4,R,18,R,0,R,393,R,243,R,78,R,0
101240,12,R,522,R,307,R,215,R,3,R,3,R,99,R,30,R,0,R,364,R,12,R,4,R,7,R,2,R,270,R,173,R,77,R,0
101277,2,R,40,R,1,R,39,R,0,R,0,R,1,R,9,R,0,R,28,R,0,R,2,R,0,R,0,R,25,R,14,R,1,R,0
101286,2,R,142,R,21,R,121,R,1,R,1,R,45,R,10,Z,0,R,77,R,6,R,2,Z,0,Z,0,R,54,R,70,R,18,Z,0
101286,3,R,425,R,104,R,321,R,1,R,5,R,126,R,22,R,1,R,252,R,15,R,2,R,1,Z,0,R,210,R,171,R,44,Z,0
101286,12,R,366,R,171,R,195,R,1,R,2,R,105,R,22,R,1,R,211,R,15,R,8,R,1,R,4,R,230,R,97,R,35,R,0
101295,2,R,359,R,93,R,266,R,4,R,0,R,47,R,36,R,0,R,262,R,5,R,2,R,3,R,0,R,189,R,144,R,26,R,0
101295,3,R,907,R,281,R,626,R,4,R,4,R,53,R,79,R,1,R,727,R,27,R,4,R,8,R,0,R,604,R,243,R,60,R,0
101295,12,R,925,R,488,R,437,R,6,R,3,R,46,R,84,R,2,R,743,R,34,R,3,R,4,R,15,R,686,R,173,R,51,R,0
101301,2,R,122,R,57,R,65,Z,0,R,1,R,95,R,2,Z,0,R,22,R,2,Z,0,Z,0,R,9,R,77,R,33,R,3,R,0
101301,3,R,200,R,44,R,156,Z,0,R,6,R,151,R,2,Z,0,R,35,R,6,Z,0,Z,0,R,5,R,114,R,66,R,15,R,0
101301,12,R,7,R,4,R,3,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,2,R,4,R,1,R,0
101365,2,R,111,R,47,R,64,Z,0,Z,0,R,53,R,3,Z,0,R,49,R,4,R,2,Z,0,Z,0,R,19,R,77,R,15,Z,0
101365,3,R,84,R,18,R,66,Z,0,Z,0,R,62,R,1,Z,0,R,15,R,1,R,5,Z,0,Z,0,R,8,R,47,R,29,Z,0
101365,5,R,11,R,3,R,8,Z,0,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,5,Z,0
101365,7,R,5,R,0,R,5,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,Z,0
101365,10,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0
101365,12,R,38,R,29,R,9,Z,0,Z,0,R,6,Z,0,Z,0,R,31,Z,0,R,1,Z,0,Z,0,R,30,R,7,R,1,Z,0
101435,5,R,173,R,86,R,87,R,0,R,1,R,27,R,9,R,0,R,124,R,7,R,5,R,0,R,0,R,157,R,9,R,7,R,0
101435,7,R,5,R,1,R,4,Z,0,Z,0,R,2,Z,0,Z,0,R,2,Z,0,R,1,Z,0,Z,0,R,2,R,3,Z,0,Z,0
101453,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
101453,5,R,10,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,1,Z,0,Z,0,Z,0,R,3,R,5,R,2,Z,0
101453,7,R,14,R,13,R,1,Z,0,R,1,R,1,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,5,Z,0
101462,2,R,30,R,6,R,24,Z,0,R,1,R,17,Z,0,Z,0,R,10,R,2,Z,0,Z,0,R,0,R,6,R,17,R,7,Z,0
101462,3,R,86,R,32,R,54,R,1,R,1,R,50,R,5,R,0,R,24,R,3,R,1,R,1,R,2,R,23,R,43,R,18,R,0
101462,12,R,52,R,20,R,32,R,0,R,2,R,33,R,3,R,0,R,13,R,0,R,1,R,0,R,4,R,16,R,23,R,9,R,0
101471,2,R,50,R,30,R,20,R,0,R,0,R,20,R,2,R,0,R,28,R,0,R,0,R,0,R,0,R,2,R,24,R,24,R,0
101471,12,R,670,R,564,R,106,R,2,R,2,R,345,R,16,R,3,R,299,R,1,R,0,R,2,R,0,R,30,R,303,R,337,Z,0
101480,5,R,1409,R,530,R,879,R,8,R,11,R,259,R,72,R,2,R,988,R,44,R,6,R,19,R,0,R,1013,R,324,R,72,R,0
101480,7,R,515,R,172,R,343,R,4,R,3,R,92,R,14,R,0,R,362,R,7,R,4,R,29,R,0,R,90,R,304,R,121,R,0
101480,9,R,38,R,8,R,30,R,0,R,1,R,12,R,0,R,0,R,22,R,1,R,2,R,0,R,0,R,0,R,14,R,24,R,0
101480,10,R,48,R,24,R,24,R,0,R,0,R,10,R,1,R,0,R,36,R,0,R,1,R,0,R,0,R,1,R,26,R,21,R,0
101505,2,R,203,R,98,R,105,R,1,R,6,R,57,R,8,R,0,R,121,R,3,R,5,R,2,R,0,R,68,R,93,R,42,R,0
101505,3,R,1031,R,363,R,668,R,4,R,28,R,198,R,54,R,1,R,683,R,20,R,21,R,22,R,1,R,505,R,411,R,114,R,0
101505,12,R,239,R,113,R,126,R,2,R,6,R,78,R,9,R,0,R,134,R,3,R,5,R,2,R,0,R,81,R,105,R,53,R,0
101514,2,R,184,R,17,R,167,R,2,R,7,R,30,R,15,Z,0,R,122,R,6,Z,0,R,2,Z,0,R,84,R,91,R,9,Z,0
101514,3,R,1451,R,594,R,857,R,21,R,60,R,190,R,96,R,3,R,973,R,56,R,37,R,15,R,1,R,722,R,579,R,147,R,2
101514,12,R,1435,R,786,R,649,R,22,R,42,R,166,R,112,R,1,R,976,R,61,R,43,R,12,R,13,R,857,R,428,R,137,R,0
101569,2,R,146,R,83,R,63,R,1,R,0,R,99,R,13,R,0,R,32,R,1,R,0,R,0,R,0,R,93,R,41,R,12,R,0
101569,3,R,320,R,113,R,207,R,1,R,0,R,243,R,18,R,0,R,52,R,4,R,0,R,2,R,0,R,192,R,87,R,41,R,0
101569,12,R,141,R,97,R,44,R,1,R,0,R,99,R,12,R,0,R,26,R,3,R,0,R,0,R,0,R,84,R,35,R,22,R,0
101587,3,R,41,R,3,R,38,R,1,R,0,R,22,R,0,R,0,R,17,R,0,R,1,R,0,R,0,R,24,R,10,R,7,Z,0
101587,5,R,357,R,99,R,258,R,1,R,0,R,109,R,7,R,0,R,199,R,11,R,20,R,10,R,0,R,200,R,116,R,41,R,0
101587,7,R,1082,R,234,R,848,R,6,R,2,R,229,R,16,R,0,R,664,R,14,R,143,R,8,R,0,R,121,R,704,R,257,R,0
101587,9,R,9,R,3,R,6,R,0,R,1,R,3,R,0,R,0,R,4,R,1,R,0,R,0,R,0,R,0,R,2,R,7,R,0
101587,10,R,157,R,10,R,147,R,0,R,0,R,50,R,5,R,0,R,81,R,3,R,18,R,0,R,0,R,0,R,88,R,69,R,0
101602,2,R,72,R,18,R,54,R,0,R,0,R,12,R,0,R,0,R,58,R,2,R,0,R,0,R,0,R,45,R,24,R,3,R,0
101602,3,R,246,R,81,R,165,R,1,R,3,R,51,R,3,R,0,R,174,R,14,R,0,R,0,R,0,R,160,R,61,R,25,R,0
101602,12,R,215,R,153,R,62,R,0,R,1,R,34,R,1,R,0,R,163,R,16,R,0,R,0,R,19,R,147,R,26,R,14,R,9
101648,3,R,81,R,63,R,18,R,0,R,0,R,15,R,5,R,0,R,55,R,4,R,2,R,0,R,0,R,80,R,1,R,0,R,0
101675,5,R,145,R,66,R,79,Z,0,Z,0,R,136,R,1,Z,0,R,7,R,1,Z,0,Z,0,Z,0,R,101,R,32,R,12,Z,0
101693,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
101693,5,R,255,R,76,R,179,R,8,R,1,R,27,R,1,R,2,R,180,R,1,R,33,R,2,R,0,R,202,R,36,R,17,R,0
101693,7,R,87,R,31,R,56,R,0,R,1,R,11,R,0,R,0,R,28,R,0,R,42,R,5,R,0,R,29,R,47,R,11,R,0
101693,9,R,6,R,1,R,5,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,2,R,0,R,0,R,0,R,3,R,3,R,0
101709,5,R,440,R,154,R,286,R,1,R,4,R,79,R,24,R,1,R,295,R,18,R,5,R,13,R,1,R,391,R,35,R,6,R,7
101709,7,R,147,R,46,R,101,R,1,R,2,R,22,R,4,R,0,R,105,R,4,R,4,R,5,R,0,R,55,R,67,R,23,R,2
101709,10,R,18,R,4,R,14,Z,0,Z,0,R,2,Z,0,Z,0,R,16,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,9,Z,0
101736,2,R,182,R,61,R,121,R,2,R,1,R,16,R,11,R,0,R,142,R,4,R,4,R,2,R,0,R,119,R,54,R,9,R,0
101736,3,R,346,R,104,R,242,R,4,R,4,R,29,R,25,R,0,R,271,R,6,R,5,R,2,R,0,R,219,R,106,R,21,R,0
101736,11,R,8,R,3,R,5,R,0,R,0,R,1,R,0,R,0,R,7,R,0,R,0,R,0,R,0,R,5,R,3,R,0,R,0
101736,12,R,542,R,312,R,230,R,5,R,3,R,40,R,58,R,2,R,411,R,16,R,6,R,1,R,36,R,389,R,102,R,15,R,0
101879,5,R,1202,R,368,R,834,R,6,R,30,R,112,R,44,R,1,R,922,R,35,R,2,R,50,R,0,R,955,R,199,R,48,R,0
101879,7,R,887,R,282,R,605,R,6,R,26,R,123,R,25,R,1,R,617,R,16,R,13,R,60,R,0,R,140,R,555,R,192,R,0
101879,9,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,0,R,0,R,1,R,0,R,0
101879,10,R,82,R,10,R,72,R,1,R,1,R,7,R,1,R,0,R,66,R,5,R,1,R,0,R,0,R,20,R,32,R,30,R,0
101879,12,R,5,R,2,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,R,1,Z,0
101897,2,R,117,R,47,R,70,R,2,R,0,R,4,R,23,R,0,R,88,R,0,R,0,R,0,R,0,R,68,R,41,R,8,R,0
101897,3,R,459,R,136,R,323,R,11,R,4,R,6,R,68,R,0,R,355,R,9,R,4,R,2,R,1,R,318,R,104,R,36,R,0
101897,12,R,545,R,230,R,315,R,18,R,3,R,8,R,75,R,0,R,397,R,28,R,14,R,2,R,21,R,394,R,99,R,31,R,0
101912,3,R,2,R,0,R,2,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0
101912,5,R,186,R,66,R,120,Z,0,Z,0,R,148,R,12,Z,0,Z,0,Z,0,R,4,R,22,Z,0,R,141,R,34,R,11,Z,0
101912,7,R,4,R,2,R,2,Z,0,R,1,R,2,R,1,Z,0,Z,0,Z,0,R,0,Z,0,R,0,R,0,R,1,R,3,Z,0
101912,10,R,2,R,0,R,2,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
101994,2,R,66,R,8,R,58,R,0,R,0,R,52,R,0,R,0,R,12,R,1,R,0,R,1,R,0,R,17,R,39,R,10,R,0
101994,3,R,33,R,27,R,6,R,0,R,1,R,9,R,0,R,0,R,23,R,0,R,0,R,0,R,0,R,26,R,5,R,2,R,0
101994,12,R,37,R,20,R,17,R,0,R,0,R,23,R,0,R,0,R,14,R,0,R,0,R,0,R,0,R,23,R,11,R,3,R,0
102030,2,R,94,R,37,R,57,R,1,R,1,R,62,R,1,R,0,R,26,R,1,R,2,R,0,R,0,R,40,R,47,R,7,R,0
102030,3,R,304,R,87,R,217,R,4,R,3,R,178,R,6,R,1,R,93,R,10,R,6,R,3,R,0,R,144,R,135,R,25,R,0
102030,12,R,428,R,309,R,119,R,3,R,3,R,279,R,8,R,0,R,118,R,13,R,1,R,3,R,0,R,121,R,188,R,119,R,0
102049,5,R,836,R,258,R,578,R,0,R,19,R,51,R,37,R,1,R,696,R,18,R,7,R,7,R,0,R,781,R,48,R,7,R,0
102049,7,R,344,R,104,R,240,R,0,R,7,R,32,R,10,R,0,R,261,R,7,R,18,R,9,R,0,R,105,R,204,R,35,R,0
102049,9,R,426,R,129,R,297,R,1,R,12,R,66,R,16,R,0,R,323,R,3,R,4,R,1,R,0,R,28,R,330,R,68,R,0
102049,10,R,25,R,9,R,16,R,0,R,0,R,2,R,0,R,0,R,23,R,0,R,0,R,0,R,0,R,9,R,14,R,2,R,0
102049,12,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
102058,3,R,2,R,2,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0
102058,5,R,6,R,5,R,1,R,0,R,0,R,6,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,5,R,0
102058,7,R,7,R,3,R,4,R,0,R,0,R,7,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7,R,0
102067,2,R,353,R,161,R,192,R,1,R,2,R,110,R,13,Z,0,R,214,R,10,R,1,R,2,R,0,R,227,R,92,R,34,R,0
102067,3,R,557,R,233,R,324,Z,0,R,3,R,190,R,21,Z,0,R,325,R,13,R,3,R,2,Z,0,R,364,R,146,R,47,R,0
102067,12,R,269,R,157,R,112,R,1,R,1,R,79,R,11,Z,0,R,168,R,7,R,1,R,1,R,14,R,178,R,51,R,26,R,0
102076,2,R,42,R,16,R,26,R,0,R,0,R,1,R,12,R,0,R,29,R,0,R,0,R,0,R,0,R,23,R,12,R,7,R,0
102076,3,R,335,R,127,R,208,R,0,R,0,R,14,R,64,R,0,R,240,R,10,R,4,R,3,R,0,R,254,R,64,R,17,R,0
102076,12,R,279,R,114,R,165,R,0,R,3,R,13,R,51,R,0,R,200,R,8,R,2,R,2,R,0,R,223,R,43,R,13,R,0
102094,2,R,13,R,7,R,6,Z,0,Z,0,R,1,R,1,Z,0,R,10,R,1,Z,0,Z,0,Z,0,R,8,R,5,Z,0,Z,0
102094,5,R,1791,R,651,R,1140,R,14,R,73,R,347,R,84,R,1,R,1111,R,96,R,39,R,26,Z,0,R,1376,R,358,R,57,Z,0
102094,7,R,1256,R,235,R,1021,R,6,R,43,R,208,R,58,R,1,R,858,R,35,R,30,R,17,Z,0,R,120,R,882,R,254,Z,0
102094,9,R,343,R,78,R,265,R,3,R,29,R,81,R,12,R,1,R,191,R,12,R,5,R,9,Z,0,R,16,R,235,R,92,Z,0
102094,10,R,146,R,18,R,128,Z,0,R,4,R,49,R,9,Z,0,R,74,R,5,R,4,R,1,Z,0,R,4,R,76,R,66,Z,0
102094,11,R,17,R,4,R,13,Z,0,R,2,R,1,Z,0,Z,0,R,12,Z,0,R,1,R,1,R,0,R,17,Z,0,Z,0,Z,0
102094,12,R,51,R,22,R,29,Z,0,R,1,R,9,R,1,Z,0,R,35,R,3,R,1,R,1,Z,0,R,42,R,8,R,1,Z,0
102234,5,R,209,R,73,R,136,Z,0,R,6,R,25,R,9,R,1,R,138,R,4,R,15,R,11,R,0,R,192,R,17,Z,0,Z,0
102234,7,R,48,R,27,R,21,Z,0,R,1,R,8,R,6,R,1,R,27,Z,0,R,4,R,1,R,0,R,6,R,28,R,14,R,0
102234,10,R,22,R,11,R,11,R,1,R,1,R,3,R,1,R,1,R,14,R,0,R,1,R,0,Z,0,Z,0,R,9,R,13,Z,0
102234,12,R,10,R,3,R,7,Z,0,Z,0,Z,0,Z,0,R,1,R,7,Z,0,R,2,Z,0,Z,0,R,4,R,2,R,4,Z,0
102270,5,R,94,R,37,R,57,R,0,R,0,R,85,R,1,R,0,R,7,R,0,R,0,R,1,R,0,R,66,R,20,R,8,R,0
102298,5,R,144,R,50,R,94,R,0,R,0,R,126,R,5,R,0,R,2,R,1,R,1,R,9,R,0,R,93,R,45,R,6,R,0
102298,7,R,41,R,9,R,32,R,0,R,0,R,37,R,0,R,0,R,0,R,1,R,1,R,2,Z,0,R,3,R,15,R,23,R,0
102313,2,R,26,R,5,R,21,Z,0,Z,0,R,20,Z,0,R,0,R,6,R,0,R,0,Z,0,Z,0,R,9,R,17,Z,0,Z,0
102313,3,R,171,R,69,R,102,Z,0,R,4,R,120,R,4,R,1,R,40,Z,0,R,2,Z,0,Z,0,R,80,R,72,R,19,Z,0
102313,12,R,65,R,41,R,24,Z,0,Z,0,R,37,R,3,Z,0,R,24,R,1,Z,0,Z,0,Z,0,R,32,R,20,R,13,Z,0
102368,3,R,218,R,40,R,178,R,0,R,0,R,92,R,10,R,0,R,98,R,11,R,6,R,1,R,1,R,66,R,105,R,46,R,0
102368,5,R,2101,R,744,R,1357,R,6,R,14,R,551,R,97,R,2,R,1150,R,91,R,104,R,86,R,0,R,1154,R,657,R,290,R,0
102368,7,R,1098,R,391,R,707,R,3,R,16,R,317,R,75,R,3,R,534,R,36,R,83,R,31,R,0,R,93,R,700,R,305,R,0
102368,9,R,27,R,6,R,21,R,0,R,1,R,9,R,0,R,0,R,13,R,0,R,4,R,0,R,0,R,0,R,16,R,11,R,0
