UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN
100654,5,R,589,R,208,R,381,R,2,R,1,R,536,R,7,R,0,R,24,R,6,R,7,R,6,R,0,R,473,R,105,R,11,R,0
100654,7,R,229,R,65,R,164,R,0,R,0,R,146,R,0,R,0,R,7,R,0,R,60,R,16,R,0,R,42,R,159,R,28,R,0
100654,9,R,11,R,4,R,7,R,1,R,1,R,3,R,0,R,0,R,0,R,0,R,2,R,4,R,0,R,0,R,6,R,5,R,0
100654,10,R,1,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0
100663,2,R,66,R,26,R,40,R,1,R,8,R,10,R,3,R,0,R,41,R,2,R,1,R,0,R,0,R,47,R,14,R,5,R,0
100663,5,R,2911,R,1085,R,1826,R,5,R,254,R,620,R,183,R,1,R,1594,R,150,R,16,R,88,R,0,R,2069,R,701,R,141,R,0
100663,7,R,2470,R,929,R,1541,R,3,R,121,R,319,R,55,R,0,R,1130,R,48,R,226,R,568,R,0,R,480,R,1644,R,346,R,0
100663,9,R,791,R,274,R,517,R,1,R,75,R,85,R,25,R,0,R,502,R,25,R,31,R,47,R,0,R,5,R,701,R,85,R,0
100663,10,R,350,R,91,R,259,R,0,R,16,R,82,R,10,R,0,R,180,R,6,R,37,R,19,R,0,R,16,R,219,R,115,R,0
100663,12,R,58,R,24,R,34,R,0,R,3,R,14,R,3,R,0,R,38,R,0,R,0,R,0,R,0,R,30,R,27,R,1,Z,0
100690,3,R,44,R,13,R,31,Z,0,Z,0,R,35,Z,0,Z,0,R,8,Z,0,R,1,Z,0,Z,0,R,5,R,25,R,14,Z,0
100690,5,R,46,R,17,R,29,Z,0,Z,0,R,32,Z,0,Z,0,R,11,Z,0,R,3,Z,0,Z,0,R,3,R,19,R,24,Z,0
100690,7,R,80,R,43,R,37,R,1,R,1,R,37,R,3,R,1,R,34,Z,0,R,3,Z,0,Z,0,R,1,R,34,R,45,Z,0
100690,9,R,20,R,10,R,10,R,1,Z,0,R,9,R,3,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,15,Z,0
100706,5,R,1451,R,813,R,638,R,19,R,63,R,126,R,75,R,4,R,1041,R,60,R,40,R,23,R,0,R,1149,R,268,R,34,R,0
100706,7,R,598,R,305,R,293,R,2,R,24,R,44,R,27,R,0,R,351,R,12,R,22,R,116,R,0,R,153,R,366,R,79,R,0
100706,9,R,73,R,40,R,33,R,0,R,0,R,11,R,3,R,0,R,37,R,0,R,9,R,13,R,0,R,0,R,48,R,25,R,0
100706,10,R,28,R,13,R,15,R,0,R,0,R,5,R,1,R,0,R,20,R,1,R,1,R,0,R,0,R,3,R,13,R,12,R,0
100706,12,R,7,R,2,R,5,R,0,R,0,R,1,R,1,R,0,R,4,R,1,R,0,R,0,R,0,R,4,R,3,R,0,R,0
100724,5,R,467,R,138,R,329,R,1,R,0,R,426,R,5,R,2,R,9,R,8,R,4,R,12,R,0,R,361,R,96,R,10,R,0
100724,7,R,167,R,55,R,112,R,0,R,1,R,133,R,1,R,0,R,24,R,1,R,2,R,5,R,0,R,43,R,100,R,24,R,0
100724,9,R,30,R,7,R,23,R,0,R,1,R,18,R,0,R,0,R,8,R,1,R,0,R,2,R,0,R,0,R,27,R,3,R,0
100751,2,R,5,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,1,R,0,R,0,R,5,R,0,R,0,R,0
100751,5,R,6521,R,2695,R,3826,R,16,R,110,R,591,R,334,R,5,R,5165,R,198,R,35,R,67,R,0,R,5902,R,473,R,146,R,0
100751,7,R,1978,R,692,R,1286,R,3,R,34,R,226,R,80,R,2,R,1453,R,33,R,22,R,125,R,1,R,910,R,811,R,256,R,0
100751,9,R,453,R,201,R,252,R,1,R,9,R,51,R,13,R,2,R,289,R,14,R,6,R,68,R,0,R,65,R,304,R,84,R,0
100751,10,R,122,R,19,R,103,R,0,R,1,R,20,R,5,R,0,R,82,R,4,R,2,R,8,R,0,R,9,R,60,R,53,R,0
100760,2,R,98,R,14,R,84,R,0,R,0,R,23,R,4,R,0,R,64,R,6,R,0,R,1,R,0,R,36,R,50,R,12,R,0
100760,3,R,190,R,66,R,124,R,0,R,2,R,40,R,3,R,0,R,140,R,2,R,1,R,2,R,1,R,118,R,59,R,12,R,0
100760,12,R,178,R,81,R,97,R,0,R,2,R,34,R,3,R,0,R,135,R,3,R,0,R,1,R,2,R,125,R,37,R,14,R,0
100812,5,R,721,R,192,R,529,R,16,R,3,R,73,R,38,R,1,R,562,R,18,R,7,R,3,R,0,R,273,R,324,R,124,Z,0
100812,7,R,157,R,57,R,100,R,4,R,5,R,40,R,6,R,0,R,92,R,8,R,2,R,0,R,0,R,8,R,84,R,65,Z,0
100812,10,R,2,R,0,R,2,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,Z,0
100812,12,R,17,R,3,R,14,R,0,R,0,R,2,R,2,R,0,R,12,R,1,R,0,R,0,R,0,R,2,R,11,R,4,Z,0
100830,5,R,633,R,195,R,438,R,0,R,21,R,258,R,7,R,1,R,293,R,21,R,6,R,26,R,0,R,409,R,192,R,32,R,0
100830,7,R,659,R,397,R,262,R,0,R,6,R,93,R,3,R,0,R,117,R,3,R,11,R,426,R,0,R,207,R,404,R,48,R,0
100830,9,R,6,R,0,R,6,R,0,R,0,R,1,R,0,R,0,R,4,R,0,R,1,R,0,R,0,R,0,R,1,R,5,R,0
100830,10,R,34,R,10,R,24,R,0,R,0,R,12,R,1,R,0,R,18,R,0,R,3,R,0,R,0,R,0,R,20,R,14,R,0
100830,12,R,14,R,1,R,13,R,0,R,0,R,7,R,0,R,0,R,7,R,0,R,0,R,0,R,0,R,0,R,9,R,5,R,0
100858,5,R,5727,R,2819,R,2908,R,13,R,140,R,198,R,219,R,4,R,4816,R,159,R,10,R,168,R,0,R,5330,R,359,R,38,Z,0
100858,7,R,1413,R,714,R,699,R,0,R,32,R,88,R,65,R,2,R,952,R,37,R,5,R,232,R,0,R,418,R,829,R,166,Z,0
100858,9,R,584,R,202,R,382,R,2,R,31,R,38,R,24,R,0,R,340,R,8,R,2,R,139,R,0,R,22,R,516,R,46,Z,0
100858,10,R,410,R,217,R,193,R,1,R,8,R,57,R,19,R,1,R,276,R,12,R,6,R,30,R,0,R,48,R,248,R,114,Z,0
100858,12,R,41,R,33,R,8,R,0,R,3,R,2,R,2,R,0,R,34,R,0,R,0,R,0,R,0,R,38,R,3,R,0,R,0
101028,2,R,55,R,8,R,47,Z,0,R,1,R,29,R,2,Z,0,R,17,R,6,Z,0,Z,0,R,0,R,12,R,38,R,5,R,0
101028,3,R,189,R,56,R,133,Z,0,Z,0,R,83,R,4,Z,0,R,84,R,14,R,4,Z,0,R,0,R,98,R,65,R,26,R,0
101028,12,R,160,R,60,R,100,Z,0,Z,0,R,73,Z,0,R,1,R,73,R,13,Z,0,Z,0,R,0,R,107,R,40,R,13,R,0
101116,3,R,25,R,5,R,20,Z,0,Z,0,R,11,Z,0,Z,0,R,12,Z,0,R,1,R,1,Z,0,R,7,R,16,R,2,Z,0
101116,5,R,45,R,7,R,38,Z,0,R,1,R,32,R,1,R,1,R,9,Z,0,R,1,Z,0,Z,0,R,7,R,32,R,6,Z,0
101116,7,R,7,R,2,R,5,Z,0,Z,0,R,6,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,2,Z,0
101143,2,R,177,R,143,R,34,R,1,R,1,R,24,R,11,R,0,R,134,R,4,R,2,R,0,R,1,R,118,R,47,R,11,R,0
101143,3,R,190,R,80,R,110,R,1,R,6,R,32,R,11,R,1,R,118,R,14,R,6,R,1,R,2,R,131,R,42,R,15,R,0
101143,12,R,133,R,68,R,65,R,0,R,1,R,21,R,11,Z,0,R,89,R,9,R,1,R,1,R,15,R,67,R,30,R,21,R,0
101161,2,R,246,R,35,R,211,R,3,R,2,R,52,R,5,R,0,R,173,R,8,R,2,R,1,Z,0,R,129,R,101,R,16,Z,0
101161,3,R,898,R,298,R,600,R,17,R,6,R,175,R,36,R,1,R,614,R,40,R,7,R,2,R,1,R,596,R,241,R,60,Z,0
101161,12,R,319,R,236,R,83,R,3,R,4,R,63,R,21,R,0,R,212,R,15,R,0,R,1,R,41,R,212,R,44,R,22,R,0
101189,3,R,12,R,4,R,8,Z,0,Z,0,R,8,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,R,1,R,7,R,4,Z,0
101189,5,R,391,R,164,R,227,R,3,R,6,R,140,R,22,R,0,R,185,R,17,R,11,R,7,Z,0,R,140,R,139,R,112,R,0
101189,7,R,338,R,120,R,218,R,2,R,4,R,109,R,17,R,0,R,189,R,6,R,6,R,5,Z,0,R,20,R,208,R,110,Z,0
101189,9,R,134,R,64,R,70,R,2,R,3,R,18,R,1,Z,0,R,109,Z,0,R,1,Z,0,Z,0,R,2,R,99,R,33,Z,0
101240,2,R,341,R,174,R,167,R,3,R,1,R,40,R,31,R,0,R,254,R,9,R,0,R,3,R,0,R,196,R,122,R,23,R,0
101240,3,R,650,R,228,R,422,R,3,R,7,R,75,R,52,R,0,R,472,R,21,R,9,R,11,R,0,R,360,R,219,R,71,R,0
101240,12,R,389,R,237,R,152,R,2,R,1,R,59,R,31,R,0,R,273,R,16,R,3,R,4,R,3,R,211,R,137,R,38,R,0
101277,2,R,37,Z,0,R,37,Z,0,Z,0,R,1,R,7,Z,0,R,29,Z,0,Z,0,Z,0,Z,0,R,30,R,6,R,1,Z,0
101286,2,R,165,R,44,R,121,Z,0,R,3,R,56,R,4,R,1,R,85,R,14,R,2,Z,0,Z,0,R,86,R,59,R,20,Z,0
101286,3,R,481,R,139,R,342,R,1,R,4,R,130,R,14,R,1,R,287,R,35,R,9,Z,0,Z,0,R,239,R,195,R,47,Z,0
101286,12,R,457,R,206,R,251,Z,0,R,6,R,119,R,9,R,1,R,283,R,34,R,5,Z,0,R,4,R,288,R,114,R,51,R,0
101295,2,R,363,R,113,R,250,R,3,R,4,R,42,R,27,R,0,R,276,R,10,R,0,R,1,R,0,R,213,R,121,R,29,R,0
101295,3,R,1004,R,299,R,705,R,8,R,7,R,92,R,70,R,0,R,792,R,34,R,0,R,1,R,5,R,631,R,301,R,67,R,0
101295,12,R,1050,R,547,R,503,R,2,R,4,R,43,R,88,R,1,R,880,R,27,R,0,R,5,R,44,R,738,R,193,R,75,R,0
101301,2,R,127,R,70,R,57,Z,0,Z,0,R,101,Z,0,Z,0,R,20,R,3,R,1,R,2,R,3,R,91,R,30,R,3,Z,0
101301,3,R,160,R,48,R,112,Z,0,R,1,R,131,R,3,Z,0,R,23,R,2,Z,0,Z,0,R,3,R,108,R,39,R,10,Z,0
101301,12,R,12,R,8,R,4,Z,0,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,10,R,1,R,1,Z,0
101365,2,R,86,R,26,R,60,Z,0,Z,0,R,43,R,3,Z,0,R,37,Z,0,R,3,Z,0,Z,0,R,17,R,50,R,19,Z,0
101365,3,R,79,R,10,R,69,Z,0,R,2,R,48,R,2,Z,0,R,22,R,4,R,1,Z,0,Z,0,R,8,R,50,R,21,Z,0
101365,5,R,16,R,4,R,12,Z,0,Z,0,R,12,R,1,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,1,R,10,R,5,Z,0
101365,7,R,2,R,1,R,1,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
101365,12,R,12,R,6,R,6,Z,0,Z,0,R,6,R,1,Z,0,R,4,R,1,Z,0,Z,0,Z,0,R,5,R,7,Z,0,Z,0
101435,5,R,166,R,84,R,82,R,3,R,0,R,13,R,13,R,1,R,127,R,5,R,4,R,0,R,0,R,163,R,3,R,0,R,0
101453,3,R,5,R,4,R,1,R,1,Z,0,R,2,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,R,1,Z,0
101453,5,R,9,R,9,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,R,1,R,4,R,4,Z,0
101453,7,R,14,R,12,R,2,Z,0,Z,0,R,2,Z,0,Z,0,R,12,Z,0,Z,0,Z,0,Z,0,R,1,R,7,R,6,Z,0
101462,2,R,67,R,12,R,55,R,0,R,0,R,50,R,4,R,0,R,8,R,4,R,0,R,1,R,0,R,13,R,38,R,16,R,0
101462,3,R,111,R,32,R,79,R,2,R,0,R,75,R,1,R,1,R,30,R,1,R,1,R,0,R,0,R,26,R,55,R,30,R,0
101462,12,R,101,R,40,R,61,R,0,R,0,R,57,R,10,R,0,R,27,R,6,R,1,R,0,R,3,R,47,R,33,R,18,R,0
101471,2,R,143,R,120,R,23,R,0,R,0,R,77,R,4,R,1,R,60,R,0,R,0,R,1,R,0,R,5,R,60,R,78,R,0
101471,12,R,1140,R,1003,R,137,R,5,R,3,R,595,R,22,R,2,R,498,R,2,R,0,R,13,R,0,R,41,R,524,R,575,R,0
101480,5,R,1349,R,466,R,883,R,4,R,9,R,251,R,61,R,1,R,898,R,54,R,54,R,17,R,0,R,1019,R,268,R,62,R,0
101480,7,R,487,R,173,R,314,R,1,R,5,R,84,R,9,R,2,R,328,R,10,R,26,R,22,R,0,R,95,R,283,R,109,R,0
101480,9,R,34,R,4,R,30,R,0,R,0,R,18,R,0,R,0,R,16,R,0,R,0,R,0,R,0,R,0,R,13,R,21,R,0
101480,10,R,47,R,12,R,35,R,1,R,0,R,18,R,0,R,0,R,26,R,0,R,2,R,0,R,0,R,0,R,26,R,21,R,0
101505,2,R,197,R,95,R,102,R,3,R,1,R,55,R,20,R,0,R,111,R,2,R,4,R,1,R,0,R,89,R,66,R,42,R,0
101505,3,R,934,R,307,R,627,R,5,R,21,R,174,R,77,R,1,R,587,R,34,R,14,R,21,R,0,R,516,R,318,R,100,R,0
101505,12,R,242,R,118,R,124,R,1,R,1,R,65,R,22,R,0,R,144,R,4,R,4,R,1,R,0,R,101,R,90,R,51,R,0
101514,2,R,190,R,20,R,170,R,1,R,3,R,33,R,21,R,0,R,118,R,11,R,1,R,2,R,0,R,79,R,92,R,19,R,0
101514,3,R,1305,R,556,R,749,R,18,R,34,R,159,R,111,R,1,R,879,R,81,R,14,R,8,R,2,R,765,R,410,R,128,R,0
101514,12,R,1595,R,806,R,789,R,27,R,31,R,167,R,140,R,1,R,1107,R,94,R,20,R,8,R,33,R,912,R,496,R,154,Z,0
101569,2,R,136,R,76,R,60,R,0,R,1,R,95,R,15,R,0,R,18,R,5,R,2,R,0,R,0,R,88,R,31,R,17,R,0
101569,3,R,308,R,101,R,207,R,1,R,2,R,223,R,19,R,0,R,45,R,11,R,7,R,0,R,0,R,176,R,92,R,40,R,0
101569,12,R,127,R,94,R,33,R,0,R,1,R,97,R,8,R,0,R,15,R,3,R,2,R,1,R,0,R,66,R,33,R,28,R,0
101587,3,R,36,R,6,R,30,R,1,R,0,R,21,R,0,R,0,R,13,R,0,R,0,R,1,R,0,R,19,R,12,R,5,R,0
101587,5,R,401,R,122,R,279,R,2,R,0,R,119,R,17,R,0,R,215,R,11,R,31,R,6,R,0,R,204,R,149,R,48,R,0
101587,7,R,1093,R,217,R,876,R,6,R,2,R,205,R,30,R,0,R,691,R,22,R,128,R,9,R,0,R,63,R,722,R,308,R,0
101587,9,R,12,R,0,R,12,R,0,R,0,R,6,R,0,R,0,R,5,R,0,R,1,R,0,R,0,R,0,R,2,R,10,R,0
101587,10,R,164,R,24,R,140,R,0,R,0,R,48,R,2,R,0,R,99,R,6,R,9,R,0,R,0,R,0,R,85,R,79,R,0
101602,2,R,60,R,13,R,47,Z,0,Z,0,R,5,R,1,Z,0,R,50,R,4,Z,0,Z,0,R,0,R,40,R,15,R,5,R,0
101602,3,R,237,R,77,R,160,R,1,R,5,R,42,R,2,Z,0,R,173,R,14,Z,0,Z,0,Z,0,R,157,R,59,R,21,Z,0
101602,12,R,225,R,149,R,76,R,2,Z,0,R,37,Z,0,Z,0,R,159,R,27,Z,0,Z,0,R,24,R,149,R,32,R,20,R,0
101648,3,R,77,R,48,R,29,R,2,R,0,R,15,R,4,R,0,R,51,R,3,R,2,R,0,R,0,R,76,R,1,R,0,R,0
101675,5,R,152,R,56,R,96,R,0,R,0,R,144,R,6,R,0,R,1,R,1,R,0,R,0,R,0,R,114,R,28,R,8,R,2
101693,3,R,15,R,2,R,13,R,1,Z,0,R,7,Z,0,Z,0,R,6,R,1,Z,0,Z,0,R,0,R,4,R,9,R,2,R,0
101693,5,R,207,R,77,R,130,R,6,R,3,R,31,R,2,Z,0,R,132,R,6,R,20,R,7,R,0,R,167,R,33,R,7,R,0
101693,7,R,75,R,29,R,46,R,1,R,1,R,6,R,1,R,0,R,28,R,2,R,25,R,11,R,0,R,28,R,40,R,7,R,0
101693,9,R,3,R,0,R,3,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,3,R,0
101709,5,R,397,R,141,R,256,R,1,R,0,R,55,R,28,R,0,R,278,R,14,R,7,R,14,R,6,R,352,R,24,R,7,R,8
101709,7,R,162,R,30,R,132,R,0,R,2,R,25,R,7,R,0,R,117,R,2,R,7,R,2,R,0,R,86,R,52,R,18,R,6
101709,10,R,19,R,4,R,15,R,1,R,0,R,6,R,1,R,0,R,11,R,0,R,0,R,0,R,0,R,0,R,10,R,9,R,0
101736,2,R,169,R,63,R,106,R,1,R,1,R,15,R,8,R,0,R,141,R,3,R,0,R,0,R,1,R,117,R,45,R,6,R,0
101736,3,R,371,R,141,R,230,R,2,R,4,R,34,R,38,R,0,R,278,R,10,R,4,R,1,R,1,R,248,R,105,R,17,R,0
101736,12,R,467,R,309,R,158,R,3,R,2,R,45,R,44,R,0,R,352,R,18,R,2,R,1,R,44,R,318,R,84,R,21,R,0
101879,5,R,1055,R,363,R,692,R,5,R,20,R,110,R,39,R,1,R,770,R,47,R,7,R,56,R,0,R,817,R,186,R,52,R,0
101879,7,R,1056,R,296,R,760,R,5,R,64,R,146,R,30,Z,0,R,706,R,19,R,11,R,75,Z,0,R,182,R,610,R,264,Z,0
101879,9,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
101879,10,R,109,R,14,R,95,R,1,Z,0,R,17,R,2,Z,0,R,84,R,3,R,1,R,1,Z,0,R,20,R,53,R,36,Z,0
101879,12,R,1,R,0,R,1,Z,0,Z,0,R,0,Z,0,Z,0,R,1,Z,0,Z,0,R,0,R,0,R,1,R,0,R,0,R,0
101897,2,R,130,R,49,R,81,R,4,R,0,R,3,R,20,R,0,R,96,R,6,R,0,R,1,R,0,R,77,R,40,R,13,R,0
101897,3,R,480,R,151,R,329,R,15,R,1,R,10,R,77,R,0,R,354,R,21,R,2,R,0,R,2,R,338,R,98,R,42,R,0
101897,12,R,531,R,197,R,334,R,5,R,4,R,8,R,83,R,0,R,394,R,34,R,1,R,2,R,25,R,409,R,68,R,29,R,0
101912,3,R,2,R,1,R,1,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
101912,5,R,189,R,66,R,123,Z,0,Z,0,R,164,R,8,Z,0,R,1,Z,0,R,2,R,14,R,0,R,150,R,34,Z,0,R,5
101912,7,R,4,R,2,R,2,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,Z,0
101912,10,R,2,Z,0,R,2,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0
101994,2,R,99,R,18,R,81,R,2,R,2,R,78,R,0,R,0,R,13,R,4,R,0,R,0,R,0,R,41,R,45,R,13,R,0
101994,3,R,39,R,30,R,9,R,1,R,0,R,14,R,0,R,0,R,24,R,0,R,0,R,0,R,0,R,31,R,5,R,3,R,0
101994,12,R,32,R,3,R,29,R,0,R,0,R,23,R,0,R,0,R,7,R,1,R,0,R,1,R,0,R,17,R,11,R,4,R,0
102030,2,R,97,R,27,R,70,R,1,R,2,R,63,R,5,R,0,R,22,R,2,R,2,R,0,R,0,R,29,R,50,R,18,R,0
102030,3,R,307,R,94,R,213,R,2,R,5,R,189,R,3,R,1,R,92,R,8,R,2,R,5,R,0,R,153,R,108,R,44,R,2
102030,12,R,296,R,214,R,82,R,7,R,4,R,166,R,5,R,0,R,101,R,11,R,1,R,1,R,1,R,113,R,101,R,81,R,0
102049,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
102049,5,R,894,R,272,R,622,R,3,R,19,R,47,R,41,R,0,R,740,R,11,R,26,R,7,R,0,R,835,R,49,R,10,R,0
102049,7,R,312,R,86,R,226,R,0,R,8,R,33,R,9,R,0,R,240,R,6,R,12,R,4,R,0,R,93,R,191,R,28,R,0
102049,9,R,416,R,134,R,282,R,1,R,10,R,79,R,19,R,0,R,291,R,12,R,4,R,0,R,0,R,43,R,303,R,70,R,0
102049,10,R,35,R,14,R,21,R,0,R,0,R,5,R,1,R,0,R,28,R,0,R,1,R,0,R,0,R,9,R,20,R,6,R,0
102058,5,R,1,R,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0
102058,7,R,10,R,4,R,6,R,0,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,0
102067,2,R,355,R,140,R,215,R,0,R,2,R,122,R,8,R,0,R,213,R,8,R,2,R,0,R,0,R,230,R,95,R,30,R,0
102067,3,R,471,R,207,R,264,R,1,R,3,R,143,R,11,R,0,R,294,R,16,R,1,R,2,R,0,R,333,R,106,R,32,R,0
102067,12,R,196,R,105,R,91,R,0,R,0,R,59,R,25,R,0,R,105,R,6,R,0,R,1,R,29,R,118,R,32,R,17,R,0
102076,2,R,44,R,21,R,23,R,0,R,1,R,2,R,7,R,0,R,33,R,0,R,1,R,0,R,0,R,28,R,10,R,6,R,0
102076,3,R,355,R,117,R,238,R,3,R,1,R,17,R,68,R,0,R,250,R,13,R,1,R,2,R,1,R,274,R,65,R,15,R,0
102076,12,R,446,R,191,R,255,R,4,R,4,R,22,R,82,R,0,R,322,R,8,R,1,R,3,R,0,R,333,R,87,R,26,R,0
102094,2,R,19,R,7,R,12,R,0,R,0,R,1,R,1,R,0,R,15,R,1,R,1,R,0,R,0,R,15,R,4,R,0,R,0
102094,5,R,1766,R,592,R,1174,R,14,R,70,R,344,R,80,R,2,R,1121,R,61,R,46,R,28,R,0,R,1321,R,392,R,53,R,0
102094,7,R,1219,R,219,R,1000,R,2,R,42,R,166,R,44,R,2,R,847,R,44,R,18,R,54,R,0,R,163,R,844,R,212,R,0
102094,9,R,352,R,86,R,266,R,1,R,18,R,105,R,9,R,0,R,195,R,9,R,10,R,5,R,0,R,10,R,228,R,114,R,0
102094,10,R,157,R,16,R,141,R,1,R,6,R,42,R,10,R,1,R,83,R,9,R,5,R,0,R,0,R,0,R,85,R,72,R,0
102094,11,R,31,R,13,R,18,R,0,R,2,R,1,R,3,R,0,R,22,R,2,R,0,R,1,R,0,R,25,R,6,R,0,R,0
102094,12,R,61,R,35,R,26,R,0,R,2,R,7,R,6,R,0,R,40,R,5,R,0,R,1,R,0,R,35,R,24,R,2,R,0
102234,5,R,196,R,86,R,110,R,2,R,6,R,23,R,19,R,0,R,128,R,2,R,6,R,10,R,0,R,177,R,17,R,2,R,0
102234,7,R,46,R,28,R,18,R,0,R,0,R,12,R,4,R,1,R,26,R,1,R,1,R,1,R,0,R,3,R,30,R,13,R,0
102234,10,R,8,R,5,R,3,Z,0,Z,0,R,1,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,5,Z,0
102234,12,R,8,R,5,R,3,Z,0,Z,0,R,1,Z,0,Z,0,R,7,Z,0,Z,0,Z,0,Z,0,R,7,R,1,Z,0,Z,0
102270,5,R,121,R,44,R,77,R,0,R,0,R,101,R,0,R,0,R,13,R,0,R,0,R,7,R,0,R,69,R,37,R,15,R,0
102298,5,R,145,R,56,R,89,R,0,R,0,R,124,R,0,R,0,R,0,R,0,R,0,R,21,R,0,R,114,R,20,R,11,R,0
102298,7,R,19,R,7,R,12,R,0,R,0,R,16,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,17,R,2,R,0,R,0
102313,2,R,18,R,8,R,10,Z,0,Z,0,R,11,Z,0,R,1,R,6,Z,0,Z,0,Z,0,R,8,R,6,R,4,Z,0,Z,0
102313,3,R,223,R,83,R,140,R,2,R,5,R,143,R,12,Z,0,R,58,R,3,Z,0,Z,0,R,1,R,130,R,67,R,25,Z,0
102313,12,R,129,R,100,R,29,R,1,R,1,R,77,R,12,R,0,R,34,R,4,R,0,Z,0,R,2,R,89,R,26,R,12,R,0
102368,3,R,212,R,51,R,161,R,0,R,2,R,93,R,5,R,1,R,101,R,7,R,3,R,0,R,6,R,74,R,97,R,35,R,0
102368,5,R,1936,R,695,R,1241,R,6,R,20,R,502,R,83,R,1,R,1170,R,77,R,24,R,53,R,0,R,1110,R,555,R,271,R,0
102368,7,R,1056,R,396,R,660,R,1,R,15,R,314,R,67,R,2,R,543,R,39,R,41,R,34,R,0,R,124,R,654,R,278,R,0
102368,9,R,30,R,5,R,25,R,0,R,0,R,8,R,1,R,0,R,19,R,1,R,1,R,0,R,0,R,0,R,20,R,10,R,0
102368,10,R,44,R,7,R,37,R,0,R,0,R,22,R,2,R,0,R,20,R,0,R,0,R,0,R,0,R,0,R,22,R,22,R,0
102368,12,R,1,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0
102377,5,R,335,R,96,R,239,R,2,R,1,R,311,R,3,R,1,R,5,R,3,R,9,Z,0,Z,0,R,307,R,25,R,3,Z,0
102377,7,R,67,R,18,R,49,Z,0,R,5,R,51,Z,0,Z,0,R,1,Z,0,R,10,Z,0,Z,0,R,22,R,43,R,2,Z,0
102377,9,R,69,R,8,R,61,Z,0,R,1,R,50,R,5,Z,0,R,13,Z,0,Z,0,Z,0,Z,0,R,2,R,62,R,5,Z,0
102395,5,R,16,R,14,R,2,R,0,R,0,R,3,R,2,R,0,R,9,R,0,R,2,R,0,R,0,R,1,R,11,R,4,R,0
102395,7,R,24,R,14,R,10,R,0,R,0,R,3,R,5,R,0,R,14,R,0,R,2,R,0,R,0,R,3,R,8,R,13,R,0
102395,9,R,12,R,9,R,3,R,0,R,1,R,0,R,1,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,3,R,9,R,0
102429,2,R,179,R,30,R,149,R,1,Z,0,R,41,R,3,Z,0,R,129,R,5,R,0,Z,0,R,0,R,115,R,56,R,8,R,0
102429,3,R,455,R,147,R,308,Z,0,R,3,R,79,R,13,Z,0,R,345,R,10,R,4,R,1,R,1,R,277,R,138,R,39,R,0
