UNITID,AWLEVELC,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSASIAT,CSASIAT,XCSBKAAT,CSBKAAT,XCSHISPT,CSHISPT,XCSNHPIT,CSNHPIT,XCSWHITT,CSWHITT,XCS2MORT,CS2MORT,XCSUNKNT,CSUNKNT,XCSNRALT,CSNRALT,XCSUND18,CSUND18,XCS18_24,CS18_24,XCS25_39,CS25_39,XCSABV40,CSABV40,XCSUNKN,CSUNKN
151786,9,R,179,R,87,R,92,R,1,R,18,R,12,R,12,R,1,R,119,R,10,R,6,R,0,R,0,R,0,R,167,R,12,R,0
151801,3,R,9,R,4,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,1,Z,0,Z,0,Z,0,R,6,R,2,R,1,Z,0
151801,5,R,461,R,152,R,309,R,1,R,14,R,16,R,20,R,1,R,391,R,10,R,3,R,5,Z,0,R,445,R,14,R,2,Z,0
151801,7,R,26,R,10,R,16,Z,0,Z,0,R,1,R,2,Z,0,R,22,R,1,Z,0,Z,0,Z,0,R,11,R,13,R,2,Z,0
151801,9,R,31,R,8,R,23,Z,0,Z,0,R,3,R,1,Z,0,R,21,Z,0,R,6,Z,0,Z,0,Z,0,R,31,Z,0,Z,0
151801,12,R,30,R,1,R,29,Z,0,R,1,R,1,R,2,Z,0,R,26,Z,0,Z,0,Z,0,Z,0,R,29,R,1,Z,0,Z,0
151810,5,R,29,R,8,R,21,Z,0,Z,0,R,26,R,1,Z,0,Z,0,R,0,R,2,Z,0,R,0,R,1,R,14,R,14,R,0
151810,7,R,14,R,2,R,12,Z,0,Z,0,R,13,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,0,R,1,R,7,R,6,R,0
151810,10,R,1,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,1,Z,0
151865,7,R,17,R,9,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,Z,0,R,9,R,0,R,0,R,8,R,9,Z,0
151865,10,R,5,R,0,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,4,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,5,R,0
151962,3,R,81,R,27,R,54,R,0,R,0,R,7,R,2,R,0,R,69,R,1,R,2,R,0,R,0,R,21,R,47,R,13,R,0
151962,5,R,21,R,9,R,12,R,0,R,0,R,6,R,0,R,0,R,14,R,0,R,1,R,0,R,0,R,1,R,9,R,11,R,0
152044,2,P,25,P,14,P,11,P,0,P,0,P,9,P,3,P,0,P,10,P,2,P,1,P,0,P,7,P,2,P,7,P,9,P,0
152044,12,P,1,P,0,P,1,P,0,P,0,P,0,P,1,P,0,P,0,P,0,P,0,P,0,P,0,P,0,P,1,P,0,P,0
152080,5,R,2357,R,1201,R,1156,R,7,R,156,R,68,R,271,R,5,R,1617,R,109,R,28,R,96,R,0,R,2343,R,14,R,0,R,0
152080,7,R,1204,R,708,R,496,R,1,R,52,R,45,R,110,R,0,R,680,R,50,R,17,R,249,R,0,R,489,R,604,R,111,R,0
152080,9,R,464,R,266,R,198,R,0,R,25,R,18,R,29,R,0,R,241,R,19,R,3,R,129,R,0,R,29,R,420,R,15,R,0
152099,3,R,58,R,32,R,26,R,0,R,0,R,16,R,2,R,0,R,35,R,0,R,3,R,2,R,0,R,24,R,20,R,14,R,0
152099,5,R,121,R,61,R,60,R,1,R,1,R,20,R,6,R,0,R,80,R,2,R,1,R,10,R,0,R,91,R,21,R,9,R,0
152099,7,R,40,R,23,R,17,R,0,R,0,R,5,R,4,R,0,R,28,R,0,R,2,R,1,R,0,R,4,R,20,R,16,R,0
152099,9,R,26,R,11,R,15,R,0,R,0,R,4,R,1,R,0,R,21,R,0,R,0,R,0,R,0,R,0,R,14,R,12,R,0
152099,10,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0
152150,2,R,14,Z,0,R,14,Z,0,Z,0,R,2,Z,0,Z,0,R,11,R,1,Z,0,Z,0,Z,0,R,14,Z,0,Z,0,Z,0
152150,12,R,21,Z,0,R,21,Z,0,Z,0,R,3,R,1,Z,0,R,16,R,1,Z,0,Z,0,Z,0,R,18,R,3,Z,0,Z,0
152275,2,R,27,R,18,R,9,R,0,R,3,R,9,R,6,R,0,R,9,R,0,R,0,R,0,R,0,R,15,R,9,R,3,R,0
152275,12,R,33,R,2,R,31,R,0,R,2,R,12,R,4,R,0,R,11,R,4,R,0,R,0,R,0,R,15,R,15,R,3,R,0
152309,2,R,60,R,22,R,38,R,0,R,0,R,11,R,1,R,0,R,41,R,7,R,0,R,0,R,0,R,40,R,14,R,6,R,0
152318,5,R,427,R,317,R,110,R,0,R,38,R,18,R,19,R,0,R,290,R,24,R,4,R,34,R,0,R,417,R,10,R,0,R,0
152318,7,R,28,R,20,R,8,R,0,R,2,R,1,R,1,R,0,R,18,R,2,R,0,R,4,R,0,R,25,R,3,R,0,R,0
152336,3,R,139,R,18,R,121,R,2,R,2,R,13,R,14,R,0,R,104,R,2,R,2,R,0,R,0,R,82,R,47,R,10,R,0
152336,5,R,326,R,103,R,223,R,0,R,2,R,19,R,27,R,0,R,213,R,11,R,43,R,11,R,0,R,272,R,52,R,2,R,0
152336,7,R,134,R,43,R,91,R,0,R,1,R,12,R,7,R,2,R,107,R,4,R,0,R,1,R,0,R,10,R,75,R,49,R,0
152336,9,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0
152336,10,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0
152381,3,R,2,R,1,R,1,Z,0,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,0,R,1,R,1,R,0,R,0
152381,5,R,161,R,31,R,130,R,0,R,2,R,9,R,10,R,1,R,131,R,4,R,2,R,2,R,0,R,111,R,36,R,14,Z,0
152381,7,R,76,R,12,R,64,R,0,R,1,R,6,R,2,R,0,R,61,R,0,R,5,R,1,R,0,R,11,R,41,R,24,R,0
152381,10,R,32,R,5,R,27,R,0,R,1,R,5,R,1,R,0,R,21,R,0,R,3,R,1,R,0,R,3,R,22,R,7,R,0
152381,12,R,39,R,4,R,35,Z,0,R,1,Z,0,R,1,Z,0,R,36,Z,0,R,1,Z,0,R,0,R,7,R,18,R,14,Z,0
152390,5,R,297,R,0,R,297,R,0,R,1,R,5,R,34,R,0,R,244,R,10,R,2,R,1,R,0,R,287,R,9,R,1,R,0
152390,7,R,28,R,1,R,27,R,0,R,0,R,2,R,4,R,0,R,19,R,1,R,1,R,1,R,0,R,13,R,15,R,0,R,0
152390,9,R,14,R,1,R,13,R,0,R,1,R,3,R,1,R,0,R,9,R,0,R,0,R,0,R,0,R,1,R,12,R,1,R,0
152451,7,R,47,R,43,R,4,R,0,R,0,R,0,R,1,R,0,R,39,R,0,R,0,R,7,R,0,R,2,R,31,R,14,R,0
152451,10,R,14,R,8,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,Z,0,Z,0,R,1,R,0,R,1,R,2,R,11,R,0
152497,2,R,54,R,7,R,47,Z,0,R,1,R,1,R,5,Z,0,R,44,R,3,Z,0,Z,0,R,0,R,24,R,26,R,4,R,0
152530,3,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0
152530,5,R,391,R,149,R,242,R,0,R,9,R,6,R,25,R,1,R,322,R,9,R,0,R,19,R,0,R,382,R,8,R,1,R,0
152530,7,R,12,R,7,R,5,R,0,R,1,R,1,R,0,R,0,R,9,R,0,R,0,R,1,R,0,R,5,R,6,R,1,R,0
152567,3,R,11,R,2,R,9,Z,0,Z,0,Z,0,R,1,Z,0,R,9,Z,0,R,1,Z,0,Z,0,R,6,R,5,Z,0,Z,0
152567,5,R,475,R,290,R,185,R,1,R,4,R,12,R,11,R,0,R,427,R,9,R,6,R,5,R,0,R,463,R,12,Z,0,Z,0
152567,7,R,40,R,6,R,34,Z,0,R,3,R,1,R,1,Z,0,R,33,Z,0,R,2,Z,0,Z,0,R,12,R,26,R,2,Z,0
152567,9,R,37,R,11,R,26,Z,0,R,1,Z,0,R,2,Z,0,R,34,Z,0,Z,0,Z,0,R,0,R,14,R,23,Z,0,Z,0
152567,10,R,70,R,20,R,50,Z,0,Z,0,R,12,R,6,Z,0,R,48,R,4,Z,0,Z,0,Z,0,R,5,R,35,R,30,Z,0
152600,3,R,2,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0
152600,5,R,572,R,225,R,347,R,0,R,16,R,30,R,48,R,0,R,436,R,17,R,8,R,17,R,0,R,528,R,38,R,6,R,0
152600,7,R,260,R,150,R,110,R,1,R,1,R,6,R,11,R,0,R,71,R,5,R,0,R,165,R,0,R,124,R,122,R,14,R,0
152600,9,R,8,R,0,R,8,R,0,R,0,R,1,R,1,R,0,R,6,R,0,R,0,R,0,R,0,R,2,R,4,R,2,R,0
152600,10,R,37,R,18,R,19,R,1,R,0,R,3,R,4,R,0,R,22,R,3,R,0,R,4,R,0,R,16,R,13,R,8,R,0
152600,12,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0
152628,2,R,16,R,1,R,15,R,0,R,0,R,0,R,0,R,0,R,15,R,1,Z,0,R,0,R,0,R,10,R,6,R,0,R,0
152637,2,R,1225,R,586,R,639,R,3,R,46,R,72,R,134,R,1,R,896,R,45,R,18,R,10,R,2,R,1051,R,126,R,46,R,0
152637,3,R,1332,R,692,R,640,R,3,R,51,R,98,R,153,R,3,R,957,R,38,R,17,R,12,R,0,R,1053,R,210,R,69,R,0
152637,5,R,176,R,78,R,98,R,0,R,1,R,7,R,28,R,0,R,133,R,5,R,1,R,1,R,0,R,109,R,43,R,24,R,0
152637,12,R,318,R,235,R,83,R,3,R,10,R,48,R,92,R,4,R,149,R,2,R,9,R,1,R,0,R,117,R,156,R,45,R,0
152673,5,R,184,R,184,Z,0,R,0,R,5,R,6,R,12,R,0,R,144,R,9,R,2,R,6,R,0,R,180,R,4,R,0,R,0
152798,3,R,13,R,1,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,R,3,Z,0,R,0,R,9,R,3,R,1,R,0
152798,5,R,130,R,10,R,120,R,1,R,4,R,3,R,3,R,0,R,101,R,1,R,15,R,2,R,0,R,98,R,29,R,3,R,0
152798,7,R,44,R,5,R,39,R,0,R,0,R,0,R,1,R,0,R,39,R,1,R,3,R,0,R,0,R,6,R,28,R,10,R,0
152798,9,R,15,R,2,R,13,R,0,R,0,R,2,R,0,R,0,R,11,Z,0,R,1,R,1,R,0,R,0,R,11,R,4,R,0
152798,10,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,1,R,3,R,0
152992,5,R,145,R,71,R,74,R,2,R,2,R,9,R,33,R,0,R,85,R,8,R,0,R,6,R,0,R,105,R,27,R,10,R,3
152992,7,R,40,R,10,R,30,R,1,R,0,R,4,R,7,R,0,R,25,R,0,R,0,R,3,R,0,R,11,R,18,R,11,R,0
152992,9,R,30,R,11,R,19,R,0,R,3,R,2,R,2,R,0,R,23,R,0,R,0,R,0,R,0,R,0,R,27,R,3,R,0
152992,10,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0
153001,5,R,409,R,119,R,290,R,4,R,1,R,9,R,44,R,0,R,333,R,9,R,8,R,1,R,0,R,222,R,136,R,51,R,0
153001,7,R,296,R,48,R,248,R,1,R,2,R,12,R,16,R,0,R,254,R,4,R,7,R,0,R,0,R,15,R,185,R,96,R,0
153074,2,R,62,R,1,R,61,Z,0,Z,0,R,2,R,2,Z,0,R,58,Z,0,Z,0,Z,0,R,0,R,52,R,9,R,1,Z,0
153074,12,R,59,R,0,R,59,Z,0,Z,0,R,1,R,3,Z,0,R,53,R,2,Z,0,R,0,R,0,R,45,R,14,Z,0,Z,0
153083,2,R,50,R,1,R,49,R,0,R,0,R,7,R,3,R,0,R,40,R,0,R,0,R,0,R,0,R,40,R,9,R,1,R,0
153083,12,R,31,R,1,R,30,R,0,R,0,R,2,R,3,R,0,R,24,R,2,R,0,R,0,R,0,R,22,R,4,R,5,R,0
153108,5,R,237,R,117,R,120,R,0,R,5,R,7,R,6,R,0,R,208,R,5,R,5,R,1,R,0,R,231,R,6,R,0,R,0
153126,3,R,8,R,3,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,7,Z,0,Z,0,Z,0,R,0,R,0,R,2,R,6,R,0
153126,5,R,148,R,62,R,86,Z,0,R,1,R,10,R,12,Z,0,R,107,R,8,R,3,R,7,R,0,R,124,R,14,R,10,R,0
153126,7,R,39,R,16,R,23,Z,0,R,1,R,2,R,2,Z,0,R,31,R,2,Z,0,R,1,R,0,R,23,R,14,R,2,Z,0
153126,9,R,35,R,4,R,31,Z,0,Z,0,Z,0,R,2,Z,0,R,23,Z,0,R,10,Z,0,R,0,R,13,R,16,R,6,R,0
153144,5,R,253,R,117,R,136,R,0,R,8,R,17,R,17,R,1,R,177,R,8,R,16,R,9,R,0,R,245,R,7,R,1,R,0
153162,2,R,10,R,4,R,6,Z,0,Z,0,R,1,Z,0,Z,0,R,9,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,Z,0,Z,0
153162,5,R,210,R,102,R,108,Z,0,R,6,R,16,R,20,R,1,R,157,R,4,R,4,R,2,Z,0,R,205,R,3,R,2,Z,0
153162,7,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,1,R,1,Z,0
153214,2,R,431,R,240,R,191,R,0,R,15,R,18,R,38,R,0,R,337,R,11,R,12,R,0,R,0,R,250,R,131,R,50,R,0
153214,3,R,1964,R,834,R,1130,R,5,R,88,R,86,R,123,R,0,R,1526,R,69,R,51,R,16,R,28,R,1391,R,445,R,99,R,1
153214,11,R,1341,R,392,R,949,R,5,R,47,R,150,R,149,R,1,R,890,R,37,R,56,R,6,R,521,R,623,R,153,R,44,R,0
153214,12,R,1499,R,465,R,1034,R,3,R,68,R,177,R,209,R,2,R,932,R,32,R,67,R,9,R,316,R,605,R,378,R,200,R,0
153241,2,R,2,R,2,R,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0
153241,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0
153241,5,R,19,R,5,R,14,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,18,Z,0,R,1,R,18,Z,0,Z,0
153250,3,R,24,R,14,R,10,R,0,R,0,R,0,R,1,R,0,R,21,R,0,R,1,R,1,R,0,R,23,R,1,R,0,R,0
153250,5,R,309,R,149,R,160,R,0,R,3,R,0,R,8,R,0,R,253,R,6,R,6,R,33,R,0,R,295,R,13,R,1,R,0
153250,7,R,78,R,28,R,50,R,0,R,2,R,1,R,2,R,0,R,66,R,2,R,3,R,2,R,0,R,4,R,50,R,24,R,0
153269,3,R,13,R,5,R,8,Z,0,R,1,Z,0,R,3,Z,0,R,7,Z,0,Z,0,R,2,R,0,R,9,R,4,Z,0,Z,0
153269,5,R,573,R,218,R,355,R,1,R,32,R,28,R,42,R,0,R,420,R,28,R,2,R,20,R,0,R,526,R,41,R,6,Z,0
153269,7,R,367,R,111,R,256,R,1,R,8,R,15,R,17,R,0,R,310,R,8,Z,0,R,8,R,0,R,44,R,231,R,92,Z,0
153269,9,R,272,R,86,R,186,Z,0,R,9,R,8,R,12,Z,0,R,236,R,4,Z,0,R,3,R,0,R,65,R,172,R,35,Z,0
153269,10,R,4,R,2,R,2,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0
153278,3,R,3,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,1,Z,0
153278,5,R,323,R,180,R,143,R,2,R,2,R,28,R,20,R,2,R,237,R,10,R,12,R,10,Z,0,R,217,R,73,R,33,Z,0
153278,7,R,99,R,31,R,68,Z,0,Z,0,R,4,R,11,Z,0,R,53,Z,0,R,31,Z,0,Z,0,Z,0,R,70,R,29,Z,0
153278,9,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,Z,0
153296,2,R,24,R,3,R,21,Z,0,R,1,Z,0,R,3,Z,0,R,20,Z,0,Z,0,Z,0,R,0,R,15,R,7,R,2,R,0
153296,3,R,177,R,86,R,91,R,1,R,1,R,26,R,15,R,1,R,116,R,8,R,1,R,8,R,0,R,157,R,14,R,6,R,0
153296,12,R,3,R,3,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,Z,0,Z,0
153302,2,R,62,R,27,R,35,R,1,R,2,R,4,R,1,R,0,R,48,R,2,R,4,R,0,R,1,R,58,R,2,R,1,R,0
153302,3,R,2,R,2,R,0,R,0,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,0,R,0,R,2,R,0,R,0,R,0
153302,5,R,36,R,19,R,17,R,0,R,0,R,2,R,1,R,0,R,31,R,1,R,1,R,0,R,0,R,31,R,4,R,1,R,0
153311,2,R,161,R,69,R,92,Z,0,R,3,R,22,R,33,Z,0,R,95,R,7,R,1,Z,0,R,3,R,72,R,66,R,20,Z,0
153311,3,R,767,R,247,R,520,R,2,R,16,R,56,R,87,R,1,R,566,R,30,R,7,R,2,R,70,R,450,R,184,R,63,Z,0
153311,11,R,260,R,30,R,230,R,1,R,5,R,20,R,37,R,0,R,185,R,10,R,2,Z,0,R,158,R,51,R,44,R,7,R,0
153311,12,R,285,R,203,R,82,R,2,R,4,R,14,R,31,R,1,R,219,R,13,R,1,Z,0,R,108,R,89,R,57,R,31,Z,0
153320,2,R,14,R,4,R,10,R,0,R,1,R,0,R,3,R,0,R,7,R,3,R,0,R,0,R,0,R,14,R,0,R,0,R,0
153320,3,R,22,R,10,R,12,R,0,R,1,R,0,R,1,R,0,R,20,R,0,R,0,R,0,R,0,R,19,R,3,R,0,R,0
153320,5,R,51,R,28,R,23,R,1,R,0,R,0,R,2,R,1,R,45,R,0,R,0,R,2,R,0,R,46,R,4,R,1,R,0
153320,7,R,13,R,10,R,3,R,0,R,0,R,0,R,0,R,0,R,13,R,0,R,0,R,0,R,0,R,2,R,7,R,4,R,0
153320,9,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,1,R,3,R,0
153366,5,R,192,R,74,R,118,R,1,R,3,R,26,R,14,R,4,R,104,R,14,R,13,R,13,R,0,R,128,R,55,R,9,R,0
153366,7,R,91,R,15,R,76,R,0,R,4,R,4,R,8,R,0,R,59,R,3,R,9,R,4,R,0,R,6,R,58,R,27,R,0
153366,9,R,5,R,1,R,4,R,0,R,0,R,0,R,0,R,0,R,5,R,0,R,0,R,0,R,0,R,0,R,1,R,4,R,0
153366,10,R,20,R,2,R,18,Z,0,R,1,R,2,Z,0,Z,0,R,16,Z,0,R,1,Z,0,R,0,R,0,R,5,R,15,R,0
153375,5,R,350,R,153,R,197,R,0,R,11,R,30,R,39,R,0,R,222,R,13,R,25,R,10,R,0,R,264,R,66,R,20,R,0
153375,7,R,108,R,34,R,74,R,0,R,0,R,8,R,11,R,0,R,78,R,7,R,3,R,1,R,0,R,21,R,62,R,25,R,0
153375,10,R,9,R,2,R,7,R,0,R,0,R,0,R,0,R,0,R,6,R,2,R,1,R,0,R,0,R,0,R,9,R,0,R,0
153375,12,R,1,R,1,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0
153384,5,R,383,R,192,R,191,R,0,R,27,R,17,R,29,R,0,R,218,R,15,R,15,R,62,R,0,R,378,R,5,R,0,R,0
153427,2,R,18,R,1,R,17,Z,0,Z,0,R,3,R,5,Z,0,R,8,R,1,R,1,Z,0,R,5,R,1,R,11,R,1,Z,0
153427,3,R,15,R,14,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,11,R,2,Z,0,Z,0,Z,0,R,13,R,1,R,1,Z,0
153427,5,R,6,R,5,R,1,Z,0,R,1,R,1,R,1,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0
153427,12,R,7,R,0,R,7,R,0,R,0,R,3,R,1,R,0,R,2,R,1,R,0,R,0,R,0,R,3,R,3,R,1,Z,0
153445,2,R,285,R,144,R,141,R,1,R,7,R,22,R,8,R,0,R,234,R,9,R,2,R,2,R,0,R,200,R,60,R,25,R,0
153445,3,R,640,R,286,R,354,R,2,R,7,R,31,R,37,R,0,R,516,R,29,R,1,R,17,R,1,R,477,R,128,R,34,R,0
153445,11,R,29,R,13,R,16,R,0,R,1,R,0,R,1,R,0,R,23,R,4,R,0,R,0,R,0,R,13,R,15,R,1,R,0
153445,12,R,72,R,48,R,24,R,0,R,3,R,1,R,8,R,0,R,58,R,2,R,0,R,0,R,0,R,62,R,9,R,1,R,0
153463,2,R,7,R,0,R,7,Z,0,Z,0,R,1,R,2,Z,0,R,4,Z,0,Z,0,Z,0,R,0,R,2,R,4,R,1,R,0
153472,2,R,152,R,85,R,67,R,0,R,0,R,1,R,13,R,0,R,135,R,2,R,0,R,1,R,0,R,114,R,29,R,9,R,0
153472,3,R,460,R,181,R,279,R,0,R,6,R,39,R,44,R,1,R,314,R,14,R,4,R,38,R,1,R,366,R,75,R,18,R,0
153472,11,R,12,R,5,R,7,R,0,R,0,R,0,R,0,R,1,R,10,R,0,R,0,R,1,R,0,R,10,R,2,R,0,R,0
153472,12,R,8,R,6,R,2,R,0,R,2,R,0,R,0,R,1,R,5,R,0,R,0,R,0,R,0,R,7,R,1,R,0,R,0
153524,2,R,186,R,71,R,115,R,1,R,3,R,7,R,21,R,0,R,118,R,14,R,19,R,3,R,2,R,129,R,40,R,15,R,0
153524,3,R,811,R,378,R,433,R,1,R,8,R,67,R,77,R,0,R,522,R,73,R,37,R,26,R,20,R,618,R,126,R,47,Z,0
153524,11,R,141,R,14,R,127,R,0,R,3,R,5,R,22,R,0,R,93,R,14,R,4,R,0,R,101,R,27,R,11,R,2,R,0
153524,12,R,27,R,25,R,2,Z,0,Z,0,R,0,R,1,Z,0,R,22,R,4,R,0,Z,0,R,0,R,20,R,7,R,0,Z,0
153533,2,R,45,R,26,R,19,Z,0,Z,0,Z,0,R,1,Z,0,R,42,R,1,R,1,Z,0,Z,0,R,34,R,8,R,3,Z,0
153533,3,R,305,R,161,R,144,Z,0,R,4,R,11,R,25,Z,0,R,241,R,4,R,20,Z,0,Z,0,R,198,R,105,R,2,Z,0
153542,2,R,7,R,1,R,6,Z,0,R,1,Z,0,Z,0,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,R,6,R,1,Z,0,Z,0
153597,2,R,8,R,0,R,8,R,0,R,1,R,1,R,1,R,0,R,5,R,0,R,0,R,0,R,0,R,5,R,3,R,0,R,0
153597,12,R,52,R,2,R,50,R,3,R,1,R,8,R,9,R,2,R,26,R,3,R,0,R,0,R,0,R,28,R,21,R,3,R,0
153603,5,R,5669,R,3078,R,2591,R,5,R,231,R,120,R,180,R,2,R,4298,R,259,R,399,R,175,R,0,R,5258,R,385,R,26,R,0
153603,7,R,833,R,418,R,415,R,1,R,30,R,24,R,26,R,0,R,452,R,23,R,50,R,227,R,0,R,268,R,493,R,72,R,0
153603,9,R,484,R,212,R,272,R,0,R,19,R,8,R,8,R,0,R,224,R,8,R,63,R,154,R,0,R,9,R,439,R,36,R,0
153603,10,R,191,R,88,R,103,R,1,R,2,R,4,R,2,R,0,R,127,R,5,R,22,R,28,R,0,R,120,R,63,R,8,R,0
153630,2,R,247,R,104,R,143,R,2,R,5,R,17,R,33,R,1,R,177,R,6,R,2,R,4,R,2,R,160,R,66,R,19,R,0
153630,3,R,658,R,298,R,360,R,14,R,14,R,68,R,63,R,2,R,436,R,10,R,12,R,39,R,12,R,470,R,134,R,42,R,0
153630,11,R,66,R,8,R,58,R,0,R,2,R,2,R,7,R,1,R,40,R,11,R,3,R,0,R,41,R,25,R,0,R,0,R,0
153630,12,R,316,R,236,R,80,R,4,R,2,R,13,R,40,R,0,R,222,R,11,R,21,R,3,R,67,R,197,R,33,R,19,R,0
153658,5,R,4853,R,2156,R,2697,R,5,R,235,R,139,R,408,R,2,R,3640,R,170,R,152,R,102,R,0,R,4328,R,458,R,67,R,0
153658,7,R,1650,R,803,R,847,R,1,R,77,R,51,R,94,R,0,R,1151,R,51,R,40,R,185,R,0,R,335,R,1047,R,268,R,0
153658,9,R,906,R,397,R,509,R,1,R,65,R,29,R,63,R,0,R,581,R,18,R,41,R,108,R,0,R,42,R,806,R,58,R,0
153658,10,R,1241,R,527,R,714,R,0,R,56,R,37,R,81,R,0,R,932,R,36,R,44,R,55,R,0,R,545,R,528,R,168,R,0
153737,2,R,424,R,181,R,243,R,3,R,7,R,43,R,29,R,0,R,308,R,9,R,14,R,11,R,0,R,274,R,117,R,33,R,0
153737,3,R,1453,R,568,R,885,R,7,R,25,R,109,R,88,R,1,R,1113,R,34,R,54,R,22,R,1,R,1038,R,321,R,93,R,0
153737,12,R,423,R,252,R,171,R,2,R,1,R,30,R,21,R,0,R,325,R,8,R,20,R,16,R,1,R,313,R,77,R,32,R,0
153746,2,R,6,R,0,R,6,R,0,R,0,R,1,R,0,R,0,R,4,R,1,R,0,R,0,R,0,R,4,R,2,R,0,R,0
153746,12,R,25,R,0,R,25,R,0,R,1,R,4,R,6,R,0,R,10,R,4,R,0,R,0,R,0,R,13,R,11,R,1,R,0
153764,2,R,25,R,2,R,23,R,0,R,0,R,3,R,3,R,0,R,17,R,2,R,0,R,0,R,0,R,16,R,8,R,1,R,0
153764,12,R,66,R,1,R,65,R,1,R,2,R,10,R,11,R,0,R,34,R,8,R,0,R,0,R,0,R,46,R,17,R,3,R,0
153773,2,R,12,R,2,R,10,R,0,R,0,R,1,R,1,R,0,R,10,R,0,R,0,R,0,R,0,R,11,R,1,R,0,R,0
153773,12,R,35,R,1,R,34,R,0,R,2,R,4,R,5,R,0,R,24,R,0,R,0,R,0,R,0,R,18,R,8,R,9,R,0
153782,2,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,0,R,0,R,0,R,1,R,1,R,1,R,0
153782,12,R,16,R,2,R,14,R,0,R,0,R,1,R,8,R,0,R,7,R,0,R,0,R,0,R,0,R,11,R,5,R,0,R,0
153825,5,R,226,R,128,R,98,R,0,R,1,R,11,R,24,R,0,R,172,R,3,R,15,R,0,Z,0,R,212,R,14,Z,0,Z,0
153825,7,R,37,R,16,R,21,R,0,R,1,R,0,R,4,R,0,R,29,R,1,R,0,R,2,Z,0,R,12,R,20,R,5,Z,0
153834,5,R,343,R,150,R,193,R,1,R,5,R,11,R,16,R,3,R,278,R,4,R,3,R,22,R,0,R,338,R,5,R,0,R,0
