UNITID,AWLEVELC,CSTOTLT,YEAR
212984,03,18,2020
212984,05,471,2020
212984,07,406,2020
212984,09,3,2020
212993,05,31,2020
212993,12,9,2020
213011,03,5,2020
213011,05,268,2020
213011,07,123,2020
213011,09,68,2020
213011,10,7,2020
213020,02,154,2020
213020,03,28,2020
213020,05,1749,2020
213020,07,640,2020
213020,09,124,2020
213020,10,64,2020
213020,12,50,2020
213163,02,27,2020
213181,02,119,2020
213181,03,26,2020
213181,11,4,2020
213181,12,7,2020
213215,02,27,2020
213215,11,131,2020
213215,12,24,2020
213233,02,21,2020
213233,03,148,2020
213251,05,318,2020
213251,12,3,2020
213303,02,9,2020
213303,03,34,2020
213303,05,181,2020
213303,07,34,2020
213321,05,433,2020
213321,07,136,2020
213330,02,4,2020
213330,12,9,2020
213349,05,1496,2020
213349,07,283,2020
213349,09,15,2020
213349,10,1,2020
213358,03,16,2020
213358,05,344,2020
213358,07,67,2020
213358,09,1,2020
213358,10,6,2020
213367,03,86,2020
213367,05,697,2020
213367,07,533,2020
213367,09,35,2020
213367,10,14,2020
213376,02,49,2020
213376,03,303,2020
213376,05,77,2020
213376,11,17,2020
213376,12,22,2020
213385,05,603,2020
213400,02,2,2020
213400,03,51,2020
213400,05,288,2020
213400,07,86,2020
213400,09,7,2020
213400,10,1,2020
213446,07,22,2020
213446,09,7,2020
213446,10,3,2020
213455,02,32,2020
213455,12,116,2020
213473,02,10,2020
213473,03,31,2020
213473,12,9,2020
213491,02,11,2020
213491,12,14,2020
213507,05,347,2020
213507,07,46,2020
213507,09,34,2020
213507,10,16,2020
213525,02,64,2020
213525,03,765,2020
213525,12,16,2020
213534,02,19,2020
213534,03,133,2020
213534,11,71,2020
213543,05,1260,2020
213543,07,522,2020
213543,09,103,2020
213543,10,20,2020
213543,12,30,2020
213552,02,15,2020
213570,02,219,2020
213570,03,47,2020
213589,02,83,2020
213589,03,15,2020
213598,05,330,2020
213598,07,104,2020
213613,03,68,2020
213613,05,640,2020
213613,07,154,2020
213622,02,35,2020
213631,07,48,2020
213631,10,2,2020
213659,02,56,2020
213659,03,556,2020
213659,12,21,2020
213668,05,273,2020
213774,03,107,2020
213774,05,11,2020
213774,10,5,2020
213783,03,33,2020
213783,05,307,2020
213783,07,7,2020
213826,05,343,2020
213826,07,375,2020
213826,09,17,2020
213826,10,50,2020
213914,03,149,2020
213932,02,77,2020
213987,05,598,2020
213987,07,140,2020
213987,10,14,2020
213996,05,636,2020
213996,07,192,2020
213996,09,10,2020
213996,10,35,2020
213996,12,34,2020
214041,03,42,2020
214041,05,1387,2020
214041,07,295,2020
214041,09,17,2020
214069,02,8,2020
214069,05,456,2020
214069,07,176,2020
214069,09,58,2020
214069,10,2,2020
214069,12,1,2020
214111,02,85,2020
214111,03,1186,2020
214111,11,8,2020
214111,12,130,2020
214148,05,62,2020
214148,07,7,2020
214157,05,497,2020
214157,07,88,2020
214157,09,1,2020
214157,10,10,2020
214166,02,8,2020
214166,03,119,2020
214166,05,176,2020
214166,07,20,2020
214175,02,2,2020
214175,03,1,2020
214175,05,580,2020
214175,12,8,2020
214272,03,1,2020
214272,05,357,2020
214272,07,143,2020
214272,09,34,2020
214272,10,1,2020
214290,02,119,2020
214290,03,169,2020
214290,11,39,2020
214379,02,86,2020
214379,03,1118,2020
214379,11,13,2020
214379,12,109,2020
214476,02,24,2020
214528,12,212,2020
214564,07,127,2020
214564,09,199,2020
214564,10,31,2020
214582,02,54,2020
214582,03,64,2020
214883,03,68,2020
214883,05,185,2020
214883,07,27,2020
214883,12,22,2020
214892,02,82,2020
214892,03,23,2020
214892,11,44,2020
214892,12,24,2020
214944,02,155,2020
214944,03,22,2020
214944,12,43,2020
214971,02,18,2020
214971,05,33,2020
214971,07,32,2020
214971,10,4,2020
215008,02,31,2020
215044,12,48,2020
215053,05,60,2020
215062,05,2710,2020
215062,07,4175,2020
215062,09,1274,2020
215062,10,117,2020
215062,12,46,2020
215105,05,377,2020
215105,07,96,2020
215114,03,1,2020
215114,05,136,2020
215114,07,149,2020
215114,10,3,2020
215123,07,298,2020
215123,09,514,2020
215123,10,38,2020
215132,05,286,2020
215132,07,76,2020
215132,09,253,2020
215132,10,16,2020
215239,02,44,2020
215239,03,1486,2020
215239,12,148,2020
215266,03,30,2020
215266,05,229,2020
215275,05,282,2020
215275,12,7,2020
215284,03,19,2020
215284,05,429,2020
215284,12,8,2020
215293,03,2,2020
215293,05,4694,2020
215293,07,1994,2020
215293,09,1113,2020
215293,10,315,2020
215293,12,962,2020
215309,03,61,2020
215336,02,8,2020
215336,11,9,2020
215336,12,2,2020
215381,02,156,2020
215381,03,93,2020
215381,11,329,2020
215390,02,4,2020
215390,03,109,2020
215415,02,97,2020
215415,03,435,2020
215415,05,36,2020
215415,12,11,2020
215424,07,16,2020
215424,09,13,2020
215424,10,19,2020
215442,03,2,2020
215442,05,622,2020
215442,07,339,2020
215442,09,41,2020
215442,10,79,2020
215479,02,34,2020
215530,02,37,2020
215530,12,5,2020
215585,02,32,2020
215585,03,417,2020
215585,12,1,2020
215594,02,157,2020
215619,07,5,2020
215637,03,66,2020
215637,05,29,2020
215655,05,844,2020
215655,07,344,2020
215655,09,64,2020
215655,10,39,2020
215655,12,37,2020
215682,02,37,2020
215682,03,146,2020
215682,12,35,2020
215691,05,114,2020
215691,07,130,2020
215691,10,44,2020
215743,03,14,2020
215743,05,324,2020
215743,07,261,2020
215743,09,25,2020
215770,05,1208,2020
215770,07,1057,2020
215770,09,16,2020
215770,10,17,2020
215798,05,349,2020
215798,07,74,2020
215798,09,4,2020
215798,12,22,2020
215813,07,11,2020
215886,02,13,2020
215886,12,8,2020
215929,05,878,2020
215929,07,610,2020
215929,09,3,2020
215929,10,11,2020
215947,02,1,2020
215947,05,323,2020
215947,07,162,2020
215947,10,9,2020
215974,02,117,2020
215983,02,20,2020
215992,02,38,2020
215992,03,39,2020
215992,11,10,2020
215992,12,13,2020
216010,05,1059,2020
216010,07,272,2020
216010,09,9,2020
216010,10,7,2020
216010,12,55,2020
216038,05,1816,2020
216038,07,427,2020
216038,09,57,2020
216038,10,10,2020
216038,12,57,2020
216047,05,10,2020
216047,07,34,2020
216047,10,1,2020
216074,02,25,2020
216074,12,70,2020
216083,03,71,2020
216162,02,80,2020
216223,02,41,2020
216223,11,2,2020
216223,12,2,2020
216278,05,530,2020
216287,05,418,2020
216296,02,28,2020
216296,03,436,2020
216311,05,23,2020
216339,02,284,2020
216339,05,6858,2020
216339,07,2101,2020
216339,09,1058,2020
216339,10,108,2020
216339,12,3,2020
216348,07,2,2020
216348,10,1,2020
216357,03,2,2020
216357,05,111,2020
216366,02,11,2020
216366,03,46,2020
216366,05,1005,2020
216366,07,903,2020
216366,09,473,2020
216366,10,110,2020
216366,11,35,2020
216366,12,3,2020
216418,03,8,2020
216436,03,56,2020
216445,03,62,2020
216454,03,48,2020
216463,07,36,2020
216463,09,3,2020
216524,05,314,2020
216542,02,3,2020
216542,03,5,2020
216542,05,89,2020
216542,07,22,2020
216551,03,67,2020
216551,12,18,2020
216579,02,14,2020
216579,12,22,2020
216597,05,1791,2020
216597,07,1261,2020
216597,09,202,2020
216597,10,191,2020
216597,12,4,2020
216630,02,15,2020
216667,05,339,2020
216694,05,311,2020
216694,07,124,2020
216694,09,8,2020
216746,02,39,2020
216746,11,9,2020
216764,05,3104,2020
216764,07,1041,2020
216764,09,32,2020
216764,10,317,2020
216773,02,59,2020
216782,02,31,2020
216782,03,73,2020
216807,05,249,2020
216807,07,14,2020
216816,07,148,2020
216816,09,11,2020
216816,10,1,2020
216825,02,57,2020
216825,03,502,2020
216825,12,105,2020
216852,03,23,2020
216852,05,704,2020
216852,07,605,2020
216852,09,375,2020
216852,10,5,2020
216852,12,6,2020
216931,05,531,2020
216931,07,822,2020
216931,09,144,2020
216940,03,72,2020
217013,03,3,2020
217013,05,143,2020
217013,07,120,2020
217040,05,3,2020
217059,03,10,2020
217059,05,793,2020
217059,07,80,2020
217059,09,10,2020
217059,10,15,2020
217077,02,157,2020
217077,03,167,2020
217077,11,31,2020
217156,05,1743,2020
217156,07,732,2020
217156,09,354,2020
217165,05,836,2020
217165,07,212,2020
217165,10,11,2020
217235,03,290,2020
217235,05,1489,2020
217235,07,236,2020
217235,09,14,2020
217235,10,16,2020
217235,12,23,2020
217305,03,770,2020
217305,05,301,2020
217305,07,67,2020
217305,09,7,2020
217323,02,53,2020
217323,12,437,2020
217402,02,20,2020
217402,03,1,2020
217402,05,963,2020
217402,07,232,2020
217402,10,21,2020
217402,12,40,2020
217420,05,1289,2020
217420,07,298,2020
217420,09,1,2020
217420,10,38,2020
217420,12,26,2020
217475,02,99,2020
217475,03,2092,2020
217475,12,123,2020
217484,05,3333,2020
217484,07,602,2020
217484,09,243,2020
217484,10,92,2020
217484,12,14,2020
217493,05,446,2020
217493,07,205,2020
217518,02,7,2020
217518,03,39,2020
217518,05,993,2020
217518,07,137,2020
217518,10,9,2020
217536,05,444,2020
217536,07,219,2020
217536,09,8,2020
217536,10,60,2020
217581,02,29,2020
217581,12,25,2020
217606,03,5,2020
217606,05,32,2020
217606,07,18,2020
217615,02,38,2020
217615,03,243,2020
217615,12,102,2020
217624,05,40,2020
217624,07,5,2020
217633,05,583,2020
217633,07,215,2020
217633,09,22,2020
217633,10,9,2020
217688,05,566,2020
217688,07,187,2020
217712,02,52,2020
217712,03,227,2020
217712,12,95,2020
217721,05,231,2020
217721,07,5,2020
217749,03,37,2020
217749,05,535,2020
217749,07,84,2020
217749,09,5,2020
217776,03,27,2020
217776,05,269,2020
217776,07,63,2020
217794,02,19,2020
217794,12,47,2020
217819,05,2125,2020
217819,07,181,2020
217819,10,7,2020
217819,12,2,2020
217828,02,18,2020
217837,02,18,2020
217837,03,140,2020
217837,12,147,2020
217864,05,647,2020
217864,07,316,2020
217864,10,91,2020
217873,05,315,2020
217873,07,25,2020
217882,05,4806,2020
217882,07,1665,2020
217882,09,249,2020
217882,10,124,2020
217882,12,162,2020
217891,03,19,2020
217891,05,9,2020
217907,05,218,2020
217907,07,78,2020
217925,02,2,2020
217925,03,16,2020
217925,05,115,2020
217925,07,161,2020
217925,09,18,2020
217925,10,11,2020
217934,03,5,2020
217934,05,294,2020
217934,07,77,2020
217961,05,188,2020
217961,07,95,2020
217961,10,18,2020
217989,02,20,2020
217989,03,17,2020
217989,12,63,2020
217998,05,97,2020
217998,07,12,2020
217998,09,22,2020
218025,02,58,2020
218025,03,455,2020
218025,12,222,2020
218043,03,13,2020
218043,12,5,2020
218061,05,543,2020
218061,07,118,2020
218061,09,3,2020
218061,10,10,2020
218070,05,671,2020
218070,07,43,2020
218113,02,311,2020
218113,03,1153,2020
218113,11,18,2020
218113,12,316,2020
218140,02,66,2020
218140,03,1033,2020
218140,12,462,2020
218159,02,48,2020
218195,02,46,2020
218195,12,1,2020
218229,05,494,2020
218229,07,27,2020
218229,12,4,2020
218238,03,28,2020
218238,05,400,2020
218238,07,26,2020
218335,05,213,2020
218335,07,257,2020
218335,09,503,2020
218353,02,74,2020
218353,03,1204,2020
218353,11,21,2020
218353,12,766,2020
218399,05,108,2020
218414,05,231,2020
218441,05,400,2020
218441,07,83,2020
218441,09,10,2020
218441,10,2,2020
218487,02,76,2020
218487,03,227,2020
218487,12,188,2020
218520,02,127,2020
218520,03,674,2020
218520,12,503,2020
218539,05,197,2020
218539,09,46,2020
218645,05,568,2020
218645,07,70,2020
218654,05,408,2020
218654,12,1,2020
218663,03,4,2020
218663,05,6109,2020
218663,07,1600,2020
218663,09,929,2020
218663,10,311,2020
218663,12,13,2020
218672,03,139,2020
218681,03,110,2020
218690,03,154,2020
218706,03,47,2020
218724,05,1953,2020
218724,07,281,2020
218724,09,1,2020
218724,10,9,2020
218733,05,329,2020
218733,07,77,2020
218733,09,17,2020
218733,10,7,2020
218742,05,1265,2020
218742,07,20,2020
218742,10,2,2020
218751,09,92,2020
218821,03,205,2020
218830,02,53,2020
218830,03,548,2020
218830,12,159,2020
218858,02,28,2020
218858,03,320,2020
218858,12,236,2020
218867,02,12,2020
218885,02,100,2020
218885,03,816,2020
218885,11,89,2020
218885,12,970,2020
218894,02,67,2020
218894,03,1287,2020
218894,12,628,2020
218919,05,86,2020
218955,02,16,2020
218955,03,54,2020
218955,12,30,2020
218964,05,983,2020
218964,07,279,2020
218964,10,40,2020
218973,05,391,2020
218991,02,98,2020
218991,03,678,2020
218991,12,608,2020
219000,05,400,2020
219000,07,160,2020
219037,02,41,2020
219037,12,6,2020
219046,03,42,2020
219046,05,402,2020
219046,07,67,2020
219046,12,48,2020
219082,02,3,2020
219082,03,52,2020
219082,05,346,2020
219082,07,123,2020
219082,09,16,2020
219082,10,20,2020
219082,12,13,2020
219091,03,1,2020
219091,05,167,2020
219091,07,27,2020
219091,10,1,2020
219125,02,31,2020
219125,12,67,2020
219143,02,224,2020
219143,03,595,2020
219143,11,18,2020
219170,02,11,2020
219189,02,111,2020
219189,03,306,2020
219189,11,1,2020
219189,12,35,2020
219198,02,2,2020
219198,03,17,2020
219198,05,111,2020
219198,07,25,2020
219198,09,34,2020
219198,10,3,2020
219204,02,38,2020
219204,03,162,2020
219204,05,281,2020
219204,07,140,2020
219204,09,24,2020
219204,12,13,2020
219240,07,29,2020
219240,09,6,2020
219259,03,18,2020
219259,05,247,2020
219259,07,66,2020
219259,12,17,2020
219277,03,103,2020
219277,05,61,2020
219277,07,3,2020
219277,12,16,2020
219295,02,2,2020
219295,03,9,2020
219295,05,154,2020
219295,07,7,2020
219338,02,5,2020
219347,03,3,2020
219347,05,416,2020
219347,07,84,2020
219347,09,15,2020
219347,10,24,2020
219356,03,87,2020
219356,05,1893,2020
219356,07,378,2020
219356,09,165,2020
219356,10,26,2020
219356,12,21,2020
219374,02,7,2020
219374,03,46,2020
219374,05,27,2020
219374,07,11,2020
219383,03,5,2020
219383,05,330,2020
219383,07,163,2020
219392,02,11,2020
219408,02,8,2020
219408,03,16,2020
219426,02,303,2020
219426,03,614,2020
219426,11,19,2020
219426,12,13,2020
219453,02,50,2020
219453,12,22,2020
219471,03,27,2020
219471,05,1288,2020
219471,07,566,2020
219471,09,250,2020
219471,10,42,2020
219471,12,6,2020
219480,02,127,2020
219480,03,202,2020
219480,11,45,2020
219480,12,29,2020
219505,03,1,2020
219505,05,16,2020
219587,02,24,2020
219596,02,136,2020
219602,03,1060,2020
219602,05,1666,2020
219602,07,432,2020
219602,10,27,2020
219639,03,4,2020
219639,05,218,2020
219709,05,1609,2020
219709,07,308,2020
219709,09,282,2020
219718,03,74,2020
219718,05,535,2020
219718,07,194,2020
219790,03,9,2020
219790,05,221,2020
219790,07,94,2020
219806,03,21,2020
219806,05,429,2020
219806,07,257,2020
219806,09,56,2020
219806,10,43,2020
219824,02,93,2020
219824,03,1161,2020
219824,12,219,2020
219833,03,10,2020
219833,05,273,2020
219833,07,126,2020
219842,02,56,2020
219842,07,69,2020
219842,09,3,2020
219851,02,24,2020
219851,12,55,2020
219879,02,253,2020
219879,03,462,2020
219879,12,432,2020
219888,02,23,2020
219888,03,880,2020
219888,11,142,2020
219903,02,132,2020
219903,03,142,2020
219903,12,423,2020
219921,02,139,2020
219949,03,203,2020
219949,05,261,2020
219949,07,114,2020
219949,11,27,2020
219976,03,3,2020
219976,05,666,2020
219976,07,559,2020
219976,09,128,2020
219976,10,132,2020
219994,02,289,2020
219994,12,121,2020
220002,02,22,2020
220002,03,17,2020
220057,02,167,2020
220057,03,365,2020
220057,12,156,2020
220075,05,2557,2020
220075,07,735,2020
220075,09,283,2020
220075,10,84,2020
220118,02,46,2020
220118,03,39,2020
220118,12,57,2020
220127,02,272,2020
220127,12,111,2020
220163,02,22,2020
220163,12,4,2020
220181,05,70,2020
220181,07,12,2020
220206,03,3,2020
220206,05,38,2020
220206,07,7,2020
220215,03,3,2020
220215,05,325,2020
220215,07,140,2020
220215,09,13,2020
220215,10,5,2020
220251,02,168,2020
220279,02,128,2020
220279,12,13,2020
220321,02,119,2020
220321,12,27,2020
220394,02,91,2020
220400,02,56,2020
220400,03,620,2020
220400,12,62,2020
220464,02,17,2020
220464,03,34,2020
220473,03,15,2020
220473,05,148,2020
220473,07,104,2020
220473,09,5,2020
220473,10,5,2020
220473,12,5,2020
220491,02,65,2020
220491,12,43,2020
220516,03,9,2020
220516,05,559,2020
220516,07,203,2020
220516,09,5,2020
220516,10,4,2020
220552,02,125,2020
220552,03,554,2020
220552,05,274,2020
220552,07,146,2020
220552,09,164,2020
220552,12,3,2020
220598,03,1,2020
220598,05,157,2020
220604,03,3,2020
220604,05,114,2020
220613,05,876,2020
220613,07,160,2020
220613,10,5,2020
220631,03,199,2020
220631,05,367,2020
220631,07,432,2020
220631,09,490,2020
220631,10,154,2020
220640,02,214,2020
220640,12,31,2020
220701,03,9,2020
220701,05,133,2020
220701,07,11,2020
220710,05,234,2020
220756,02,76,2020
220756,12,26,2020
220765,02,83,2020
220765,12,50,2020
220792,07,112,2020
220792,09,149,2020
220853,02,386,2020
220853,11,47,2020
220862,05,3059,2020
220862,07,933,2020
220862,09,286,2020
220862,10,195,2020
220871,07,39,2020
220871,09,21,2020
220978,05,4009,2020
220978,07,713,2020
220978,09,56,2020
220978,10,66,2020
220978,12,32,2020
220996,09,69,2020
221050,02,362,2020
221050,12,2,2020
221096,02,18,2020
221096,03,1121,2020
221096,12,104,2020
221102,02,165,2020
221102,12,47,2020
221148,02,556,2020
221148,03,23,2020
221148,12,158,2020
221184,02,187,2020
221184,03,925,2020
221184,12,73,2020
221236,02,147,2020
221236,11,25,2020
221236,12,71,2020
221281,02,114,2020
221281,12,45,2020
221333,02,169,2020
221351,05,441,2020
221351,07,24,2020
221351,10,6,2020
221388,02,78,2020
221388,11,4,2020
221388,12,43,2020
221397,02,73,2020
221397,03,978,2020
221397,12,70,2020
221430,02,121,2020
221485,02,32,2020
221485,03,946,2020
221485,12,115,2020
221494,02,267,2020
221494,11,17,2020
221494,12,34,2020
221519,05,423,2020
221519,07,39,2020
221519,09,9,2020
221519,10,2,2020
221582,02,83,2020
221582,11,22,2020
221582,12,42,2020
221591,02,195,2020
221591,11,49,2020
221591,12,43,2020
221607,02,113,2020
221607,12,1,2020
221616,02,197,2020
221616,11,36,2020
221616,12,42,2020
221625,02,331,2020
221625,11,45,2020
221625,12,29,2020
221634,02,83,2020
221634,12,10,2020
221643,02,16,2020
221643,03,1638,2020
221643,12,488,2020
221661,03,116,2020
221661,05,351,2020
221661,07,120,2020
221661,09,10,2020
221661,10,5,2020
221670,09,129,2020
221731,05,273,2020
221731,07,26,2020
221740,05,2008,2020
221740,07,413,2020
221740,09,87,2020
221740,10,17,2020
221759,05,5060,2020
221759,07,1598,2020
221759,09,620,2020
221759,10,122,2020
221768,05,1073,2020
221768,07,116,2020
221829,02,92,2020
221829,12,72,2020
221838,03,9,2020
221838,05,945,2020
221838,07,354,2020
221838,09,94,2020
221838,10,67,2020
221847,05,1948,2020
221847,07,354,2020
221847,09,30,2020
221847,10,50,2020
221892,02,1,2020
221892,03,35,2020
221892,05,506,2020
221892,07,406,2020
221892,09,134,2020
221892,10,38,2020
221908,02,215,2020
221908,03,974,2020
221908,12,230,2020
221953,03,32,2020
221953,05,274,2020
221953,07,166,2020
221971,02,9,2020
221971,03,32,2020
221971,05,494,2020
221971,07,284,2020
221971,09,116,2020
221971,10,29,2020
221999,05,1692,2020
221999,07,1508,2020
221999,09,646,2020
221999,10,41,2020
222053,02,165,2020
222053,03,1220,2020
222053,12,277,2020
222062,02,59,2020
222062,03,964,2020
222062,12,305,2020
222105,02,24,2020
222105,03,22,2020
222105,12,84,2020
222178,03,4,2020
222178,05,768,2020
222178,07,395,2020
222178,09,55,2020
222178,10,28,2020
222567,02,246,2020
222567,03,860,2020
222567,12,218,2020
222576,02,335,2020
222576,03,1241,2020
222576,12,443,2020
222628,05,50,2020
222628,07,314,2020
222822,02,329,2020
222822,03,432,2020
222822,11,3,2020
222822,12,80,2020
222831,05,1162,2020
222831,07,575,2020
222831,09,25,2020
222831,10,50,2020
222831,12,38,2020
222877,05,30,2020
222877,07,3,2020
222886,02,117,2020
222886,11,107,2020
222886,12,7,2020
222938,02,4,2020
222938,03,52,2020
222938,05,116,2020
222983,05,274,2020
222983,07,20,2020
222992,02,339,2020
222992,03,4244,2020
222992,05,23,2020
222992,12,830,2020
223001,07,33,2020
223001,09,3,2020
223056,02,35,2020
223056,12,2,2020
223083,02,29,2020
223083,03,293,2020
223083,05,35,2020
223083,07,5,2020
223083,12,6,2020
223117,03,3,2020
223117,05,4,2020
223117,07,21,2020
223223,07,79,2020
223223,09,287,2020
223232,05,3395,2020
223232,07,864,2020
223232,09,423,2020
223232,10,7,2020
223320,02,151,2020
223320,03,411,2020
223320,12,190,2020
223427,02,116,2020
223427,03,2331,2020
223427,12,61,2020
223463,02,169,2020
223463,03,72,2020
223463,05,5,2020
223463,12,28,2020
223472,03,120,2020
223506,02,177,2020
223506,03,508,2020
223506,05,36,2020
223506,12,220,2020
223816,02,376,2020
223816,03,1436,2020
223816,12,330,2020
223852,02,16,2020
223898,02,204,2020
223898,03,413,2020
223922,02,150,2020
223922,03,186,2020
224004,05,462,2020
224004,07,357,2020
224004,09,19,2020
224013,02,19,2020
224013,12,1,2020
224110,02,250,2020
224110,03,983,2020
224147,05,1907,2020
224147,07,719,2020
224147,09,39,2020
224147,10,15,2020
224147,12,6,2020
224156,02,85,2020
224156,12,90,2020
224226,03,15,2020
224226,05,639,2020
224226,07,506,2020
224226,09,45,2020
224226,10,23,2020
224226,12,2,2020
224244,03,1,2020
224244,05,39,2020
224271,02,15,2020
224271,03,88,2020
224305,07,432,2020
224305,09,37,2020
224305,10,12,2020
224323,05,314,2020
224323,07,347,2020
224323,09,7,2020
224323,10,114,2020
224350,02,173,2020
224350,03,1118,2020
224350,12,299,2020
224527,05,277,2020
224527,07,54,2020
224527,12,7,2020
224545,05,425,2020
224545,07,97,2020
224545,09,7,2020
224554,05,1778,2020
224554,07,1284,2020
224554,09,70,2020
224615,02,3566,2020
224615,03,7847,2020
224642,02,508,2020
224642,03,3398,2020
224642,11,75,2020
224642,12,231,2020
224660,02,69,2020
224660,03,122,2020
224660,05,5,2020
224660,12,29,2020
224679,02,178,2020
224679,03,249,2020
224679,05,9,2020
224679,11,305,2020
224712,07,24,2020
224712,10,3,2020
224758,02,8,2020
224758,12,2,2020
224776,02,3,2020
224776,03,43,2020
224776,05,76,2020
224776,07,4,2020
224828,02,23,2020
224828,12,37,2020
224891,02,28,2020
224891,03,118,2020
224891,12,85,2020
224961,02,162,2020
224961,03,250,2020
224961,12,169,2020
225070,02,233,2020
225070,03,608,2020
225070,12,116,2020
225201,03,140,2020
225201,05,149,2020
225201,07,14,2020
225247,05,336,2020
225247,07,188,2020
225247,09,42,2020
225247,10,1,2020
225308,02,355,2020
225308,03,884,2020
225308,12,6,2020
225371,02,55,2020
225371,03,474,2020
225371,12,215,2020
225399,05,544,2020
225399,07,374,2020
225399,09,18,2020
225399,10,5,2020
225399,12,1,2020
225414,05,1545,2020
225414,07,843,2020
225414,09,24,2020
225423,02,565,2020
225423,03,5666,2020
225423,12,833,2020
225432,05,2655,2020
225432,07,545,2020
225432,10,385,2020
225502,05,680,2020
225502,07,349,2020
225511,05,8004,2020
225511,07,1823,2020
225511,09,810,2020
225520,02,84,2020
225520,03,414,2020
225520,12,65,2020
225548,05,157,2020
225548,07,26,2020
225575,03,33,2020
225575,05,171,2020
225627,03,160,2020
225627,05,1162,2020
225627,07,648,2020
225627,09,244,2020
225876,03,63,2020
225885,05,70,2020
225991,03,45,2020
226019,02,157,2020
226019,03,827,2020
226019,12,78,2020
226091,05,1664,2020
226091,07,2306,2020
226091,09,78,2020
226091,10,1133,2020
226107,02,309,2020
226107,03,223,2020
226107,12,2,2020
226116,02,65,2020
226116,03,281,2020
226116,12,84,2020
226125,02,39,2020
226125,12,30,2020
226134,02,330,2020
226134,03,939,2020
226134,05,21,2020
226134,12,493,2020
226152,05,1252,2020
226152,07,369,2020
226152,09,2,2020
226204,02,144,2020
226204,03,1031,2020
226204,12,1117,2020
226231,03,16,2020
226231,05,408,2020
226231,07,116,2020
226277,02,591,2020
226277,03,4,2020
226383,05,348,2020
226383,07,111,2020
226408,02,80,2020
226408,03,598,2020
226408,12,96,2020
226471,05,642,2020
226471,07,156,2020
226471,09,52,2020
226578,02,242,2020
226578,03,1204,2020
226578,12,200,2020
226587,05,217,2020
226587,07,2,2020
226675,02,159,2020
226675,12,20,2020
226806,02,106,2020
226806,03,438,2020
226806,05,21,2020
226806,12,210,2020
226833,05,1190,2020
226833,07,212,2020
226860,02,26,2020
226860,12,7,2020
226879,03,24,2020
226879,05,28,2020
226903,02,204,2020
226903,03,16,2020
226903,12,363,2020
227058,02,25,2020
227058,12,26,2020
227146,02,455,2020
227146,03,980,2020
227182,02,767,2020
227182,03,7681,2020
227182,12,1236,2020
227216,05,7661,2020
227216,07,1958,2020
227216,09,325,2020
227216,10,216,2020
227225,02,14,2020
227225,03,390,2020
227225,12,236,2020
227289,07,26,2020
227289,09,3,2020
227298,12,176,2020
227304,02,215,2020
227304,03,812,2020
227304,12,230,2020
227313,02,77,2020
227313,12,115,2020
227322,02,93,2020
227322,12,125,2020
227331,05,286,2020
227331,07,558,2020
227331,09,34,2020
227368,05,4333,2020
227368,07,1351,2020
227368,09,63,2020
227368,10,73,2020
227377,02,42,2020
227377,03,597,2020
227377,12,154,2020
227386,02,353,2020
227386,03,352,2020
227386,12,145,2020
227401,02,630,2020
227401,03,500,2020
227401,12,105,2020
227429,05,62,2020
227526,05,1213,2020
227526,07,295,2020
227526,09,21,2020
227687,02,66,2020
227687,03,308,2020
227687,12,81,2020
227748,02,109,2020
227757,05,972,2020
227757,07,905,2020
227757,09,208,2020
227845,05,891,2020
227845,07,229,2020
227854,02,197,2020
227854,03,1090,2020
227854,11,18,2020
227854,12,488,2020
227863,05,431,2020
227863,07,475,2020
227863,09,32,2020
227863,10,1,2020
227881,05,4163,2020
227881,07,866,2020
227881,09,56,2020
227881,10,93,2020
227924,02,71,2020
227924,03,2750,2020
227924,11,25,2020
227924,12,700,2020
227979,02,1824,2020
227979,03,4564,2020
227979,12,656,2020
228042,02,16,2020
228042,03,1,2020
228042,05,263,2020
228042,07,59,2020
228042,10,21,2020
228088,02,12,2020
228149,05,510,2020
228149,07,211,2020
228149,09,245,2020
228149,10,5,2020
228149,12,9,2020
228158,02,234,2020
228158,03,986,2020
228158,12,425,2020
228185,02,17,2020
228185,12,3,2020
228194,09,284,2020
228200,02,235,2020
228200,12,40,2020
228219,02,205,2020
228219,11,53,2020
228219,12,75,2020
228246,05,1571,2020
228246,07,1648,2020
228246,09,315,2020
228246,10,53,2020
228282,12,26,2020
228316,02,108,2020
228316,03,697,2020
228316,12,324,2020
228325,03,157,2020
228325,05,247,2020
228325,07,96,2020
228343,05,311,2020
228431,05,2219,2020
228431,07,627,2020
228431,09,7,2020
228459,05,7397,2020
228459,07,1344,2020
228459,09,93,2020
228459,10,111,2020
228468,03,4,2020
228468,05,140,2020
228468,07,10,2020
228486,03,26,2020
228486,05,1,2020
228501,05,334,2020
228501,07,224,2020
228529,03,32,2020
228529,05,2619,2020
228529,07,594,2020
228529,09,24,2020
228547,02,636,2020
228547,03,5833,2020
228547,11,14,2020
228547,12,957,2020
228608,02,126,2020
228608,03,499,2020
228608,12,11,2020
228635,07,111,2020
228635,09,308,2020
228635,10,206,2020
228644,02,133,2020
228644,05,373,2020
228644,07,283,2020
228644,09,389,2020
228644,10,48,2020
228644,11,61,2020
228653,05,427,2020
228653,07,371,2020
228653,09,327,2020
228653,10,25,2020
228699,02,353,2020
228699,03,404,2020
228699,12,1,2020
