UNITID,AWLEVELC,CSTOTLT,YEAR
190594,09,45,2022
190594,10,171,2022
190594,12,51,2022
190600,05,3338,2022
190600,07,728,2022
190600,10,218,2022
190600,12,82,2022
190619,03,1749,2022
190619,12,3,2022
190628,02,30,2022
190628,03,2562,2022
190628,12,7,2022
190637,02,1,2022
190637,05,2807,2022
190637,07,756,2022
190637,10,103,2022
190637,12,5,2022
190646,02,9,2022
190646,03,460,2022
190646,05,608,2022
190655,03,1251,2022
190655,05,1416,2022
190655,12,5,2022
190664,05,3330,2022
190664,07,972,2022
190664,10,219,2022
190673,02,6,2022
190673,03,1861,2022
190682,09,183,2022
190691,05,1265,2022
190691,07,114,2022
190707,02,5,2022
190716,03,11,2022
190716,05,312,2022
190716,07,293,2022
190716,09,130,2022
190716,10,17,2022
190725,02,58,2022
190725,05,392,2022
190725,07,349,2022
190725,09,60,2022
190725,10,17,2022
190725,12,8,2022
190752,05,4,2022
190761,03,1,2022
190761,05,282,2022
190761,07,106,2022
190761,09,74,2022
190840,02,13,2022
190840,03,809,2022
190840,12,29,2022
190956,03,58,2022
190983,03,15,2022
190983,05,165,2022
190983,07,20,2022
191083,02,253,2022
191083,03,1352,2022
191083,12,81,2022
191126,03,1750,2022
191126,05,1603,2022
191126,07,87,2022
191126,12,16,2022
191199,02,52,2022
191199,03,535,2022
191205,03,9,2022
191205,05,134,2022
191205,07,7,2022
191205,09,2,2022
191241,05,2304,2022
191241,07,2401,2022
191241,09,519,2022
191241,10,97,2022
191302,02,19,2022
191302,03,212,2022
191311,11,48,2022
191311,12,47,2022
191320,07,16,2022
191320,10,7,2022
191339,02,8,2022
191339,03,534,2022
191339,12,3,2022
191515,05,492,2022
191533,05,224,2022
191533,07,2,2022
191597,03,330,2022
191597,05,33,2022
191612,02,45,2022
191612,03,274,2022
191621,03,2,2022
191621,05,167,2022
191621,07,27,2022
191630,05,464,2022
191630,07,25,2022
191649,05,1378,2022
191649,07,1096,2022
191649,09,409,2022
191649,10,92,2022
191676,03,33,2022
191676,05,209,2022
191676,07,16,2022
191719,02,138,2022
191719,03,1310,2022
191728,02,517,2022
191728,11,67,2022
191728,12,193,2022
191931,05,652,2022
191931,07,330,2022
191931,10,49,2022
191940,02,171,2022
191959,03,26,2022
191968,05,1269,2022
191968,07,136,2022
191968,09,80,2022
191986,02,36,2022
191986,03,499,2022
191986,12,22,2022
192004,03,77,2022
192004,05,43,2022
192022,02,7,2022
192022,03,348,2022
192040,05,27,2022
192040,07,35,2022
192040,09,5,2022
192110,05,120,2022
192110,07,161,2022
192110,09,8,2022
192110,10,27,2022
192165,05,15,2022
192192,05,339,2022
192192,07,130,2022
192192,10,3,2022
192271,03,13,2022
192271,05,321,2022
192271,07,219,2022
192323,05,630,2022
192323,07,259,2022
192323,10,55,2022
192448,03,6,2022
192448,05,1422,2022
192448,07,1344,2022
192448,09,268,2022
192448,10,166,2022
192484,02,40,2022
192484,12,40,2022
192509,02,3,2022
192509,03,275,2022
192624,05,22,2022
192688,02,16,2022
192688,03,144,2022
192703,03,17,2022
192703,05,708,2022
192703,07,267,2022
192703,10,11,2022
192712,05,120,2022
192712,07,173,2022
192712,09,16,2022
192712,10,37,2022
192749,05,396,2022
192749,07,284,2022
192749,09,18,2022
192749,10,62,2022
192785,02,11,2022
192785,03,202,2022
192785,05,54,2022
192800,02,9,2022
192819,02,58,2022
192819,05,1210,2022
192819,07,368,2022
192819,09,26,2022
192819,10,1,2022
192819,12,1,2022
192864,03,31,2022
192864,05,297,2022
192925,03,100,2022
192925,05,198,2022
192925,07,272,2022
192925,09,8,2022
192925,10,15,2022
192961,03,64,2022
192970,02,10,2022
193016,03,53,2022
193016,05,1444,2022
193016,07,777,2022
193016,09,25,2022
193016,10,102,2022
193052,05,75,2022
193052,10,28,2022
193061,03,11,2022
193061,05,2,2022
193070,05,4,2022
193070,07,4,2022
193070,09,3,2022
193201,02,109,2022
193201,03,48,2022
193201,11,19,2022
193247,03,22,2022
193247,05,6,2022
193247,07,3,2022
193247,09,3,2022
193265,02,73,2022
193265,12,21,2022
193283,02,159,2022
193283,03,638,2022
193292,03,22,2022
193292,05,901,2022
193292,07,405,2022
193292,09,28,2022
193292,10,104,2022
193308,02,89,2022
193308,03,875,2022
193308,05,1023,2022
193308,07,337,2022
193308,12,3,2022
193326,02,207,2022
193326,03,1383,2022
193326,12,4,2022
193353,05,379,2022
193353,07,126,2022
193353,10,5,2022
193353,12,1,2022
193380,03,64,2022
193399,05,809,2022
193399,07,227,2022
193399,10,2,2022
193405,07,174,2022
193405,09,178,2022
193405,10,8,2022
193478,02,87,2022
193478,03,2242,2022
193584,05,497,2022
193584,07,268,2022
193584,09,53,2022
193609,02,30,2022
193654,03,122,2022
193654,05,1551,2022
193654,07,1046,2022
193654,09,57,2022
193654,10,69,2022
193672,12,18,2022
193751,07,72,2022
193751,09,148,2022
193821,07,5,2022
193821,09,368,2022
193830,07,221,2022
193830,09,265,2022
193830,10,66,2022
193858,02,93,2022
193858,03,46,2022
193858,12,23,2022
193894,07,23,2022
193894,09,23,2022
193900,03,90,2022
193900,05,6824,2022
193900,07,9441,2022
193900,09,1543,2022
193900,10,226,2022
193946,02,121,2022
193946,03,690,2022
193973,03,3,2022
193973,05,702,2022
193973,07,325,2022
193973,09,14,2022
193973,10,52,2022
193991,02,36,2022
194028,02,34,2022
194028,03,162,2022
194073,09,66,2022
194091,05,701,2022
194091,07,554,2022
194091,09,433,2022
194091,10,19,2022
194091,12,8,2022
194116,03,17,2022
194116,05,24,2022
194116,07,63,2022
194116,12,65,2022
194161,03,27,2022
194161,05,165,2022
194161,07,187,2022
194161,09,7,2022
194189,05,2,2022
194222,02,33,2022
194222,03,886,2022
194240,02,3,2022
194240,03,697,2022
194259,02,26,2022
194310,03,10,2022
194310,05,1839,2022
194310,07,1562,2022
194310,09,271,2022
194310,10,52,2022
194310,11,7,2022
194392,03,25,2022
194392,05,109,2022
194392,07,7,2022
194392,10,2,2022
194435,02,34,2022
194435,12,30,2022
194499,02,23,2022
194499,03,217,2022
194499,05,52,2022
194569,03,1,2022
194569,05,14,2022
194578,03,30,2022
194578,05,627,2022
194578,07,501,2022
194578,10,2,2022
194657,05,18,2022
194657,07,27,2022
194666,05,98,2022
194666,07,8,2022
194693,03,7,2022
194718,05,2,2022
194736,05,17,2022
194763,05,64,2022
194763,07,23,2022
194763,09,1,2022
194763,10,32,2022
194824,05,1548,2022
194824,07,360,2022
194824,09,131,2022
194824,10,2,2022
194958,03,4,2022
194958,05,367,2022
194958,07,267,2022
194958,09,8,2022
195003,03,76,2022
195003,05,2381,2022
195003,07,1170,2022
195003,09,45,2022
195003,10,87,2022
195003,12,9,2022
195030,05,1659,2022
195030,07,1309,2022
195030,09,374,2022
195030,10,269,2022
195030,11,4,2022
195030,12,13,2022
195049,07,3,2022
195049,09,40,2022
195058,02,22,2022
195058,03,804,2022
195067,02,193,2022
195128,05,326,2022
195128,07,268,2022
195128,09,60,2022
195128,10,38,2022
195155,07,22,2022
195155,10,3,2022
195164,05,388,2022
195164,07,242,2022
195164,10,9,2022
195173,03,28,2022
195173,05,464,2022
195173,07,59,2022
195173,10,6,2022
195191,03,173,2022
195216,05,526,2022
195216,07,10,2022
195234,05,474,2022
195234,07,396,2022
195234,10,767,2022
195234,12,8,2022
195243,03,4,2022
195243,05,277,2022
195243,07,78,2022
195243,10,6,2022
195289,02,14,2022
195289,03,57,2022
195304,05,318,2022
195304,07,99,2022
195322,02,55,2022
195322,03,317,2022
195438,05,98,2022
195438,07,1,2022
195474,02,4,2022
195474,05,715,2022
195474,07,77,2022
195474,10,48,2022
195474,12,46,2022
195526,05,572,2022
195544,05,978,2022
195544,07,350,2022
195544,10,39,2022
195544,12,36,2022
195580,07,22,2022
195702,03,47,2022
195720,05,630,2022
195720,07,206,2022
195720,09,99,2022
195720,10,3,2022
195720,12,2,2022
195784,03,209,2022
195809,02,5,2022
195809,03,15,2022
195809,05,2217,2022
195809,07,1148,2022
195809,09,577,2022
195809,10,91,2022
195988,02,1,2022
195988,03,215,2022
196006,02,7,2022
196006,03,680,2022
196006,05,438,2022
196015,02,29,2022
196015,03,235,2022
196015,05,519,2022
196024,02,47,2022
196024,03,381,2022
196024,05,443,2022
196024,07,31,2022
196033,02,22,2022
196033,03,155,2022
196033,05,348,2022
196042,02,40,2022
196042,03,249,2022
196042,05,1761,2022
196042,07,23,2022
196051,02,7,2022
196051,03,301,2022
196051,05,187,2022
196060,05,2996,2022
196060,07,1245,2022
196060,09,168,2022
196060,10,180,2022
196079,05,3550,2022
196079,07,1029,2022
196079,09,257,2022
196079,10,79,2022
196088,02,31,2022
196088,05,5162,2022
196088,07,2556,2022
196088,09,1009,2022
196088,10,191,2022
196097,05,4613,2022
196097,07,2125,2022
196097,09,617,2022
196097,10,352,2022
196103,03,51,2022
196103,05,373,2022
196103,07,87,2022
196103,09,25,2022
196103,10,9,2022
196112,05,494,2022
196112,07,215,2022
196112,09,9,2022
196112,10,8,2022
196121,05,1576,2022
196121,07,469,2022
196121,10,100,2022
196130,05,1396,2022
196130,07,566,2022
196130,10,75,2022
196149,05,1423,2022
196149,07,222,2022
196149,10,43,2022
196158,05,835,2022
196158,07,89,2022
196158,10,6,2022
196167,05,1126,2022
196167,07,45,2022
196176,05,1647,2022
196176,07,357,2022
196176,10,58,2022
196185,05,1390,2022
196185,07,173,2022
196185,10,10,2022
196194,05,1586,2022
196194,07,341,2022
196194,10,91,2022
196200,05,580,2022
196200,07,119,2022
196200,10,15,2022
196219,05,884,2022
196219,07,41,2022
196219,12,13,2022
196228,07,4,2022
196228,09,97,2022
196237,05,1002,2022
196237,07,177,2022
196246,02,9,2022
196246,05,1077,2022
196246,07,166,2022
196246,10,72,2022
196255,05,154,2022
196255,07,312,2022
196255,09,241,2022
196255,10,23,2022
196264,03,554,2022
196264,05,2031,2022
196264,07,363,2022
196264,10,133,2022
196264,12,18,2022
196291,03,2,2022
196291,05,445,2022
196291,07,69,2022
196291,10,13,2022
196307,05,99,2022
196307,07,157,2022
196307,09,209,2022
196307,10,8,2022
196389,02,69,2022
196389,03,233,2022
196413,03,2,2022
196413,05,3407,2022
196413,07,2324,2022
196413,09,357,2022
196413,10,332,2022
196413,12,12,2022
196431,05,47,2022
196440,05,2,2022
196468,07,1648,2022
196468,09,157,2022
196468,10,111,2022
196565,02,7,2022
196565,03,394,2022
196565,12,10,2022
196583,05,7,2022
196592,02,17,2022
196592,03,263,2022
196592,05,1351,2022
196592,07,1614,2022
196592,09,654,2022
196592,10,98,2022
196653,02,43,2022
196653,03,329,2022
196653,05,26,2022
196680,03,1240,2022
196680,05,2655,2022
196680,07,526,2022
196680,10,11,2022
196699,02,48,2022
196699,03,303,2022
196699,12,62,2022
196866,05,488,2022
196884,07,64,2022
196884,09,5,2022
197018,05,336,2022
197027,05,246,2022
197027,07,5,2022
197036,05,1061,2022
197045,05,801,2022
197045,07,452,2022
197045,09,75,2022
197045,10,12,2022
197045,11,12,2022
197133,05,650,2022
197142,03,28,2022
197142,05,62,2022
197151,05,831,2022
197151,07,269,2022
197197,05,381,2022
197197,07,149,2022
197197,09,7,2022
197197,10,2,2022
197221,05,24,2022
197230,05,59,2022
197285,02,6,2022
197285,03,130,2022
197285,05,99,2022
197294,02,114,2022
197294,03,1387,2022
197337,02,31,2022
197531,02,410,2022
197601,05,19,2022
197601,10,7,2022
197647,05,6,2022
197674,05,17,2022
197674,10,13,2022
197692,05,5,2022
197708,03,548,2022
197708,05,570,2022
197708,07,642,2022
197708,09,359,2022
197708,10,74,2022
197735,05,101,2022
197744,03,48,2022
197744,05,9,2022
197814,02,58,2022
197814,03,349,2022
197814,12,212,2022
197850,02,69,2022
197850,03,293,2022
197850,12,190,2022
197869,05,4181,2022
197869,07,710,2022
197869,09,12,2022
197869,10,289,2022
197887,02,65,2022
197887,03,595,2022
197887,12,303,2022
197911,05,220,2022
197911,07,41,2022
197966,02,90,2022
197966,03,244,2022
197966,12,187,2022
197984,05,286,2022
197993,05,55,2022
198011,02,78,2022
198011,03,201,2022
198011,12,88,2022
198039,02,17,2022
198039,03,342,2022
198039,12,288,2022
198066,05,145,2022
198084,02,38,2022
198084,03,270,2022
198084,12,108,2022
198109,03,107,2022
198109,05,60,2022
198109,07,69,2022
198109,12,4,2022
198118,02,120,2022
198118,03,676,2022
198118,12,280,2022
198136,03,42,2022
198136,05,860,2022
198136,07,271,2022
198136,09,433,2022
198154,02,202,2022
198154,03,1317,2022
198154,12,537,2022
198206,02,41,2022
198206,03,209,2022
198206,12,228,2022
198215,05,263,2022
198215,07,24,2022
198233,02,74,2022
198233,03,909,2022
198233,12,450,2022
198251,02,113,2022
198251,03,539,2022
198251,12,333,2022
198260,02,149,2022
198260,03,2389,2022
198260,12,999,2022
198303,03,3,2022
198303,05,190,2022
198303,07,7,2022
198321,02,91,2022
198321,03,413,2022
198321,12,283,2022
198330,02,191,2022
198330,03,630,2022
198330,12,333,2022
198367,02,88,2022
198367,03,513,2022
198367,12,277,2022
198376,02,172,2022
198376,03,521,2022
198376,12,597,2022
198385,05,466,2022
198419,05,1850,2022
198419,07,3060,2022
198419,09,916,2022
198419,10,314,2022
198455,02,123,2022
198455,03,507,2022
198455,12,238,2022
198464,05,4524,2022
198464,07,1342,2022
198464,09,316,2022
198464,10,531,2022
198491,02,48,2022
198491,03,203,2022
198491,12,138,2022
198507,05,305,2022
198507,07,32,2022
198516,05,1517,2022
198516,07,126,2022
198516,09,171,2022
198534,02,175,2022
198534,03,1592,2022
198534,12,1014,2022
198543,05,1076,2022
198543,07,348,2022
198543,09,26,2022
198543,10,27,2022
198552,02,228,2022
198552,03,1107,2022
198552,12,563,2022
198561,03,19,2022
198561,05,501,2022
198561,07,334,2022
198561,09,132,2022
198561,10,134,2022
198570,02,100,2022
198570,03,721,2022
198570,12,1395,2022
198598,05,137,2022
198598,07,66,2022
198598,10,11,2022
198613,05,233,2022
198613,07,2,2022
198622,02,409,2022
198622,03,1391,2022
198622,12,933,2022
198640,02,44,2022
198640,03,161,2022
198640,12,106,2022
198668,02,41,2022
198668,03,219,2022
198668,12,173,2022
198677,05,11,2022
198695,05,1052,2022
198695,07,478,2022
198695,09,132,2022
198710,02,142,2022
198710,03,343,2022
198710,12,393,2022
198729,02,44,2022
198729,03,160,2022
198729,12,117,2022
198756,05,214,2022
198756,07,25,2022
198774,02,87,2022
198774,03,595,2022
198774,12,269,2022
198808,05,230,2022
198808,07,1,2022
198817,02,99,2022
198817,03,381,2022
198817,12,326,2022
198835,05,299,2022
198835,07,258,2022
198835,09,25,2022
198844,02,89,2022
198844,12,32,2022
198862,03,10,2022
198862,05,137,2022
198871,03,117,2022
198899,05,203,2022
198899,07,20,2022
198905,02,26,2022
198905,03,119,2022
198905,12,93,2022
198914,02,9,2022
198914,03,98,2022
198914,12,61,2022
198923,02,39,2022
198923,03,140,2022
198923,12,101,2022
198950,05,360,2022
198950,07,77,2022
198950,10,91,2022
198969,03,4,2022
198969,05,271,2022
198969,07,44,2022
198969,09,108,2022
198969,10,6,2022
198978,02,289,2022
198978,03,197,2022
198978,05,14,2022
198987,02,54,2022
198987,03,417,2022
198987,12,348,2022
199005,02,8,2022
199023,02,24,2022
199023,03,105,2022
199023,12,117,2022
199032,03,1,2022
199032,05,157,2022
199032,07,42,2022
199069,03,69,2022
199069,05,480,2022
199069,07,77,2022
199069,12,7,2022
199078,02,31,2022
199078,12,39,2022
199087,02,20,2022
199087,03,372,2022
199087,12,275,2022
199102,05,2041,2022
199102,07,410,2022
199102,09,69,2022
199102,10,53,2022
199111,05,734,2022
199120,05,4883,2022
199120,07,2339,2022
199120,09,1167,2022
199120,10,15,2022
199139,05,5531,2022
199139,07,1754,2022
199139,09,178,2022
199139,10,694,2022
199148,05,3345,2022
199148,07,909,2022
199148,09,224,2022
199148,10,175,2022
199157,05,993,2022
199157,07,591,2022
199157,09,132,2022
199184,05,221,2022
199184,07,47,2022
199184,10,8,2022
199193,03,87,2022
199193,05,6073,2022
199193,07,2378,2022
199193,09,667,2022
199193,10,458,2022
199193,12,87,2022
199209,05,393,2022
199209,07,79,2022
199209,12,3,2022
199218,05,3622,2022
199218,07,1335,2022
199218,09,34,2022
199218,10,78,2022
199263,02,12,2022
199263,03,24,2022
199263,12,27,2022
199272,05,157,2022
199281,05,1326,2022
199281,07,681,2022
199306,05,161,2022
199306,07,135,2022
199324,02,20,2022
199324,03,192,2022
199324,12,69,2022
199333,02,160,2022
199333,03,1008,2022
199333,12,258,2022
199412,05,377,2022
199412,07,254,2022
199412,10,27,2022
199421,02,125,2022
199421,03,404,2022
199421,12,336,2022
199449,02,57,2022
199449,03,374,2022
199449,12,276,2022
199458,05,14,2022
199467,02,13,2022
199467,03,94,2022
199467,12,53,2022
199476,02,55,2022
199476,03,229,2022
199476,12,206,2022
199485,02,45,2022
199485,03,224,2022
199485,12,105,2022
199494,02,146,2022
199494,03,788,2022
199494,12,607,2022
199582,05,67,2022
199607,05,101,2022
199607,07,40,2022
199607,10,7,2022
199607,12,2,2022
199625,02,30,2022
199625,03,300,2022
199625,12,182,2022
199634,02,27,2022
199634,03,684,2022
199634,12,106,2022
199643,05,160,2022
199643,07,32,2022
199689,02,83,2022
199698,05,116,2022
199698,07,20,2022
199722,02,20,2022
199722,03,184,2022
199722,12,91,2022
199731,02,56,2022
199731,03,328,2022
199731,12,263,2022
199740,02,68,2022
199740,03,344,2022
199740,12,228,2022
199759,03,4,2022
199759,05,70,2022
199759,07,423,2022
199759,09,69,2022
199759,12,1,2022
199768,02,89,2022
199768,03,423,2022
199768,12,238,2022
199786,02,63,2022
199786,03,540,2022
199786,12,436,2022
199795,02,9,2022
199795,03,207,2022
199795,12,10,2022
199838,02,68,2022
199838,03,424,2022
199838,12,102,2022
199847,05,1296,2022
199847,07,1037,2022
199847,09,387,2022
199847,10,8,2022
199856,02,168,2022
199856,03,2760,2022
199856,12,2198,2022
199865,05,152,2022
199865,07,23,2022
199883,02,4,2022
199883,05,48,2022
199892,02,189,2022
199892,03,483,2022
199892,12,428,2022
199908,02,31,2022
199908,03,298,2022
199908,12,162,2022
199926,02,194,2022
199926,03,381,2022
199926,12,461,2022
199953,02,25,2022
199953,03,240,2022
199953,12,185,2022
199962,05,515,2022
199962,07,128,2022
199962,09,171,2022
199962,10,22,2022
199971,05,3,2022
199980,02,76,2022
199999,05,930,2022
199999,07,132,2022
199999,09,59,2022
199999,10,3,2022
200004,05,2465,2022
200004,07,614,2022
200004,09,79,2022
200004,10,64,2022
200013,02,30,2022
200013,03,209,2022
200013,05,23,2022
200013,07,3,2022
200013,12,58,2022
200022,02,172,2022
200022,03,683,2022
200022,05,57,2022
200022,11,16,2022
200022,12,55,2022
200059,03,45,2022
200059,05,203,2022
200059,07,39,2022
200059,11,9,2022
200059,12,15,2022
200086,02,5,2022
200086,03,21,2022
200086,05,2,2022
200110,02,18,2022
200110,12,16,2022
200156,05,161,2022
200156,07,87,2022
200156,09,33,2022
200192,02,45,2022
200192,03,161,2022
200192,12,54,2022
200208,02,6,2022
200208,03,29,2022
200208,12,6,2022
200217,05,594,2022
200217,07,338,2022
200217,09,139,2022
200217,10,8,2022
200226,03,15,2022
200226,05,190,2022
200226,07,8,2022
200226,12,1,2022
200253,03,2,2022
200253,05,483,2022
200253,07,90,2022
200253,10,26,2022
200253,12,1,2022
200280,02,31,2022
200280,05,1716,2022
200280,07,822,2022
200280,09,378,2022
200280,10,55,2022
200280,12,188,2022
200305,02,56,2022
200305,03,489,2022
200305,12,12,2022
200314,02,53,2022
200314,03,139,2022
200314,11,2,2022
200314,12,14,2022
200332,05,2264,2022
200332,07,467,2022
200332,09,196,2022
200332,10,49,2022
200332,12,44,2022
200341,02,62,2022
200341,03,172,2022
200341,12,20,2022
200466,03,25,2022
200466,05,10,2022
200466,07,2,2022
200466,12,23,2022
200484,03,4,2022
200484,05,40,2022
200484,07,18,2022
200527,02,20,2022
200527,03,65,2022
200527,05,14,2022
200527,12,58,2022
200554,02,5,2022
200554,03,47,2022
200554,05,22,2022
200554,12,11,2022
200572,03,2,2022
200572,05,262,2022
200572,07,44,2022
200572,10,16,2022
200572,11,51,2022
200572,12,47,2022
200590,02,37,2022
200590,03,19,2022
200697,07,284,2022
200697,09,45,2022
200697,10,307,2022
200785,02,50,2022
200785,03,109,2022
200785,05,26,2022
200800,02,213,2022
200800,03,388,2022
200800,05,2369,2022
200800,07,549,2022
200800,09,207,2022
200800,10,56,2022
200800,11,23,2022
200800,12,32,2022
200873,03,3,2022
200873,05,12,2022
201034,02,38,2022
201034,11,427,2022
201034,12,67,2022
201061,03,1,2022
201061,05,46,2022
201098,02,12,2022
201098,11,5,2022
201098,12,25,2022
201104,03,62,2022
201104,05,621,2022
201104,07,568,2022
201104,09,29,2022
201104,10,5,2022
201131,02,25,2022
201131,11,30,2022
201131,12,30,2022
201140,07,32,2022
201140,10,1,2022
201140,12,6,2022
201159,02,22,2022
201159,12,70,2022
201177,03,45,2022
201177,05,42,2022
201177,12,7,2022
201195,05,637,2022
201195,07,205,2022
201195,10,22,2022
201283,02,46,2022
201283,03,133,2022
201283,12,55,2022
201371,05,116,2022
201371,07,28,2022
201371,10,7,2022
201432,02,3,2022
201432,03,275,2022
201432,05,43,2022
201441,05,2877,2022
201441,07,1086,2022
201441,09,90,2022
201441,10,167,2022
201441,12,180,2022
201469,02,20,2022
201469,03,143,2022
201469,05,23,2022
201478,02,81,2022
201478,12,41,2022
201496,02,141,2022
201496,11,311,2022
201496,12,200,2022
201539,02,56,2022
201539,11,18,2022
201539,12,3,2022
201548,05,501,2022
201548,07,71,2022
201548,09,137,2022
201548,10,13,2022
201645,05,1266,2022
201645,07,1550,2022
201645,09,613,2022
201645,10,87,2022
201654,05,756,2022
201654,07,106,2022
201654,09,43,2022
201654,10,1,2022
201672,02,66,2022
201672,03,344,2022
201672,11,86,2022
201672,12,77,2022
201681,02,17,2022
201690,05,453,2022
201751,03,25,2022
201803,02,41,2022
201821,03,27,2022
201821,05,237,2022
201821,12,13,2022
201867,03,5,2022
201867,05,44,2022
201885,02,707,2022
201885,03,45,2022
201885,05,6290,2022
201885,07,3110,2022
201885,09,793,2022
201885,10,652,2022
201885,12,81,2022
201928,02,400,2022
201928,03,989,2022
201928,05,14,2022
201928,11,20,2022
201928,12,339,2022
201946,02,10,2022
201946,03,628,2022
201946,05,28,2022
201946,12,211,2022
201955,02,10,2022
201955,03,757,2022
201955,05,27,2022
201955,12,22,2022
201964,03,91,2022
201964,05,271,2022
201964,07,72,2022
201964,12,5,2022
201973,02,118,2022
201973,03,540,2022
201973,05,7,2022
201973,11,488,2022
201973,12,89,2022
202046,05,123,2022
202073,02,1,2022
202073,05,45,2022
202073,07,40,2022
202073,09,1,2022
202073,10,9,2022
202134,05,2328,2022
202134,07,1250,2022
202134,09,205,2022
202134,10,13,2022
202152,02,101,2022
202170,05,198,2022
202170,07,12,2022
202222,02,308,2022
202222,03,2443,2022
202222,11,827,2022
202222,12,964,2022
202356,02,589,2022
202356,03,2247,2022
202356,12,439,2022
202435,02,26,2022
202435,03,13,2022
202453,02,35,2022
202480,05,1965,2022
202480,07,835,2022
202480,09,168,2022
202480,10,162,2022
202514,03,2,2022
202514,05,75,2022
202514,07,25,2022
202523,05,540,2022
202648,02,78,2022
202648,03,290,2022
202648,12,155,2022
202657,02,225,2022
202657,11,62,2022
202657,12,79,2022
202763,03,6,2022
202763,05,407,2022
202763,07,225,2022
202763,09,137,2022
202806,02,1,2022
202806,03,94,2022
202806,05,1011,2022
202806,07,675,2022
202806,09,39,2022
202806,10,11,2022
202888,02,13,2022
202888,11,35,2022
202888,12,4,2022
202903,03,16,2022
202903,05,18,2022
202903,07,1,2022
202912,02,19,2022
202912,03,81,2022
202912,05,15,2022
202949,02,75,2022
202949,11,3,2022
202949,12,44,2022
202985,02,20,2022
203030,02,55,2022
203067,07,94,2022
203067,09,9,2022
203067,10,52,2022
203085,05,200,2022
203085,07,67,2022
203128,05,192,2022
203128,07,12,2022
203146,02,256,2022
203146,12,50,2022
203155,02,8,2022
203155,03,448,2022
203155,12,73,2022
203234,02,67,2022
203289,03,21,2022
203331,02,541,2022
203331,03,6816,2022
203331,12,13,2022
203368,05,725,2022
203368,07,205,2022
203368,10,13,2022
203386,02,650,2022
203386,03,426,2022
203438,02,40,2022
203438,12,67,2022
203447,03,191,2022
203447,05,26,2022
203447,12,3,2022
203456,03,73,2022
203456,05,3,2022
203465,03,2325,2022
203465,05,33,2022
203474,03,160,2022
203474,05,34,2022
203474,12,57,2022
203483,03,248,2022
203483,05,53,2022
203483,12,18,2022
203492,03,123,2022
203492,05,41,2022
203492,12,1,2022
203517,05,4928,2022
203517,07,1334,2022
203517,09,261,2022
203517,10,84,2022
203517,12,68,2022
203526,03,177,2022
203526,05,19,2022
203535,05,459,2022
203544,03,26,2022
203544,05,152,2022
203544,07,55,2022
203544,09,27,2022
203544,12,4,2022
203580,05,124,2022
203580,07,92,2022
203580,10,14,2022
203599,02,29,2022
203599,03,751,2022
203599,11,30,2022
203599,12,90,2022
203614,02,239,2022
203614,11,3,2022
203678,02,42,2022
203678,03,296,2022
203678,11,11,2022
203678,12,84,2022
203720,02,105,2022
203720,03,16,2022
203720,11,39,2022
203720,12,6,2022
203739,02,26,2022
203739,03,7,2022
203739,11,5,2022
203739,12,3,2022
203748,02,162,2022
203748,03,1194,2022
203748,05,4,2022
203748,11,594,2022
203748,12,225,2022
203757,03,2,2022
203757,05,182,2022
203757,07,71,2022
203757,09,10,2022
203775,05,200,2022
203775,07,100,2022
203775,10,3,2022
203845,03,1,2022
203845,05,249,2022
203845,07,45,2022
203881,02,131,2022
203881,03,256,2022
203881,12,4,2022
203942,12,23,2022
203960,02,3,2022
203960,03,175,2022
203960,05,148,2022
203960,07,31,2022
203960,12,56,2022
203997,07,23,2022
203997,09,1,2022
204006,02,2,2022
204006,03,111,2022
204006,05,396,2022
204015,02,1,2022
204015,03,65,2022
204015,05,147,2022
204024,02,110,2022
204024,03,2,2022
204024,05,3719,2022
204024,07,838,2022
204024,09,63,2022
204024,10,52,2022
204121,02,10,2022
204121,12,24,2022
204158,02,77,2022
204158,11,40,2022
204158,12,36,2022
204176,05,312,2022
204176,07,81,2022
204176,09,12,2022
204176,10,7,2022
204185,05,431,2022
204185,07,60,2022
204185,09,30,2022
204194,03,24,2022
204194,05,338,2022
204194,07,126,2022
204200,03,1,2022
204200,05,242,2022
204200,07,175,2022
204200,09,46,2022
204200,10,13,2022
204200,12,1,2022
204255,02,37,2022
204255,03,260,2022
204255,05,10,2022
204255,11,3,2022
204255,12,40,2022
204264,05,353,2022
204264,07,116,2022
204334,02,30,2022
204334,12,54,2022
204422,02,73,2022
204422,03,350,2022
204422,05,22,2022
204422,11,22,2022
204422,12,89,2022
204431,02,26,2022
204440,02,49,2022
204440,03,292,2022
204440,12,47,2022
204459,02,14,2022
204468,03,3,2022
204468,05,205,2022
204468,07,53,2022
204477,07,37,2022
204477,09,231,2022
204477,10,8,2022
204486,02,87,2022
204486,03,662,2022
204486,05,148,2022
204486,07,22,2022
204486,11,39,2022
204501,05,638,2022
204608,02,144,2022
204608,03,149,2022
204608,11,2,2022
204608,12,21,2022
204617,03,16,2022
204617,05,191,2022
204617,07,168,2022
204617,12,2,2022
204635,05,412,2022
204635,07,16,2022
204635,09,168,2022
204635,10,3,2022
204662,02,1,2022
204662,03,150,2022
204671,03,76,2022
204671,05,86,2022
204680,03,130,2022
204680,05,58,2022
204699,03,82,2022
204699,05,85,2022
204705,03,442,2022
204705,05,103,2022
204714,02,39,2022
204723,02,135,2022
204769,02,13,2022
204769,11,2,2022
204769,12,131,2022
204778,02,41,2022
204778,12,11,2022
